Receptor	Ligand	Score(pK)	stdev	Best	NN#1	NN#2	NN#3	NN#4	NN#5	NN#6	NN#7	NN#8	NN#9	NN#10	NN#11	NN#12	NN#13	NN#14	NN#15	NN#16	NN#17	NN#18	NN#19	NN#20
4mss_protein	4mss_ligand	5.278	2.699	10.438	6.917	8.774	6.648	4.233	10.438	7.41	5.705	1.945	7.702	6.122	-1.446	2.791	3.128	3.164	4.96	4.332	6.928	3.173	5.76		
4muv_protein	4muv_ligand	5.951	1.898	8.511	7.1	4.887	2.792	7.937	7.081	8.511	4.653	6.973	5.378	4.179	8.227	6.02	2.624	2.416	5.672	5.188	7.171	6.678	7.595		
4mpn_protein	4mpn_ligand	6.94	3.678	17.154	2.97	10.445	8.451	5.921	4.588	6.97	3.568	4.985	17.154	2.653	13.169	7.96	5.142	4.606	11.596	6.039	6.581	6.836	4.672		
4muf_protein	4muf_ligand	9.489	3.601	13.945	12.387	11.826	8.297	12.147	12.441	10.245	9.333	10.55	6.97	9.046	13.612	13.945	-0.452	3.894	10.631	11.312	7.872	5.24	7.635		
4myd_protein	4myd_ligand	5.426	1.342	7.999	4.865	4.689	4.733	4.112	5.92	6.472	5.464	4.431	4.165	4.749	7.785	6.539	6.11	5.159	4.851	2.226	6.865	5.624	7.999		
4n7u_protein	4n7u_ligand	4.259	2.804	9.343	4.538	-0.6	5.721	6.437	0.641	-0.822	4.307	7.116	5.973	4.95	3.576	3.824	6.086	7.662	6.455	0.286	1.943	3.314	9.343		
4mul_protein	4mul_ligand	8.762	3.285	13.724	12.201	11.133	8.424	7.876	13.724	11.13	9.889	11.273	8.99	4.749	12.803	8.697	-0.399	6.865	7.402	9.281	4.595	6.374	10.186		
4n6z_protein	4n6z_ligand	6.388	1.983	10.286	7.726	5.021	6.037	10.286	4.96	8.323	3.625	4.542	9.913	8.345	6.753	5.558	6.468	7.859	6.58	6.284	7.19	5.288	4.22		
4n5d_protein	4n5d_ligand	3.058	3.215	11.8	3.151	5.534	4.088	2.195	2.695	8.145	4.197	1.545	-0.191	2.352	0.6	11.8	4.093	0.178	2.747	-0.461	1.341	-0.824	0.542		
4n6g_protein	4n6g_ligand	5.777	6.002	18.484	18.484	18.479	9.382	1.418	1.789	8.772	1.979	17.864	3.837	1.013	1.836	6.012	2.862	-0.774	5.941	2.43	2.703	1.733	2.429		
4n7m_protein	4n7m_ligand	2.333	1.679	5.311	0.876	2.89	2.398	2.804	3.688	0.362	1.206	5.311	5.135	0.431	0.822	3.202	0.858	0.197	1.525	1.314	2.381	1.822	5.2		
4n8q_protein	4n8q_ligand	4.862	2.349	8.204	2.971	7.383	7.102	8.068	7.908	5.028	1.23	7.342	1.702	4.259	5.018	7.093	4.718	4.933	3.419	8.204	4.171	1.458	2.331		
4na9_protein	4na9_ligand	7.509	1.33	9.142	8.926	9.142	8.145	7.454	8.98	7.649	8.742	5.638	5.549	6.158	8.952	6.375	8.571	6.176	8.591	8.711	5.425	6.153	7.96		
4n9a_protein	4n9a_ligand	4.013	2.196	8.583	6.177	2.859	2.004	3.348	4.453	4.825	4.827	-1.386	5.935	3.22	2.499	2.194	4.572	4.228	8.583	0.928	6.586	5.672	4.124		
4ndu_protein	4ndu_ligand	4.857	1.737	10.198	5.002	4.502	3.283	5.251	4.339	5.161	5.417	4.317	7.249	4.594	2.152	3.834	6.26	5.542	10.198	4.415	5.433	2.472	4.235		
4nbk_protein	4nbk_ligand	5.094	1.262	8.811	4.352	4.672	5.827	5.557	5.027	4.481	4.099	5.959	5.116	5.358	4.668	8.811	2.319	5.004	5.385	4.598	3.98	6.871	5.08		
4nh7_protein	4nh7_ligand	6.917	1.725	10.3	5.011	4.989	5.64	6.672	6.313	6.309	9.272	8.515	7.04	6.747	6.448	4.217	6.733	10.3	6.413	5.77	9.917	5.447	9.545		
4nh8_protein	4nh8_ligand	7.839	1.27	10.836	5.821	6.875	8.615	9.534	8.008	6.589	9.755	7.686	7.653	10.836	6.196	8.463	9.241	7.531	7.83	7.945	7.017	6.983	7.424		
4nbn_protein	4nbn_ligand	7.052	3.288	15.371	3.167	6.68	6.959	8.486	9.517	5.686	2.069	7.867	5.604	5.605	10.406	15.371	1.495	12.202	9.03	6.501	4.274	7.0	6.27		
4nbl_protein	4nbl_ligand	6.758	3.714	16.849	-0.477	6.845	0.335	9.906	6.637	8.48	9.742	8.167	4.777	8.682	5.2	16.849	3.81	5.164	6.395	9.138	3.406	7.917	5.88		
4nkt_protein	4nkt_ligand	3.831	1.833	7.401	4.642	2.31	2.508	1.413	7.401	3.951	2.698	3.54	1.28	4.851	4.69	3.474	1.77	0.364	5.188	5.717	6.065	5.518	4.583		
4ncn_protein	4ncn_ligand	7.838	4.235	18.483	4.914	18.483	6.731	9.662	4.917	15.107	11.474	8.279	6.174	4.981	6.18	3.281	-0.113	11.981	8.62	9.382	10.001	5.563	6.456		
4nku_protein	4nku_ligand	3.723	1.702	6.791	3.495	1.54	1.184	3.262	3.246	2.69	4.636	4.354	3.623	3.889	6.157	2.32	5.119	-0.012	5.556	4.649	6.791	5.046	4.374		
4n9c_protein	4n9c_ligand	4.979	1.738	10.309	4.743	6.118	3.759	5.549	4.686	3.627	4.201	4.877	4.943	6.136	6.196	4.122	6.611	2.684	6.205	3.382	3.432	10.309	2.682		
4nl1_protein	4nl1_ligand	4.14	2.961	11.704	6.276	4.643	2.66	4.89	2.538	-0.189	5.666	1.5	4.713	3.985	4.699	7.042	5.785	6.249	-0.956	5.996	0.288	11.704	0.881		
4nnr_protein	4nnr_ligand	6.471	2.091	9.364	7.372	6.051	7.183	5.871	6.764	4.788	1.933	5.562	7.742	5.102	5.575	7.344	7.968	1.231	7.805	6.443	8.913	8.315	8.091		
4non_protein	4non_ligand	3.514	1.547	5.824	3.837	1.917	2.443	4.612	0.505	3.029	3.84	5.824	4.248	1.939	4.805	1.36	4.062	1.207	4.936	5.099	4.933	5.348	3.725		
4np2_protein	4np2_ligand	5.429	3.998	18.014	4.616	7.719	8.592	6.289	2.95	4.498	6.629	0.762	18.014	3.757	4.097	9.004	7.035	1.568	4.653	2.562	9.187	0.524	1.416		
4np9_protein	4np9_ligand	5.33	3.257	12.033	8.849	7.838	7.853	8.136	4.517	3.293	12.033	0.315	6.293	6.707	3.135	5.748	6.948	-2.03	4.923	0.795	5.807	3.545	7.401		
4np3_protein	4np3_ligand	2.837	2.121	6.454	4.166	0.697	1.77	3.744	6.025	5.815	0.189	1.87	3.687	3.561	2.535	6.454	2.754	-0.608	3.732	5.42	2.011	-0.873	2.199		
4nra_protein	4nra_ligand	2.333	1.479	4.469	-0.235	1.907	1.255	4.469	3.999	3.09	2.431	1.893	2.723	1.601	2.728	1.667	3.948	4.107	1.58	-0.17	0.878	4.146	4.095		
4nuc_protein	4nuc_ligand	5.495	2.262	10.542	3.776	5.666	5.553	3.826	5.505	7.7	4.571	6.481	4.318	5.847	10.542	3.098	9.012	2.786	8.508	3.584	8.012	5.225	2.623		
4nue_protein	4nue_ligand	6.634	2.235	10.247	3.78	6.214	6.009	4.266	8.57	8.468	5.978	7.578	5.241	8.263	9.608	10.247	10.108	4.714	7.711	7.214	7.035	5.641	3.796		
4nxu_protein	4nxu_ligand	6.027	1.727	9.093	7.384	8.157	7.557	6.706	4.239	4.098	5.845	4.351	4.074	6.94	3.698	3.694	8.56	5.348	4.635	5.612	9.093	5.892	7.775		
4nwc_protein	4nwc_ligand	5.783	1.042	7.737	4.827	4.884	5.815	6.355	6.388	5.363	5.896	4.492	5.527	7.117	4.022	5.995	4.114	6.606	4.942	6.879	6.567	5.225	7.737		
4o0b_protein	4o0b_ligand	8.179	0.885	9.98	7.382	8.261	9.07	8.78	9.144	7.532	7.656	7.708	7.499	9.98	8.725	8.321	8.312	9.132	8.218	6.722	7.042	7.95	9.257		
4o0a_protein	4o0a_ligand	9.208	3.755	18.278	10.798	2.427	4.477	11.998	12.674	8.62	13.39	18.278	5.029	6.169	8.667	12.016	8.174	12.178	6.785	8.928	12.424	5.904	7.685		
4nxv_protein	4nxv_ligand	6.037	3.082	12.757	12.757	7.251	5.526	2.417	3.699	5.259	2.486	4.311	3.349	2.933	1.338	5.973	8.474	11.773	5.863	9.309	5.35	8.601	6.239		
4o0x_protein	4o0x_ligand	9.67	1.667	14.478	8.376	8.389	11.137	10.824	9.07	8.495	10.664	8.057	9.962	9.934	9.506	9.04	11.634	7.421	14.478	11.226	9.045	7.852	8.317		
4o0y_protein	4o0y_ligand	6.835	2.211	9.891	7.334	8.039	6.707	6.273	1.085	8.423	4.662	3.816	8.742	3.322	6.669	6.571	9.891	6.926	9.451	8.366	7.212	7.658	9.226		
4o04_protein	4o04_ligand	7.993	1.657	13.078	9.073	7.914	6.152	10.726	7.331	7.648	7.183	8.336	7.013	13.078	7.127	6.667	9.73	8.936	7.507	7.135	6.406	7.105	7.92		
4nvp_protein	4nvp_ligand	5.999	3.356	17.197	5.129	4.986	5.601	0.786	6.274	3.211	3.643	6.279	5.23	17.197	7.848	5.829	6.63	0.745	9.464	5.816	5.54	5.996	7.161		
4o05_protein	4o05_ligand	7.886	1.146	9.696	7.158	9.054	7.03	8.872	7.678	7.835	6.938	8.691	6.605	9.696	8.806	7.855	7.605	8.292	8.967	8.277	4.705	7.749	9.025		
4o2p_protein	4o2p_ligand	6.369	2.441	10.589	10.589	9.245	2.347	4.496	6.934	5.019	5.098	7.38	6.273	8.928	6.402	0.835	7.778	7.291	6.441	9.946	3.888	7.206	4.66		
4o3f_protein	4o3f_ligand	7.086	2.751	14.767	4.441	6.958	7.722	6.908	7.709	5.552	6.063	10.227	8.349	6.867	5.624	14.767	0.316	4.653	8.859	6.651	8.682	8.351	6.484		
4o07_protein	4o07_ligand	9.044	1.484	13.492	8.92	9.775	9.002	9.527	9.667	7.632	9.752	8.504	7.793	13.492	9.183	8.699	8.218	9.39	9.114	8.767	7.107	7.968	11.479		
4o09_protein	4o09_ligand	8.365	1.093	10.783	8.366	8.712	9.05	8.635	9.396	6.954	8.698	6.75	8.188	10.367	8.933	8.543	8.051	8.824	7.04	8.083	7.14	7.908	10.783		
4o6w_protein	4o6w_ligand	8.84	3.129	14.581	11.924	7.584	4.846	10.418	12.876	10.879	2.037	7.714	11.244	5.378	9.549	9.883	4.312	6.602	8.646	10.379	7.696	8.779	14.581		
4o9w_protein	4o9w_ligand	5.517	2.91	9.836	9.413	6.644	-1.564	6.65	6.179	-0.051	3.607	4.127	7.944	7.233	4.343	7.004	2.339	4.03	6.665	9.836	7.774	5.69	7.844		
4o2c_protein	4o2c_ligand	8.939	3.208	18.484	9.266	7.401	11.137	5.859	8.484	12.155	4.468	9.148	10.418	18.484	3.472	8.894	9.893	9.055	5.696	11.333	7.701	9.108	6.712		
4o9v_protein	4o9v_ligand	5.648	1.648	7.637	4.884	2.588	7.576	2.822	2.626	5.821	6.37	4.499	6.419	3.681	5.764	6.396	7.504	7.086	5.898	7.637	5.618	5.559	7.332		
4o61_protein	4o61_ligand	3.965	4.911	17.128	4.157	-1.122	0.307	-1.442	6.236	-0.017	3.896	6.067	15.156	2.894	3.121	8.0	0.132	2.232	17.128	3.677	4.549	-0.147	4.064		
4ko8_protein	4ko8_ligand	7.038	2.061	11.599	7.606	5.403	6.474	3.369	7.396	5.626	7.427	10.769	7.095	8.691	9.648	11.599	6.773	6.154	5.692	7.85	4.821	5.527	8.165		
4oct_protein	4oct_ligand	4.211	2.068	7.335	5.208	7.335	7.258	5.647	2.026	5.594	2.439	2.547	5.158	6.224	2.223	5.834	2.495	4.297	1.722	4.971	4.445	1.865	6.52		
4ocq_protein	4ocq_ligand	4.262	1.385	6.144	3.479	4.907	4.117	4.005	4.535	5.641	2.633	0.899	5.485	5.311	4.531	5.905	6.144	5.776	3.172	4.026	2.508	2.539	5.198		
4o97_protein	4o97_ligand	6.281	1.185	9.059	5.752	6.918	9.059	6.527	3.179	6.685	7.101	5.5	6.275	7.243	6.126	4.314	6.5	6.443	5.799	7.154	6.739	5.564	5.868		
4ogj_protein	4ogj_ligand	4.589	2.411	7.907	7.005	5.544	6.135	3.492	5.478	2.779	5.529	-3.253	4.263	5.705	4.782	3.228	6.518	1.261	7.907	3.939	6.195	4.905	5.825		
4og3_protein	4og3_ligand	6.9	2.545	11.601	6.22	8.799	4.125	8.4	9.557	0.474	5.635	7.035	8.198	11.601	6.941	9.17	7.043	6.999	5.632	9.157	2.17	6.14	7.315		
4og4_protein	4og4_ligand	6.453	2.162	9.939	6.747	4.42	6.299	4.715	7.013	1.722	6.566	3.948	4.837	9.513	6.492	9.939	9.901	7.081	5.224	8.649	3.809	7.064	7.7		
4oiv_protein	4oiv_ligand	8.755	2.241	13.026	8.789	9.946	8.426	4.203	8.625	10.896	8.176	6.266	8.542	13.026	8.83	7.561	10.095	8.19	8.674	10.804	4.456	8.991	7.789		
4oag_protein	4oag_ligand	6.207	2.693	15.236	15.236	6.286	6.777	7.11	5.509	5.542	6.117	4.637	4.896	4.213	4.49	6.664	6.471	3.592	4.808	4.784	3.477	10.727	7.82		
4omj_protein	4omj_ligand	9.816	1.482	14.019	11.21	8.872	10.146	7.919	8.646	10.625	10.239	9.739	8.324	10.015	9.583	9.141	7.385	9.806	9.731	10.855	11.627	8.335	14.019		
4omk_protein	4omk_ligand	9.239	1.865	13.463	10.475	7.235	8.375	5.668	8.478	9.722	9.592	11.092	6.917	10.675	9.567	8.861	6.187	9.199	9.534	9.589	11.701	8.347	13.463		
4or4_protein	4or4_ligand	6.137	1.948	10.138	5.324	6.953	10.138	8.306	8.251	5.36	6.147	4.826	5.818	5.063	3.496	3.475	9.447	4.864	4.035	4.056	6.112	7.874	5.335		
4or6_protein	4or6_ligand	7.791	3.181	16.77	6.286	6.704	7.679	7.849	7.495	7.967	8.52	8.701	8.107	11.377	8.107	9.437	7.393	-0.267	3.585	8.95	16.77	8.138	5.199		
4oks_protein	4oks_ligand	5.098	2.878	8.316	7.383	8.316	3.844	6.839	5.077	5.037	7.572	-3.259	0.187	4.666	7.78	7.274	4.979	6.906	6.199	0.722	5.568	6.101	5.425		
4omc_protein	4omc_ligand	9.133	4.584	18.484	4.862	11.411	14.169	7.279	1.521	9.258	5.95	12.662	5.773	11.3	8.509	11.17	8.5	8.785	8.613	0.255	16.871	5.607	11.684		
4p3h_protein	4p3h_ligand	6.008	3.207	13.073	13.073	7.073	1.657	10.077	7.452	0.602	4.793	8.59	9.646	2.605	5.3	5.174	7.166	6.47	7.851	5.128	7.081	5.824	4.419		
4ozj_protein	4ozj_ligand	5.295	1.47	8.17	4.733	5.168	7.024	7.74	4.673	5.233	6.128	7.078	4.819	3.884	4.189	5.979	6.308	5.06	5.507	8.17	3.08	3.259	3.085		
4p5z_protein	4p5z_ligand	7.751	3.824	18.201	18.201	7.248	8.495	8.841	5.913	6.026	8.118	9.211	7.744	7.069	4.687	3.275	5.312	9.052	5.958	5.875	4.819	6.029	5.534		
4owm_protein	4owm_ligand	5.175	2.328	11.347	3.297	4.62	5.218	3.739	7.568	5.522	3.372	5.053	7.274	5.244	2.809	5.029	3.833	4.261	5.255	0.3	8.261	11.347	7.026		
4ovf_protein	4ovf_ligand	4.221	2.695	11.201	11.201	3.829	1.673	1.244	2.386	3.138	5.081	1.136	4.885	3.637	6.659	-0.04	4.794	6.532	2.903	2.496	5.319	8.953	4.091		
4ovg_protein	4ovg_ligand	3.656	1.892	7.935	5.193	1.366	3.467	5.534	3.537	2.251	5.248	1.587	4.714	4.968	3.702	1.779	4.356	4.178	3.491	-0.645	7.935	1.869	4.176		
4p5d_protein	4p5d_ligand	5.793	2.411	10.339	5.327	4.99	4.642	3.975	4.273	4.892	8.347	7.595	6.927	10.339	9.465	4.895	2.208	0.231	5.502	8.538	5.204	5.429	7.725		
4owv_protein	4owv_ligand	3.724	1.773	6.294	4.485	5.522	6.294	6.162	1.661	2.653	2.98	2.238	3.85	2.83	4.78	5.637	2.982	5.357	0.231	5.237	1.823	2.093	2.164		
4ovh_protein	4ovh_ligand	4.95	3.399	13.131	1.305	5.531	7.436	1.841	3.856	-0.764	6.217	2.872	4.538	9.232	9.324	1.245	7.069	1.518	3.893	5.259	13.131	2.263	5.677		
4m6u_protein	4m6u_ligand	2.852	3.618	11.363	5.042	0.607	1.402	7.645	0.79	9.287	1.507	0.453	2.21	2.57	-1.985	6.699	-0.13	1.812	-1.12	0.191	0.035	5.802	11.363		
4p6w_protein	4p6w_ligand	9.414	1.511	12.468	9.054	7.946	12.468	8.062	9.148	8.331	8.346	12.187	9.644	11.454	9.139	8.705	7.627	11.238	8.352	8.247	11.382	9.476	7.936		
4p6c_protein	4p6c_ligand	4.337	1.968	7.541	4.146	1.295	4.646	3.834	6.397	4.605	7.541	4.271	4.966	3.169	3.369	6.121	7.155	2.394	2.181	5.571	2.004	0.794	5.404		
4p6x_protein	4p6x_ligand	7.292	0.99	9.066	7.0	7.39	6.838	8.827	8.55	6.474	7.155	7.67	7.846	7.337	8.199	6.952	6.592	6.587	6.466	9.066	7.571	7.667	7.047		
4p58_protein	4p58_ligand	1.333	3.054	7.872	2.414	4.388	-0.054	7.872	-2.048	-1.149	-0.813	0.061	6.939	0.249	-0.355	1.289	-2.0	-2.667	5.066	1.165	5.345	-0.839	0.423		
4pcs_protein	4pcs_ligand	5.839	2.637	14.777	4.605	5.895	7.302	1.79	14.777	6.001	4.934	5.054	6.484	3.397	7.077	6.689	4.507	3.832	6.852	6.54	2.821	4.175	7.175		
4poh_protein	4poh_ligand	7.664	1.131	9.652	8.771	5.781	6.121	9.652	8.431	7.619	7.603	7.273	8.318	6.383	8.726	5.382	8.892	7.94	8.051	7.306	6.54	7.805	8.322		
4pin_protein	4pin_ligand	6.388	2.385	13.318	4.524	5.267	6.22	2.976	7.216	5.248	2.349	5.009	7.681	13.318	7.626	8.663	5.26	5.579	6.1	7.067	7.943	8.201	4.012		
4phu_protein	4phu_ligand	7.268	1.449	9.326	7.965	8.637	5.969	7.974	8.759	5.775	5.328	5.233	8.121	5.327	6.261	8.845	5.11	8.254	6.638	7.679	9.326	8.104	9.188		
4pmm_protein	4pmm_ligand	8.363	1.827	10.889	9.088	8.061	8.392	10.175	10.349	8.391	8.362	6.249	9.335	10.889	8.079	10.059	10.192	3.392	9.027	9.483	7.019	8.111	5.705		
4pee_protein	4pee_ligand	5.979	1.822	11.416	4.518	5.661	8.406	5.679	11.416	5.213	5.004	4.578	5.234	4.913	4.644	5.456	4.223	4.936	7.29	7.885	4.845	4.653	8.147		
4poj_protein	4poj_ligand	7.51	1.703	9.891	9.568	3.358	4.808	9.891	8.294	7.274	7.552	7.124	8.186	5.152	8.718	6.701	9.661	8.128	7.631	7.147	6.097	7.146	8.307		
4pfu_protein	4pfu_ligand	4.077	1.743	7.209	2.982	3.668	5.068	1.701	1.515	5.239	5.083	4.552	6.213	7.209	4.958	2.174	1.516	0.933	5.118	3.872	5.744	5.125	4.636		
4pft_protein	4pft_ligand	4.922	1.334	6.757	2.419	6.727	3.111	3.729	2.905	5.664	5.82	4.5	5.485	5.842	4.891	5.438	6.163	5.476	4.719	2.461	5.861	5.528	4.941		
4oma_protein	4oma_ligand	6.2	2.604	10.517	0.023	8.517	1.281	5.226	5.65	5.089	6.651	10.517	9.68	6.439	7.456	3.867	9.533	8.632	5.598	4.695	5.559	6.535	6.187		
4pg9_protein	4pg9_ligand	10.292	4.026	18.484	9.214	6.102	11.549	8.113	9.484	6.421	4.809	16.417	11.977	18.484	9.316	13.901	7.838	8.524	14.9	8.213	5.683	10.005	7.424		
4pop_protein	4pop_ligand	6.201	2.8	11.143	11.143	2.702	10.089	5.582	5.9	3.829	7.275	7.673	7.899	0.144	3.259	6.215	8.126	1.625	5.967	7.437	6.511	8.008	5.4		
4pnu_protein	4pnu_ligand	5.317	3.14	12.601	5.392	7.453	1.131	0.653	6.329	-0.707	7.473	5.391	4.911	7.968	4.995	2.31	7.827	5.431	3.779	8.029	1.864	6.964	12.601		
4pf5_protein	4pf5_ligand	2.931	1.398	4.772	2.755	3.092	4.656	-0.073	1.741	4.33	0.859	4.157	2.505	4.772	4.044	0.58	1.69	3.006	2.188	3.091	3.958	4.121	3.865		
4pp5_protein	4pp5_ligand	7.319	1.238	9.764	8.508	4.598	6.696	8.783	7.73	6.834	8.087	7.914	8.27	8.009	8.21	6.364	9.764	6.138	6.22	5.204	6.973	7.52	7.534		
4pox_protein	4pox_ligand	5.655	3.328	13.874	3.691	13.874	2.979	4.269	6.797	5.244	6.113	4.549	5.184	7.231	8.262	10.095	7.468	6.564	-3.261	4.582	2.409	5.497	4.68		
4psb_protein	4psb_ligand	6.129	1.421	9.343	5.315	6.567	7.066	7.831	4.641	5.405	8.352	6.502	6.385	3.587	6.002	5.815	7.001	7.07	5.141	5.252	6.333	9.343	4.733		
4pp3_protein	4pp3_ligand	8.046	1.034	10.341	9.473	5.778	6.735	8.554	8.014	6.729	8.598	8.685	8.631	8.681	8.269	8.144	10.341	7.265	7.63	6.865	7.766	7.951	8.183		
4pb2_protein	4pb2_ligand	3.238	1.686	5.489	3.242	5.001	5.489	2.566	4.229	3.335	5.306	3.765	5.45	2.565	4.266	2.051	1.721	1.736	1.971	0.426	3.979	-0.635	3.515		
4pow_protein	4pow_ligand	6.656	1.438	9.9	5.56	6.814	5.783	7.29	8.448	5.033	5.956	7.073	4.945	7.209	8.854	7.281	9.9	8.004	5.243	6.701	5.307	5.323	4.854		
4pp0_protein	4pp0_ligand	6.009	1.906	10.798	6.453	6.187	5.932	5.067	7.096	4.653	6.091	4.495	4.196	7.208	7.865	6.371	9.464	10.798	5.336	4.997	3.389	4.502	3.178		
4q0k_protein	4q0k_ligand	6.31	1.097	8.514	6.805	5.504	5.859	7.446	6.265	5.933	7.344	6.349	6.691	4.644	7.085	6.211	8.061	8.514	4.975	6.128	6.438	6.692	4.907		
4q1w_protein	4q1w_ligand	9.592	1.265	12.213	10.518	8.32	11.323	8.986	8.812	9.144	8.714	8.539	7.672	9.812	7.288	9.623	9.003	9.897	12.213	11.253	10.362	11.012	9.401		
4q1x_protein	4q1x_ligand	10.31	1.684	13.581	9.625	9.174	11.84	8.954	10.022	12.181	8.69	9.783	8.757	11.123	8.382	13.581	9.452	12.569	12.933	11.564	10.148	10.739	9.273		
4q1y_protein	4q1y_ligand	9.732	0.91	11.135	10.055	9.804	10.073	10.429	9.588	7.847	8.474	9.333	8.093	11.03	9.117	9.256	10.004	10.786	9.142	11.135	10.286	10.619	9.517		
4pvy_protein	4pvy_ligand	6.923	1.619	9.758	7.648	7.411	5.673	4.895	4.43	9.758	7.64	8.757	6.285	4.933	9.041	8.821	6.653	9.597	6.083	6.27	6.403	6.213	5.013		
4pvx_protein	4pvx_ligand	5.635	2.077	10.106	4.585	6.628	2.664	4.466	4.886	10.106	6.499	7.772	4.509	5.727	6.964	9.07	4.138	2.564	2.018	6.262	6.55	5.536	4.682		
4pzv_protein	4pzv_ligand	7.317	2.789	12.783	4.941	8.315	11.431	5.263	10.04	12.783	4.84	7.202	5.434	4.083	12.034	5.962	3.378	6.95	5.032	9.375	10.373	5.566	6.494		
4q46_protein	4q46_ligand	6.654	2.195	10.55	7.245	4.428	4.725	7.367	7.488	7.952	2.52	8.725	8.873	8.267	4.397	3.716	8.835	3.807	5.944	4.661	10.55	8.112	7.623		
4qb3_protein	4qb3_ligand	4.553	1.892	6.558	4.717	5.557	-0.071	2.166	6.509	6.217	5.794	5.359	6.558	5.118	5.445	1.419	5.182	5.583	4.499	6.009	2.224	5.543	5.108		
4q9o_protein	4q9o_ligand	8.274	1.232	10.791	7.376	8.599	9.412	9.297	8.144	10.042	7.951	9.665	7.907	7.765	8.55	6.963	10.791	9.268	5.824	6.705	8.73	7.247	8.01		
4q19_protein	4q19_ligand	7.633	2.397	13.673	7.176	8.151	5.508	4.001	6.424	3.567	9.165	4.714	6.232	9.115	5.563	8.97	7.683	7.976	13.673	9.676	9.554	10.337	7.847		
4qem_protein	4qem_ligand	4.434	1.464	7.294	5.666	1.259	6.199	4.116	3.811	4.135	4.84	2.388	4.669	7.294	2.91	5.361	5.983	5.771	3.629	5.057	2.9	4.447	5.083		
4qd6_protein	4qd6_ligand	4.916	2.422	8.331	1.39	8.331	6.101	7.419	6.596	6.856	1.55	6.885	4.261	7.33	1.838	0.584	5.323	5.462	6.134	6.421	0.886	6.303	4.701		
4qer_protein	4qer_ligand	5.307	1.633	8.607	6.112	4.749	2.418	3.316	4.164	4.906	4.859	3.317	4.736	8.117	3.175	8.607	5.214	5.918	5.225	4.984	6.186	7.357	6.007		
4o2b_protein	4o2b_ligand	7.265	1.306	10.05	7.537	8.047	6.126	7.425	6.743	6.907	7.408	7.686	8.835	3.291	7.626	6.847	8.215	6.769	6.319	7.559	7.698	7.855	10.05		
4q93_protein	4q93_ligand	6.236	2.605	10.271	6.8	2.937	3.065	7.913	6.907	5.717	8.141	8.169	6.104	3.299	4.067	7.884	1.988	2.104	9.801	9.139	10.271	5.248	6.245		
4qdk_protein	4qdk_ligand	6.525	2.759	16.702	6.903	5.043	5.257	8.254	4.535	5.317	6.145	7.125	5.792	3.497	4.857	7.515	4.454	8.83	6.605	7.151	16.702	5.388	6.443		
4qev_protein	4qev_ligand	4.76	2.996	13.105	13.105	5.594	0.764	1.537	7.335	3.09	4.725	3.176	5.84	6.345	5.634	0.92	7.16	0.14	5.418	7.195	1.822	4.961	5.518		
4qf7_protein	4qf7_ligand	1.758	1.982	7.256	-0.14	3.445	0.709	-0.09	0.202	2.692	0.2	-0.193	7.256	0.773	0.193	2.232	-0.046	1.608	1.411	1.702	3.148	2.12	5.552		
4qew_protein	4qew_ligand	5.368	2.874	12.302	12.302	5.747	2.719	2.354	7.686	5.058	6.688	2.821	6.672	7.811	5.676	0.238	7.555	0.515	5.514	7.683	2.544	7.017	5.808		
4qf8_protein	4qf8_ligand	5.476	4.23	15.109	-0.408	15.109	6.651	3.455	2.57	4.0	11.994	11.942	6.657	10.557	4.258	6.317	6.462	0.992	4.188	-1.165	1.904	5.356	4.896		
4q3t_protein	4q3t_ligand	3.336	1.84	6.878	4.241	0.965	5.466	3.702	1.388	1.74	4.446	2.859	3.936	0.576	-0.797	4.249	4.137	3.99	3.015	2.918	5.072	3.004	4.927		
4q3u_protein	4q3u_ligand	1.452	2.501	5.614	3.733	1.029	3.789	1.144	-1.118	0.621	4.553	-0.481	5.614	2.63	-1.603	3.933	4.538	-1.596	2.787	-0.82	-2.451	-1.684	2.936		
4qgd_protein	4qgd_ligand	4.733	1.462	7.834	5.016	4.091	4.91	5.466	5.639	5.19	4.731	1.52	4.061	7.834	2.813	5.931	3.977	6.0	4.561	4.946	3.25	7.212	3.261		
4qf9_protein	4qf9_ligand	5.27	1.456	7.803	4.644	5.485	2.648	4.574	6.201	5.6	7.476	5.781	5.621	7.803	2.898	2.907	3.732	4.39	6.26	6.04	5.997	6.488	4.466		
4qac_protein	4qac_ligand	8.772	2.045	11.944	9.935	8.994	6.365	11.944	11.162	7.944	8.563	4.652	8.925	11.76	8.343	9.961	10.353	4.937	8.116	9.482	11.155	8.113	7.334		
4qfl_protein	4qfl_ligand	5.246	1.496	7.319	4.299	5.37	3.888	1.507	6.717	5.581	7.319	4.799	4.233	6.406	6.657	6.054	5.906	6.021	3.453	3.161	6.569	5.714	4.377		
4qgi_protein	4qgi_ligand	8.302	1.434	11.381	6.449	9.513	7.242	9.39	7.697	8.162	11.381	9.337	7.853	7.325	8.764	8.372	7.065	7.881	8.555	7.754	9.608	9.981	8.946		
4qfn_protein	4qfn_ligand	5.302	1.256	7.885	4.145	4.373	7.251	6.573	3.514	5.884	7.885	4.479	5.78	6.063	4.158	4.29	4.684	6.932	4.919	3.96	6.699	5.478	4.456		
