Receptor	Ligand	DSAS_Score_pK	buried%	ligand_sasa	protein_sasa	complex_sasa
4cd5_protein	4cd5_ligand	302.066360	62.833094	480.744049	16054.291016	15930.902344
4ceb_protein	4ceb_ligand	436.215729	60.285854	723.578918	15378.136719	15229.284180
4cg9_protein	4cg9_ligand	347.304993	70.956543	489.461548	20683.347656	20478.199219
4cig_protein	4cig_ligand	355.163025	55.966399	634.600464	16099.211914	16023.486328
4cg8_protein	4cg8_ligand	522.529694	64.366677	811.801575	39863.941406	39630.683594
4cgi_protein	4cgi_ligand	353.471649	57.437859	615.398376	15525.773438	15434.228516
4cga_protein	4cga_ligand	361.255280	66.451738	543.635559	39957.734375	39778.859375
4c6u_protein	4c6u_ligand	289.627563	76.390292	379.141846	30856.017578	30655.904297
4cj4_protein	4cj4_ligand	346.830566	63.671951	544.714844	16293.354492	16144.408203
4cjp_protein	4cjp_ligand	331.171814	60.854681	544.201050	16436.017578	16317.875000
4cjq_protein	4cjq_ligand	361.616058	58.527827	617.853210	16234.037109	16128.658203
4cjr_protein	4cjr_ligand	342.294525	56.225185	608.792175	16320.707031	16244.910156
4ck3_protein	4ck3_ligand	338.025635	60.928730	554.788574	16319.088867	16197.826172
4cl6_protein	4cl6_ligand	339.440613	79.618406	426.334351	16132.528320	15879.981445
4clj_protein	4clj_ligand	374.568085	68.071448	550.257263	16127.741211	15928.862305
4cmo_protein	4cmo_ligand	362.013489	65.555986	552.220337	16391.953125	16220.146484
4cp7_protein	4cp7_ligand	721.473236	71.809092	1004.710144	11168.058594	10729.822266
4cpr_protein	4cpr_ligand	691.045502	72.261828	956.307800	11106.197266	10680.414062
4cps_protein	4cps_ligand	640.569305	72.477408	883.819275	11094.166016	10696.846680
4cp5_protein	4cp5_ligand	330.544189	61.445184	537.949707	23052.886719	22929.748047
4cpt_protein	4cpt_ligand	670.738953	73.617564	911.112671	11079.849609	10649.484375
4cpw_protein	4cpw_ligand	645.770111	72.505598	890.648621	11141.179688	10740.288086
4cra_protein	4cra_ligand	435.351898	60.476395	719.870789	12801.416992	12650.583984
4ciw_protein	4ciw_ligand	257.128250	74.222630	346.428375	72962.265625	72794.437500
4cr5_protein	4cr5_ligand	200.988922	70.337015	285.751282	24976.207031	24859.980469
4cr9_protein	4cr9_ligand	207.666183	66.823140	310.769867	25084.685547	24980.123047
4crb_protein	4crb_ligand	460.692688	61.619084	747.646118	12864.029297	12690.290039
4crf_protein	4crf_ligand	443.877625	61.757862	718.738647	12817.822266	12648.805664
4cpy_protein	4cpy_ligand	325.773865	72.839500	447.248901	32705.357422	32501.058594
4css_protein	4css_ligand	274.522339	48.015734	571.734131	8101.729004	8124.418457
4cpz_protein	4cpz_ligand	340.949432	71.827790	474.676208	32868.757812	32661.535156
4csd_protein	4csd_ligand	180.094971	59.881466	300.752441	12858.990234	12799.552734
4cst_protein	4cst_ligand	276.512054	52.334601	528.354187	8206.770508	8182.100586
4crl_protein	4crl_ligand	361.617798	57.706174	626.653564	34378.148438	34281.566406
4cwo_protein	4cwo_ligand	343.724564	74.034177	464.278229	12760.754883	12537.583984
4cwf_protein	4cwf_ligand	256.942810	67.684911	379.616089	23017.052734	22882.783203
4cwn_protein	4cwn_ligand	374.314941	72.594000	515.627930	23161.115234	22928.113281
4cwp_protein	4cwp_ligand	325.409180	69.775170	466.368164	11923.581055	11739.130859
4cwq_protein	4cwq_ligand	362.550446	66.990526	541.196594	11840.944336	11657.040039
4cwr_protein	4cwr_ligand	336.289932	70.840003	474.717560	11982.396484	11784.534180
4cws_protein	4cws_ligand	392.743286	70.022190	560.884033	12037.123047	11812.520508
4cwt_protein	4cwt_ligand	390.404968	70.951809	550.239624	12259.219727	12028.649414
4cu7_protein	4cu7_ligand	190.862396	68.917439	276.943542	38384.457031	38279.675781
4cu8_protein	4cu8_ligand	192.054108	69.236266	277.389465	38600.410156	38493.691406
4d3h_protein	4d3h_ligand	460.371216	64.926546	709.064697	17889.824219	17678.146484
4d1j_protein	4d1j_ligand	185.660309	65.736299	282.431946	25100.953125	25012.064453
4d7b_protein	4d7b_ligand	321.074249	77.224082	415.769592	23318.535156	23092.156250
4czs_protein	4czs_ligand	415.773499	43.043166	965.945435	39021.355469	39155.753906
4d8z_protein	4d8z_ligand	245.053055	62.926348	389.428375	23436.425781	23335.748047
4daf_protein	4daf_ligand	233.537674	65.796635	354.938629	22904.902344	22792.765625
4db7_protein	4db7_ligand	238.859909	65.890419	362.510834	23588.574219	23473.365234
4da5_protein	4da5_ligand	298.575653	63.582891	469.584900	35424.554688	35296.988281
4dcs_protein	4dcs_ligand	296.016876	56.120417	527.467346	23070.488281	23005.921875
4de0_protein	4de0_ligand	265.759048	59.569031	446.136261	11659.396484	11574.014648
4ddh_protein	4ddh_ligand	232.604874	68.847692	337.854279	25973.578125	25846.222656
4ddk_protein	4ddk_ligand	189.570160	70.432370	269.152039	26116.546875	26006.558594
4ddm_protein	4ddm_ligand	171.480057	64.953328	264.005035	25920.501953	25841.546875
4dbm_protein	4dbm_ligand	367.754211	63.812395	576.305298	49478.660156	49319.457031
4de5_protein	4de5_ligand	198.327988	67.422730	294.155975	26003.783203	25901.283203
4der_protein	4der_ligand	325.979919	83.659407	389.651245	21483.708984	21221.400391
4dfg_protein	4dfg_ligand	599.598694	76.487512	783.917114	10630.609375	10215.329102
4des_protein	4des_ligand	302.134918	79.140595	381.769836	19853.808594	19631.308594
4det_protein	4det_ligand	319.160156	78.652118	405.787109	21127.037109	20894.503906
4djo_protein	4djo_ligand	569.932709	74.813860	761.800964	10608.176758	10230.112305
4dew_protein	4dew_ligand	320.072556	78.318948	408.678314	21340.238281	21108.771484
4deu_protein	4deu_ligand	318.285995	78.283769	406.579803	21826.826172	21596.833984
4djp_protein	4djp_ligand	583.205078	76.682627	760.543945	10511.025391	10105.159180
4djq_protein	4djq_ligand	574.141052	75.602300	759.422729	10258.963867	9870.104492
4djr_protein	4djr_ligand	542.263611	74.706742	725.856323	10393.919922	10035.249023
4dju_protein	4dju_ligand	258.857025	61.280231	422.415222	18362.396484	18267.097656
4djv_protein	4djv_ligand	364.152588	63.854857	570.281738	18332.884766	18174.861328
4djw_protein	4djw_ligand	330.961456	62.860085	526.504944	18370.820312	18235.402344
4djx_protein	4djx_ligand	324.671417	64.004091	507.266663	18380.882812	18238.806641
4dko_protein	4dko_ligand	313.342957	60.331412	519.369507	17905.695312	17798.378906
4djy_protein	4djy_ligand	352.399109	62.988895	559.462280	18375.810547	18230.474609
4dkp_protein	4dkp_ligand	307.384369	60.172449	510.839050	17696.925781	17592.996094
4dkq_protein	4dkq_ligand	333.714539	60.576485	550.897827	17725.177734	17608.646484
4dkr_protein	4dkr_ligand	333.543121	59.402953	561.492493	17671.587891	17565.994141
4dst_protein	4dst_ligand	175.533463	47.764521	367.497589	9894.192383	9910.623047
4dsu_protein	4dsu_ligand	145.527306	63.154241	230.431564	9835.700195	9775.077148
4dld_protein	4dld_ligand	315.377655	73.334741	430.052185	26429.826172	26229.123047
4dmw_protein	4dmw_ligand	294.006989	61.921630	474.804993	28128.914062	28015.705078
4duh_protein	4duh_ligand	389.993774	73.442825	531.016846	10690.901367	10441.930664
4do5_protein	4do5_ligand	196.622559	70.617646	278.432617	33453.117188	33338.304688
4dq2_protein	4dq2_ligand	557.129425	75.092630	741.922913	32013.878906	31641.542969
4e4l_protein	4e4l_ligand	354.890839	79.512840	446.331482	15627.730469	15364.280273
4dzy_protein	4dzy_ligand	228.573029	73.936439	309.148010	32631.693359	32483.695312
4e4n_protein	4e4n_ligand	362.497955	69.801620	519.325989	17435.167969	17229.498047
4dy6_protein	4dy6_ligand	501.511292	63.977272	783.889771	47109.250000	46890.117188
4e6q_protein	4e6q_ligand	387.874466	77.597793	499.852448	17077.638672	16801.742188
4e0x_protein	4e0x_ligand	244.664612	70.878532	345.188599	50546.554688	50402.414062
4e5w_protein	4e5w_ligand	425.357910	76.861647	553.407227	31394.464844	31097.156250
4e6d_protein	4e6d_ligand	348.543854	76.670874	454.597473	30907.541016	30665.050781
4e67_protein	4e67_ligand	540.926270	52.342229	1033.441406	11640.367188	11591.956055
4e7r_protein	4e7r_ligand	508.469025	68.532003	741.943909	13249.790039	12974.795898
4e1k_protein	4e1k_ligand	362.595978	63.445871	571.504456	58694.230469	58540.542969
4egk_protein	4egk_ligand	329.499817	72.168067	456.572876	11453.944336	11251.517578
4e70_protein	4e70_ligand	265.002747	78.589912	337.196899	31267.503906	31074.695312
4ef6_protein	4ef6_ligand	218.433640	67.939126	321.513763	25700.929688	25585.576172
4efk_protein	4efk_ligand	221.764740	73.785589	300.552917	26156.810547	26013.833984
4ehz_protein	4ehz_ligand	301.296783	75.300699	400.124817	16744.898438	16542.429688
4ei4_protein	4ei4_ligand	308.497864	75.681125	407.628540	17174.691406	16965.324219
4ej8_protein	4ej8_ligand	135.119720	48.750948	277.163269	10889.468750	10896.392578
4elf_protein	4elf_ligand	555.976685	72.334644	768.617432	10280.847656	9937.511719
4ejl_protein	4ejl_ligand	154.244675	47.219815	326.652435	10702.201172	10720.364258
4elg_protein	4elg_ligand	545.361877	71.436216	763.424927	10089.947266	9762.648438
4eb8_protein	4eb8_ligand	309.444092	75.282394	411.044434	36222.210938	36014.367188
4ek9_protein	4ek9_ligand	343.722839	76.740513	447.902710	19563.066406	19323.523438
4elh_protein	4elh_ligand	516.055908	68.884726	749.158691	10217.829102	9934.875977
4emf_protein	4emf_ligand	304.919327	60.555743	503.534943	12019.474609	11913.170898
4emr_protein	4emr_ligand	351.686279	63.476746	554.039551	11891.576172	11742.243164
4epy_protein	4epy_ligand	287.588318	49.401128	582.149292	9238.535156	9245.507812
4eo6_protein	4eo6_ligand	365.504150	59.909650	610.092285	25523.505859	25402.589844
4en4_protein	4en4_ligand	222.483780	68.302461	325.733185	28104.982422	27985.748047
4eo8_protein	4eo8_ligand	363.096832	59.795526	607.230774	25513.685547	25394.722656
4er1_protein	4er1_ligand	728.363770	68.760187	1059.281250	14325.751953	13928.305664
4erf_protein	4erf_ligand	380.047913	61.663622	616.324341	6055.218262	5911.446777
4eoh_protein	4eoh_ligand	183.110413	62.784190	291.650513	27316.949219	27242.378906
4eor_protein	4eor_ligand	388.911926	70.466076	551.913696	26557.814453	26331.904297
4er2_protein	4er2_ligand	584.140015	62.197301	939.172607	14391.285156	14162.177734
4etz_protein	4etz_ligand	306.908264	42.153198	728.078247	15897.707031	16011.968750
4ew2_protein	4ew2_ligand	394.814850	57.229602	689.878723	11139.200195	11039.449219
4eu0_protein	4eu0_ligand	284.683746	39.242075	725.455383	16033.598633	16189.686523
4euo_protein	4euo_ligand	161.662979	67.436741	239.725372	14300.998047	14217.397461
4ewn_protein	4ewn_ligand	315.717499	65.634211	481.025818	11916.519531	11766.110352
4ezx_protein	4ezx_ligand	534.655396	45.868896	1165.616455	12628.159180	12724.464844
4f1l_protein	4f1l_ligand	266.309723	72.231003	368.691711	10156.873047	9992.945312
4f0c_protein	4f0c_ligand	516.410309	71.014519	727.189758	22707.970703	22402.339844
4f2w_protein	4f2w_ligand	333.612259	75.890716	439.595612	19219.521484	18991.892578
4f3c_protein	4f3c_ligand	381.920593	72.288873	528.325562	18191.136719	17955.621094
4f5y_protein	4f5y_ligand	482.033600	64.587118	746.330872	21936.490234	21718.753906
4f3k_protein	4f3k_ligand	401.655182	72.390198	554.847473	18688.658203	18440.195312
4ezr_protein	4ezr_ligand	652.755371	52.519834	1242.874023	41950.472656	41887.835938
4ezz_protein	4ezz_ligand	654.470581	56.443458	1159.515381	42932.632812	42783.207031
4f6u_protein	4f6u_ligand	525.376251	79.275600	662.721252	34047.832031	33659.800781
4f7v_protein	4f7v_ligand	551.230194	68.819645	800.977966	8712.111328	8410.628906
4f6w_protein	4f6w_ligand	713.647522	73.415060	972.072388	34722.179688	34266.957031
4fcq_protein	4fcq_ligand	325.647614	73.292744	444.310852	11119.940430	10912.956055
4f09_protein	4f09_ligand	294.088562	74.589378	394.276733	16174.380859	15980.480469
4f9y_protein	4f9y_ligand	332.275146	65.837609	504.688965	18234.984375	18075.123047
4fev_protein	4fev_ligand	312.484604	70.690929	442.043427	15416.899414	15233.973633
4fht_protein	4fht_ligand	180.467163	68.349230	264.036865	15874.842773	15777.945312
4flp_protein	4flp_ligand	355.520874	60.116653	591.385010	6997.273926	6877.617188
4ffs_protein	4ffs_ligand	388.294189	73.463865	528.551270	19681.234375	19433.197266
4fl1_protein	4fl1_ligand	364.624481	64.710579	563.469666	14687.821289	14522.041992
4fk6_protein	4fk6_ligand	365.404587	72.963834	500.802338	16516.259766	16286.252930
4fl2_protein	4fl2_ligand	437.621094	75.663647	578.376953	28333.595703	28036.730469
4fsl_protein	4fsl_ligand	519.475555	69.736130	744.915955	18332.611328	18038.576172
4fxp_protein	4fxp_ligand	374.329193	73.105288	512.041199	18902.240234	18665.623047
4fxq_protein	4fxq_ligand	341.049561	63.447911	537.526855	24806.101562	24661.529297
4g0p_protein	4g0p_ligand	227.689896	51.406684	442.918854	8523.690430	8511.229492
4g0q_protein	4g0q_ligand	238.783875	52.150742	457.872437	8487.411133	8467.715820
4fs4_protein	4fs4_ligand	330.084015	64.670338	510.410217	36238.421875	36088.664062
4g0y_protein	4g0y_ligand	240.609650	51.052719	471.296448	8530.908203	8520.985352
4g0z_protein	4g0z_ligand	230.494278	49.962955	461.330353	8513.531250	8513.873047
4g4p_protein	4g4p_ligand	188.593201	68.048472	277.145386	12996.781250	12896.740234
4fzj_protein	4fzj_ligand	137.912735	43.457763	317.348907	25577.871094	25619.394531
4g8v_protein	4g8v_ligand	276.299988	59.854550	461.619019	7317.895020	7226.914062
4g8m_protein	4g8m_ligand	199.697861	68.761251	290.422089	14177.857422	14068.883789
4g8y_protein	4g8y_ligand	273.854980	57.742835	474.266602	7336.698242	7263.254883
4g90_protein	4g90_ligand	275.264099	58.238671	472.648315	7317.988770	7240.108887
4fys_protein	4fys_ligand	565.754669	59.147363	956.517151	38127.160156	37952.167969
4g5f_protein	4g5f_ligand	195.560776	68.253333	286.521942	25584.970703	25480.371094
4g95_protein	4g95_ligand	310.742477	68.061673	456.560150	11046.090820	10881.166016
4ge1_protein	4ge1_ligand	240.318909	78.860976	304.737427	10765.030273	10589.129883
4g8n_protein	4g8n_ligand	209.870377	72.296903	290.289581	25091.457031	24962.005859
4ggz_protein	4ggz_ligand	278.856201	71.413521	390.480957	6339.908203	6172.676758
4gfm_protein	4gfm_ligand	291.364166	73.771686	394.953918	15984.946289	15797.171875
4gah_protein	4gah_ligand	644.921387	55.126685	1169.889648	18553.529297	18433.576172
4gfo_protein	4gfo_ligand	286.215103	71.936018	397.874542	14766.362305	14591.806641
4gg7_protein	4gg7_ligand	410.252502	61.493696	667.145630	15359.663086	15206.303711
4ghi_protein	4ghi_ligand	321.952286	80.215995	401.356720	11712.851562	11470.303711
4gih_protein	4gih_ligand	351.348221	70.117063	501.088043	15367.191406	15165.583008
4gii_protein	4gii_ligand	378.042572	70.565148	535.735535	15538.148438	15317.798828
4gid_protein	4gid_ligand	715.227570	78.805148	907.589905	18128.539062	17605.673828
4gj2_protein	4gj2_ligand	362.671967	71.414883	507.838074	15142.289062	14924.783203
4gj3_protein	4gj3_ligand	377.696503	70.054849	539.143982	15338.908203	15122.659180
4gkm_protein	4gkm_ligand	278.432724	68.722603	405.154510	30916.951172	30765.240234
4gny_protein	4gny_ligand	340.406616	69.941220	486.703857	16880.660156	16686.550781
4gqp_protein	4gqp_ligand	241.396133	76.728300	314.611603	11465.994141	11297.813477
4gq4_protein	4gq4_ligand	318.685303	57.984016	549.608887	22651.292969	22563.531250
4gu9_protein	4gu9_ligand	243.660858	70.517063	345.534607	13792.998047	13651.210938
4gqq_protein	4gqq_ligand	182.706070	48.820782	374.238312	20534.500000	20543.326172
4fp1_protein	4fp1_ligand	188.445076	76.538207	246.210464	94474.585938	94343.906250
4gqr_protein	4gqr_ligand	211.792053	49.383827	428.869263	19287.410156	19292.695312
4gue_protein	4gue_ligand	408.303375	72.569337	562.638977	15213.884766	14959.916992
4gu6_protein	4gu6_ligand	401.757141	68.496386	586.537720	27654.031250	27437.054688
4h3f_protein	4h3f_ligand	452.074249	69.735532	648.269592	18356.671875	18100.792969
4h3g_protein	4h3g_ligand	438.971252	69.335007	633.116333	18532.890625	18288.064453
4h3j_protein	4h3j_ligand	455.244141	73.935151	615.734375	18474.193359	18179.439453
4h7q_protein	4h7q_ligand	196.749298	75.199825	261.635315	32445.546875	32313.683594
4h42_protein	4h42_ligand	231.116684	62.078116	372.299774	12557.856445	12467.922852
4h75_protein	4h75_ligand	602.184265	44.053647	1366.933960	12286.859375	12449.424805
4gzp_protein	4gzp_ligand	317.839279	70.496499	450.858246	53251.632812	53066.812500
4gzt_protein	4gzt_ligand	303.604736	67.755548	448.088379	53334.187500	53175.066406
4gzw_protein	4gzw_ligand	350.433563	42.108351	832.218689	54495.515625	54626.867188
4hbm_protein	4hbm_ligand	403.481659	69.000718	584.749939	6634.770996	6412.557617
4gzx_protein	4gzx_ligand	317.278198	51.087822	621.044678	53841.066406	53827.554688
4h81_protein	4h81_ligand	226.819077	74.190302	305.726044	31868.808594	31720.896484
4hdb_protein	4hdb_ligand	562.532990	75.598203	744.108948	10565.473633	10184.516602
4ha5_protein	4ha5_ligand	307.303864	63.226126	486.039368	18570.345703	18441.777344
4hdf_protein	4hdf_ligand	548.004974	74.127391	739.274597	10676.783203	10320.047852
4hdp_protein	4hdp_ligand	564.691559	76.366276	739.451477	10637.424805	10247.493164
4h85_protein	4h85_ligand	205.178253	74.673634	274.766663	32437.654297	32302.064453
4heg_protein	4heg_ligand	557.638397	75.353613	740.028748	10156.455078	9781.207031
4hla_protein	4hla_ligand	528.818726	78.260324	675.717529	10448.078125	10066.158203
4hfp_protein	4hfp_ligand	469.550812	71.640037	655.430725	14650.160156	14366.489258
4hge_protein	4hge_ligand	381.022186	78.598397	484.770935	16022.938477	15745.665039
4hp0_protein	4hp0_ligand	483.914429	52.032266	930.027588	6976.281738	6938.480469
4hpi_protein	4hpi_ligand	385.267487	54.057714	712.696594	6972.909180	6915.070801
4hw3_protein	4hw3_ligand	394.434204	74.951972	526.249268	8774.760742	8512.141602
4hj2_protein	4hj2_ligand	524.830048	66.162003	793.249939	22032.048828	21775.638672
4hy1_protein	4hy1_ligand	371.257507	62.607345	592.993530	19490.541016	19341.019531
4hzm_protein	4hzm_ligand	237.431747	59.759414	397.312714	14086.971680	14009.420898
4i7j_protein	4i7j_ligand	139.479362	70.630238	197.478256	9794.353516	9712.873047
4hym_protein	4hym_ligand	350.263275	60.652348	577.493347	19609.169922	19486.136719
4i5c_protein	4i5c_ligand	339.094620	75.358648	449.974396	15404.356445	15176.141602
4i7k_protein	4i7k_ligand	161.274651	72.095525	223.695786	9779.589844	9680.736328
4i7l_protein	4i7l_ligand	150.157173	71.967978	208.644424	9744.642578	9652.972656
4i7m_protein	4i7m_ligand	204.168167	73.029680	279.568756	9828.225586	9699.458008
4i7p_protein	4i7p_ligand	145.100540	73.107894	198.474518	10074.559570	9982.833008
4i3z_protein	4i3z_ligand	348.189285	69.651780	499.900055	26013.589844	25817.111328
