Receptor	Ligand	DSX_Score_pK	PCS	tors_score	sas_score	hb_scor
4ibe_protein	4ibe_ligand	-87.171	-0.197	0.000	0.000	0.000	
4ibj_protein	4ibj_ligand	-114.892	-0.188	0.000	0.000	0.000	
4i8x_protein	4i8x_ligand	-50.498	-0.164	0.000	0.000	0.000	
4i8w_protein	4i8w_ligand	-190.236	-0.200	0.000	0.000	0.000	
4ibg_protein	4ibg_ligand	-111.472	-0.205	0.000	0.000	0.000	
4ibk_protein	4ibk_ligand	-101.763	-0.201	0.000	0.000	0.000	
4ibc_protein	4ibc_ligand	-97.738	-0.208	0.000	0.000	0.000	
4ibd_protein	4ibd_ligand	-93.794	-0.208	0.000	0.000	0.000	
4i54_protein	4i54_ligand	-124.609	-0.177	0.000	0.000	0.000	
4ij1_protein	4ij1_ligand	-87.017	-0.168	0.000	0.000	0.000	
4ibb_protein	4ibb_ligand	-94.259	-0.207	0.000	0.000	0.000	
4i9u_protein	4i9u_ligand	-74.251	-0.166	0.000	0.000	0.000	
4i8z_protein	4i8z_ligand	-180.360	-0.196	0.000	0.000	0.000	
4idn_protein	4idn_ligand	-197.411	-0.184	0.000	0.000	0.000	
4ih6_protein	4ih6_ligand	-101.032	-0.225	0.000	0.000	0.000	
4io2_protein	4io2_ligand	-70.305	-0.185	0.000	0.000	0.000	
4ih5_protein	4ih5_ligand	-62.830	-0.165	0.000	0.000	0.000	
4io4_protein	4io4_ligand	-59.648	-0.207	0.000	0.000	0.000	
4ibi_protein	4ibi_ligand	-113.904	-0.197	0.000	0.000	0.000	
4ibf_protein	4ibf_ligand	-82.262	-0.189	0.000	0.000	0.000	
4io5_protein	4io5_ligand	-54.408	-0.215	0.000	0.000	0.000	
4io3_protein	4io3_ligand	-60.045	-0.173	0.000	0.000	0.000	
4ieh_protein	4ieh_ligand	-184.161	-0.178	0.000	0.000	0.000	
4ipj_protein	4ipj_ligand	-40.653	-0.148	0.000	0.000	0.000	
4ipi_protein	4ipi_ligand	-24.781	-0.088	0.000	0.000	0.000	
4io6_protein	4io6_ligand	-74.110	-0.213	0.000	0.000	0.000	
4ido_protein	4ido_ligand	-168.008	-0.191	0.000	0.000	0.000	
4iif_protein	4iif_ligand	-66.556	-0.160	0.000	0.000	0.000	
4ish_protein	4ish_ligand	-157.409	-0.196	0.000	0.000	0.000	
4iic_protein	4iic_ligand	-69.346	-0.197	0.000	0.000	0.000	
4io7_protein	4io7_ligand	-86.996	-0.206	0.000	0.000	0.000	
4iid_protein	4iid_ligand	-63.318	-0.167	0.000	0.000	0.000	
4iva_protein	4iva_ligand	-123.817	-0.223	0.000	0.000	0.000	
4iuo_protein	4iuo_ligand	-77.943	-0.191	0.000	0.000	0.000	
4j93_protein	4j93_ligand	-93.627	-0.201	0.000	0.000	0.000	
4isi_protein	4isi_ligand	-180.360	-0.218	0.000	0.000	0.000	
4jfk_protein	4jfk_ligand	-143.484	-0.172	0.000	0.000	0.000	
4j7e_protein	4j7e_ligand	-83.652	-0.192	0.000	0.000	0.000	
4j7d_protein	4j7d_ligand	-109.312	-0.214	0.000	0.000	0.000	
4ivb_protein	4ivb_ligand	-134.534	-0.231	0.000	0.000	0.000	
4ivc_protein	4ivc_ligand	-137.690	-0.214	0.000	0.000	0.000	
4j28_protein	4j28_ligand	-58.718	-0.137	0.000	0.000	0.000	
4jal_protein	4jal_ligand	-143.276	-0.186	0.000	0.000	0.000	
4isu_protein	4isu_ligand	-73.707	-0.181	0.000	0.000	0.000	
4ivd_protein	4ivd_ligand	-140.759	-0.218	0.000	0.000	0.000	
4jfm_protein	4jfm_ligand	-103.520	-0.195	0.000	0.000	0.000	
4ipn_protein	4ipn_ligand	-87.103	-0.143	0.000	0.000	0.000	
4jfs_protein	4jfs_ligand	-76.740	-0.176	0.000	0.000	0.000	
4jz1_protein	4jz1_ligand	-170.482	-0.183	0.000	0.000	0.000	
4jkw_protein	4jkw_ligand	-41.158	-0.127	0.000	0.000	0.000	
4jxs_protein	4jxs_ligand	-84.367	-0.163	0.000	0.000	0.000	
4jia_protein	4jia_ligand	-119.704	-0.211	0.000	0.000	0.000	
4jyb_protein	4jyb_ligand	-132.573	-0.181	0.000	0.000	0.000	
4jn2_protein	4jn2_ligand	-140.857	-0.169	0.000	0.000	0.000	
4k0y_protein	4k0y_ligand	-116.203	-0.202	0.000	0.000	0.000	
4jzi_protein	4jzi_ligand	-137.586	-0.169	0.000	0.000	0.000	
4jwk_protein	4jwk_ligand	-55.641	-0.142	0.000	0.000	0.000	
4jym_protein	4jym_ligand	-59.488	-0.192	0.000	0.000	0.000	
4jx9_protein	4jx9_ligand	-59.750	-0.188	0.000	0.000	0.000	
4jyt_protein	4jyt_ligand	-148.671	-0.175	0.000	0.000	0.000	
4jyc_protein	4jyc_ligand	-121.481	-0.188	0.000	0.000	0.000	
4k6i_protein	4k6i_ligand	-154.354	-0.224	0.000	0.000	0.000	
4k3h_protein	4k3h_ligand	-149.440	-0.201	0.000	0.000	0.000	
4k4j_protein	4k4j_ligand	-139.754	-0.227	0.000	0.000	0.000	
4jh0_protein	4jh0_ligand	-74.165	-0.145	0.000	0.000	0.000	
4k55_protein	4k55_ligand	-23.158	-0.072	0.000	0.000	0.000	
4k7n_protein	4k7n_ligand	-42.549	-0.188	0.000	0.000	0.000	
4k18_protein	4k18_ligand	-119.470	-0.182	0.000	0.000	0.000	
4k9y_protein	4k9y_ligand	-192.361	-0.206	0.000	0.000	0.000	
4k77_protein	4k77_ligand	-103.267	-0.218	0.000	0.000	0.000	
4k7i_protein	4k7i_ligand	-35.765	-0.182	0.000	0.000	0.000	
4kfq_protein	4kfq_ligand	-71.260	-0.176	0.000	0.000	0.000	
4kcx_protein	4kcx_ligand	-96.225	-0.224	0.000	0.000	0.000	
4kax_protein	4kax_ligand	-168.185	-0.188	0.000	0.000	0.000	
4kb9_protein	4kb9_ligand	-204.064	-0.208	0.000	0.000	0.000	
4kao_protein	4kao_ligand	-161.983	-0.205	0.000	0.000	0.000	
4km0_protein	4km0_ligand	-76.665	-0.186	0.000	0.000	0.000	
4kmz_protein	4kmz_ligand	-156.560	-0.159	0.000	0.000	0.000	
4km2_protein	4km2_ligand	-82.699	-0.180	0.000	0.000	0.000	
4kqp_protein	4kqp_ligand	-83.772	-0.214	0.000	0.000	0.000	
4kn0_protein	4kn0_ligand	-137.127	-0.155	0.000	0.000	0.000	
4kxn_protein	4kxn_ligand	-133.379	-0.173	0.000	0.000	0.000	
4kn1_protein	4kn1_ligand	-133.240	-0.155	0.000	0.000	0.000	
4kow_protein	4kow_ligand	-131.502	-0.198	0.000	0.000	0.000	
4ksy_protein	4ksy_ligand	-166.950	-0.147	0.000	0.000	0.000	
4kz3_protein	4kz3_ligand	-48.048	-0.178	0.000	0.000	0.000	
4kz4_protein	4kz4_ligand	-57.694	-0.140	0.000	0.000	0.000	
4l50_protein	4l50_ligand	-77.231	-0.139	0.000	0.000	0.000	
4lar_protein	4lar_ligand	-63.263	-0.181	0.000	0.000	0.000	
4kz7_protein	4kz7_ligand	-49.821	-0.181	0.000	0.000	0.000	
4l51_protein	4l51_ligand	-87.638	-0.181	0.000	0.000	0.000	
4lhv_protein	4lhv_ligand	-141.732	-0.200	0.000	0.000	0.000	
4l9i_protein	4l9i_ligand	-103.154	-0.202	0.000	0.000	0.000	
4ks1_protein	4ks1_ligand	-88.494	-0.183	0.000	0.000	0.000	
4lj5_protein	4lj5_ligand	-105.595	-0.168	0.000	0.000	0.000	
4lj8_protein	4lj8_ligand	-108.410	-0.165	0.000	0.000	0.000	
4l4z_protein	4l4z_ligand	-61.999	-0.140	0.000	0.000	0.000	
4kwf_protein	4kwf_ligand	-85.519	-0.160	0.000	0.000	0.000	
4ljh_protein	4ljh_ligand	-88.252	-0.206	0.000	0.000	0.000	
4kz6_protein	4kz6_ligand	-63.574	-0.202	0.000	0.000	0.000	
4ll3_protein	4ll3_ligand	-185.415	-0.199	0.000	0.000	0.000	
4lov_protein	4lov_ligand	-87.302	-0.197	0.000	0.000	0.000	
4loo_protein	4loo_ligand	-123.951	-0.212	0.000	0.000	0.000	
4lvt_protein	4lvt_ligand	-222.489	-0.189	0.000	0.000	0.000	
4ko8_protein	4ko8_ligand	-162.319	-0.188	0.000	0.000	0.000	
4luz_protein	4luz_ligand	-98.919	-0.164	0.000	0.000	0.000	
4lk7_protein	4lk7_ligand	-91.221	-0.205	0.000	0.000	0.000	
4ks4_protein	4ks4_ligand	-85.498	-0.138	0.000	0.000	0.000	
4kiu_protein	4kiu_ligand	-105.604	-0.138	0.000	0.000	0.000	
4loi_protein	4loi_ligand	-190.820	-0.169	0.000	0.000	0.000	
4lzr_protein	4lzr_ligand	-83.545	-0.198	0.000	0.000	0.000	
4lkk_protein	4lkk_ligand	-77.947	-0.165	0.000	0.000	0.000	
4lxd_protein	4lxd_ligand	-153.703	-0.185	0.000	0.000	0.000	
4ly9_protein	4ly9_ligand	-193.417	-0.207	0.000	0.000	0.000	
4lyw_protein	4lyw_ligand	-89.832	-0.202	0.000	0.000	0.000	
4m0y_protein	4m0y_ligand	-86.073	-0.177	0.000	0.000	0.000	
4lzs_protein	4lzs_ligand	-66.463	-0.195	0.000	0.000	0.000	
4l4v_protein	4l4v_ligand	-123.279	-0.174	0.000	0.000	0.000	
4m8x_protein	4m8x_ligand	-191.995	-0.182	0.000	0.000	0.000	
4m7j_protein	4m7j_ligand	-120.536	-0.175	0.000	0.000	0.000	
4m8h_protein	4m8h_ligand	-144.435	-0.227	0.000	0.000	0.000	
4loh_protein	4loh_ligand	-182.261	-0.161	0.000	0.000	0.000	
4m8e_protein	4m8e_ligand	-137.899	-0.215	0.000	0.000	0.000	
4m0e_protein	4m0e_ligand	-99.815	-0.180	0.000	0.000	0.000	
4kwg_protein	4kwg_ligand	-43.206	-0.108	0.000	0.000	0.000	
4m0r_protein	4m0r_ligand	-118.237	-0.173	0.000	0.000	0.000	
4m14_protein	4m14_ligand	-95.738	-0.194	0.000	0.000	0.000	
4lko_protein	4lko_ligand	-74.896	-0.160	0.000	0.000	0.000	
4loy_protein	4loy_ligand	-159.260	-0.190	0.000	0.000	0.000	
4lhm_protein	4lhm_ligand	-71.394	-0.168	0.000	0.000	0.000	
4mc6_protein	4mc6_ligand	-186.689	-0.214	0.000	0.000	0.000	
4mc2_protein	4mc2_ligand	-209.492	-0.229	0.000	0.000	0.000	
4mc1_protein	4mc1_ligand	-202.768	-0.217	0.000	0.000	0.000	
4m13_protein	4m13_ligand	-163.244	-0.185	0.000	0.000	0.000	
4mmp_protein	4mmp_ligand	-83.185	-0.162	0.000	0.000	0.000	
4mme_protein	4mme_ligand	-112.244	-0.183	0.000	0.000	0.000	
4mnp_protein	4mnp_ligand	-72.980	-0.150	0.000	0.000	0.000	
4m12_protein	4m12_ligand	-155.584	-0.185	0.000	0.000	0.000	
4mr3_protein	4mr3_ligand	-72.109	-0.188	0.000	0.000	0.000	
4mjp_protein	4mjp_ligand	-92.609	-0.221	0.000	0.000	0.000	
4m8y_protein	4m8y_ligand	-208.636	-0.199	0.000	0.000	0.000	
4mr6_protein	4mr6_ligand	-97.186	-0.213	0.000	0.000	0.000	
4mgd_protein	4mgd_ligand	-92.967	-0.195	0.000	0.000	0.000	
4mo4_protein	4mo4_ligand	-98.161	-0.166	0.000	0.000	0.000	
4mhz_protein	4mhz_ligand	-91.469	-0.178	0.000	0.000	0.000	
4mc9_protein	4mc9_ligand	-202.492	-0.219	0.000	0.000	0.000	
4m6u_protein	4m6u_ligand	-17.044	-0.067	0.000	0.000	0.000	
4mpn_protein	4mpn_ligand	-84.098	-0.167	0.000	0.000	0.000	
4mss_protein	4mss_ligand	-64.960	-0.174	0.000	0.000	0.000	
4n5d_protein	4n5d_ligand	-47.999	-0.154	0.000	0.000	0.000	
4mn3_protein	4mn3_ligand	-245.900	-0.232	0.000	0.000	0.000	
4mdn_protein	4mdn_ligand	-133.031	-0.199	0.000	0.000	0.000	
4myd_protein	4myd_ligand	-75.580	-0.151	0.000	0.000	0.000	
4mre_protein	4mre_ligand	-40.700	-0.162	0.000	0.000	0.000	
4mmm_protein	4mmm_ligand	-39.249	-0.162	0.000	0.000	0.000	
4mq6_protein	4mq6_ligand	-131.654	-0.170	0.000	0.000	0.000	
4n6g_protein	4n6g_ligand	-42.062	-0.159	0.000	0.000	0.000	
4n6z_protein	4n6z_ligand	-112.296	-0.202	0.000	0.000	0.000	
4n7u_protein	4n7u_ligand	-18.873	-0.123	0.000	0.000	0.000	
4n7m_protein	4n7m_ligand	-67.854	-0.155	0.000	0.000	0.000	
4muf_protein	4muf_ligand	-145.845	-0.179	0.000	0.000	0.000	
4n9a_protein	4n9a_ligand	-56.768	-0.206	0.000	0.000	0.000	
4nh7_protein	4nh7_ligand	-144.816	-0.199	0.000	0.000	0.000	
4ndu_protein	4ndu_ligand	-58.191	-0.163	0.000	0.000	0.000	
4nbn_protein	4nbn_ligand	-143.730	-0.179	0.000	0.000	0.000	
4non_protein	4non_ligand	-103.853	-0.184	0.000	0.000	0.000	
4nku_protein	4nku_ligand	-92.171	-0.170	0.000	0.000	0.000	
4nnr_protein	4nnr_ligand	-149.073	-0.222	0.000	0.000	0.000	
4nh8_protein	4nh8_ligand	-134.863	-0.194	0.000	0.000	0.000	
4mrg_protein	4mrg_ligand	-58.936	-0.210	0.000	0.000	0.000	
4ncn_protein	4ncn_ligand	-181.312	-0.172	0.000	0.000	0.000	
4muv_protein	4muv_ligand	-142.722	-0.201	0.000	0.000	0.000	
4n9c_protein	4n9c_ligand	-57.289	-0.165	0.000	0.000	0.000	
4n8q_protein	4n8q_ligand	-46.407	-0.139	0.000	0.000	0.000	
4np9_protein	4np9_ligand	-40.063	-0.115	0.000	0.000	0.000	
4nbl_protein	4nbl_ligand	-116.009	-0.178	0.000	0.000	0.000	
4na9_protein	4na9_ligand	-169.540	-0.210	0.000	0.000	0.000	
4nl1_protein	4nl1_ligand	-54.556	-0.182	0.000	0.000	0.000	
4np3_protein	4np3_ligand	-71.085	-0.192	0.000	0.000	0.000	
4nkt_protein	4nkt_ligand	-74.589	-0.135	0.000	0.000	0.000	
4mul_protein	4mul_ligand	-144.946	-0.174	0.000	0.000	0.000	
4nxu_protein	4nxu_ligand	-88.554	-0.175	0.000	0.000	0.000	
4nwc_protein	4nwc_ligand	-103.802	-0.185	0.000	0.000	0.000	
4nbk_protein	4nbk_ligand	-99.264	-0.179	0.000	0.000	0.000	
4o0b_protein	4o0b_ligand	-152.954	-0.215	0.000	0.000	0.000	
4np2_protein	4np2_ligand	-64.835	-0.198	0.000	0.000	0.000	
4o2p_protein	4o2p_ligand	-133.344	-0.189	0.000	0.000	0.000	
4o0a_protein	4o0a_ligand	-104.419	-0.178	0.000	0.000	0.000	
4nuc_protein	4nuc_ligand	-80.463	-0.182	0.000	0.000	0.000	
4nue_protein	4nue_ligand	-90.869	-0.194	0.000	0.000	0.000	
4nvp_protein	4nvp_ligand	-139.668	-0.201	0.000	0.000	0.000	
4o0x_protein	4o0x_ligand	-139.441	-0.200	0.000	0.000	0.000	
4o07_protein	4o07_ligand	-159.205	-0.213	0.000	0.000	0.000	
4o6w_protein	4o6w_ligand	-200.710	-0.206	0.000	0.000	0.000	
4o05_protein	4o05_ligand	-155.216	-0.210	0.000	0.000	0.000	
4o61_protein	4o61_ligand	-18.934	-0.059	0.000	0.000	0.000	
4o3f_protein	4o3f_ligand	-120.122	-0.189	0.000	0.000	0.000	
4o09_protein	4o09_ligand	-142.118	-0.206	0.000	0.000	0.000	
4nra_protein	4nra_ligand	-64.611	-0.235	0.000	0.000	0.000	
4oct_protein	4oct_ligand	-19.569	-0.073	0.000	0.000	0.000	
4ogj_protein	4ogj_ligand	-84.744	-0.189	0.000	0.000	0.000	
4og3_protein	4og3_ligand	-104.750	-0.184	0.000	0.000	0.000	
4oag_protein	4oag_ligand	-86.801	-0.157	0.000	0.000	0.000	
4o97_protein	4o97_ligand	-131.618	-0.183	0.000	0.000	0.000	
4oiv_protein	4oiv_ligand	-151.188	-0.203	0.000	0.000	0.000	
4ocq_protein	4ocq_ligand	-72.631	-0.175	0.000	0.000	0.000	
4o2c_protein	4o2c_ligand	-223.349	-0.183	0.000	0.000	0.000	
4og4_protein	4og4_ligand	-109.707	-0.193	0.000	0.000	0.000	
4o2b_protein	4o2b_ligand	-165.470	-0.222	0.000	0.000	0.000	
4oks_protein	4oks_ligand	-95.258	-0.162	0.000	0.000	0.000	
4o9w_protein	4o9w_ligand	-130.065	-0.216	0.000	0.000	0.000	
4o9v_protein	4o9v_ligand	-153.558	-0.185	0.000	0.000	0.000	
4o0y_protein	4o0y_ligand	-122.819	-0.186	0.000	0.000	0.000	
4o04_protein	4o04_ligand	-124.377	-0.211	0.000	0.000	0.000	
4omc_protein	4omc_ligand	-213.573	-0.192	0.000	0.000	0.000	
4omj_protein	4omj_ligand	-183.811	-0.224	0.000	0.000	0.000	
4nxv_protein	4nxv_ligand	-84.710	-0.168	0.000	0.000	0.000	
4ovg_protein	4ovg_ligand	-73.973	-0.206	0.000	0.000	0.000	
4p3h_protein	4p3h_ligand	-77.375	-0.226	0.000	0.000	0.000	
4omk_protein	4omk_ligand	-180.522	-0.226	0.000	0.000	0.000	
4p5d_protein	4p5d_ligand	-171.074	-0.195	0.000	0.000	0.000	
4oma_protein	4oma_ligand	-109.358	-0.153	0.000	0.000	0.000	
4or6_protein	4or6_ligand	-88.203	-0.166	0.000	0.000	0.000	
4p6c_protein	4p6c_ligand	-69.002	-0.159	0.000	0.000	0.000	
4p6w_protein	4p6w_ligand	-171.065	-0.206	0.000	0.000	0.000	
4or4_protein	4or4_ligand	-104.654	-0.201	0.000	0.000	0.000	
4ovf_protein	4ovf_ligand	-66.354	-0.193	0.000	0.000	0.000	
4p6x_protein	4p6x_ligand	-138.739	-0.209	0.000	0.000	0.000	
4p58_protein	4p58_ligand	-101.216	-0.204	0.000	0.000	0.000	
4owv_protein	4owv_ligand	-47.058	-0.171	0.000	0.000	0.000	
4ovh_protein	4ovh_ligand	-75.536	-0.185	0.000	0.000	0.000	
4pg9_protein	4pg9_ligand	-217.634	-0.183	0.000	0.000	0.000	
4pb2_protein	4pb2_ligand	-82.752	-0.186	0.000	0.000	0.000	
4pee_protein	4pee_ligand	-77.655	-0.161	0.000	0.000	0.000	
4pft_protein	4pft_ligand	-163.650	-0.199	0.000	0.000	0.000	
4pin_protein	4pin_ligand	-68.981	-0.171	0.000	0.000	0.000	
4pcs_protein	4pcs_ligand	-56.869	-0.142	0.000	0.000	0.000	
4pfu_protein	4pfu_ligand	-137.981	-0.205	0.000	0.000	0.000	
4pop_protein	4pop_ligand	-88.985	-0.147	0.000	0.000	0.000	
4poh_protein	4poh_ligand	-135.645	-0.220	0.000	0.000	0.000	
4owm_protein	4owm_ligand	-49.527	-0.168	0.000	0.000	0.000	
4pp3_protein	4pp3_ligand	-140.529	-0.221	0.000	0.000	0.000	
4pow_protein	4pow_ligand	-137.706	-0.196	0.000	0.000	0.000	
4phu_protein	4phu_ligand	-149.984	-0.198	0.000	0.000	0.000	
4poj_protein	4poj_ligand	-145.493	-0.226	0.000	0.000	0.000	
4q0k_protein	4q0k_ligand	-115.143	-0.223	0.000	0.000	0.000	
4psb_protein	4psb_ligand	-111.662	-0.226	0.000	0.000	0.000	
4q1w_protein	4q1w_ligand	-200.644	-0.215	0.000	0.000	0.000	
4pvx_protein	4pvx_ligand	-134.503	-0.182	0.000	0.000	0.000	
4pox_protein	4pox_ligand	-133.457	-0.181	0.000	0.000	0.000	
4pvy_protein	4pvy_ligand	-136.903	-0.180	0.000	0.000	0.000	
4pp0_protein	4pp0_ligand	-128.997	-0.182	0.000	0.000	0.000	
4pzv_protein	4pzv_ligand	-143.830	-0.158	0.000	0.000	0.000	
4ozj_protein	4ozj_ligand	-136.046	-0.179	0.000	0.000	0.000	
4pnu_protein	4pnu_ligand	-95.797	-0.203	0.000	0.000	0.000	
4q1y_protein	4q1y_ligand	-195.178	-0.214	0.000	0.000	0.000	
4pmm_protein	4pmm_ligand	-192.601	-0.209	0.000	0.000	0.000	
4qer_protein	4qer_ligand	-83.064	-0.190	0.000	0.000	0.000	
4qem_protein	4qem_ligand	-57.903	-0.171	0.000	0.000	0.000	
4qdk_protein	4qdk_ligand	-162.978	-0.186	0.000	0.000	0.000	
4pf5_protein	4pf5_ligand	-76.467	-0.204	0.000	0.000	0.000	
4qew_protein	4qew_ligand	-107.447	-0.202	0.000	0.000	0.000	
4q93_protein	4q93_ligand	-69.635	-0.158	0.000	0.000	0.000	
4q9o_protein	4q9o_ligand	-149.147	-0.212	0.000	0.000	0.000	
4qb3_protein	4qb3_ligand	-90.136	-0.214	0.000	0.000	0.000	
4qac_protein	4qac_ligand	-132.931	-0.170	0.000	0.000	0.000	
4q19_protein	4q19_ligand	-101.334	-0.159	0.000	0.000	0.000	
4q3t_protein	4q3t_ligand	-29.591	-0.072	0.000	0.000	0.000	
4qgi_protein	4qgi_ligand	-226.630	-0.220	0.000	0.000	0.000	
4q46_protein	4q46_ligand	-85.759	-0.166	0.000	0.000	0.000	
4qev_protein	4qev_ligand	-103.196	-0.204	0.000	0.000	0.000	
4qf7_protein	4qf7_ligand	-91.073	-0.165	0.000	0.000	0.000	
4qgd_protein	4qgd_ligand	-73.131	-0.182	0.000	0.000	0.000	
4qfp_protein	4qfp_ligand	-103.052	-0.212	0.000	0.000	0.000	
4q3u_protein	4q3u_ligand	-20.948	-0.056	0.000	0.000	0.000	
4qf9_protein	4qf9_ligand	-72.638	-0.152	0.000	0.000	0.000	
4qfo_protein	4qfo_ligand	-128.304	-0.230	0.000	0.000	0.000	
4qfl_protein	4qfl_ligand	-115.385	-0.219	0.000	0.000	0.000	
4qsv_protein	4qsv_ligand	-62.726	-0.208	0.000	0.000	0.000	
4qsu_protein	4qsu_ligand	-42.079	-0.215	0.000	0.000	0.000	
4ql1_protein	4ql1_ligand	-154.670	-0.207	0.000	0.000	0.000	
4pp5_protein	4pp5_ligand	-145.391	-0.227	0.000	0.000	0.000	
4q1x_protein	4q1x_ligand	-199.702	-0.215	0.000	0.000	0.000	
4qxo_protein	4qxo_ligand	-100.186	-0.167	0.000	0.000	0.000	
4qf8_protein	4qf8_ligand	-58.264	-0.187	0.000	0.000	0.000	
4qpd_protein	4qpd_ligand	-140.884	-0.202	0.000	0.000	0.000	
4qp2_protein	4qp2_ligand	-53.583	-0.202	0.000	0.000	0.000	
4p5z_protein	4p5z_ligand	-174.821	-0.174	0.000	0.000	0.000	
4r4c_protein	4r4c_ligand	-104.603	-0.178	0.000	0.000	0.000	
4qyy_protein	4qyy_ligand	-166.253	-0.188	0.000	0.000	0.000	
4r06_protein	4r06_ligand	-145.288	-0.187	0.000	0.000	0.000	
4r73_protein	4r73_ligand	-137.663	-0.237	0.000	0.000	0.000	
4r4i_protein	4r4i_ligand	-102.896	-0.172	0.000	0.000	0.000	
4r3w_protein	4r3w_ligand	-104.323	-0.175	0.000	0.000	0.000	
4r74_protein	4r74_ligand	-118.131	-0.211	0.000	0.000	0.000	
4qnb_protein	4qnb_ligand	-154.408	-0.201	0.000	0.000	0.000	
4ra1_protein	4ra1_ligand	-98.596	-0.171	0.000	0.000	0.000	
4rdn_protein	4rdn_ligand	-96.241	-0.153	0.000	0.000	0.000	
4rd3_protein	4rd3_ligand	-145.507	-0.193	0.000	0.000	0.000	
4rfm_protein	4rfm_ligand	-159.758	-0.214	0.000	0.000	0.000	
4r75_protein	4r75_ligand	-120.658	-0.191	0.000	0.000	0.000	
4qrh_protein	4qrh_ligand	-168.819	-0.169	0.000	0.000	0.000	
4r4t_protein	4r4t_ligand	-101.729	-0.182	0.000	0.000	0.000	
4re4_protein	4re4_ligand	-70.221	-0.197	0.000	0.000	0.000	
4rd0_protein	4rd0_ligand	-137.151	-0.188	0.000	0.000	0.000	
4re2_protein	4re2_ligand	-60.985	-0.128	0.000	0.000	0.000	
4r4o_protein	4r4o_ligand	-87.910	-0.166	0.000	0.000	0.000	
4rak_protein	4rak_ligand	-158.683	-0.206	0.000	0.000	0.000	
4rd6_protein	4rd6_ligand	-140.098	-0.194	0.000	0.000	0.000	
4qfn_protein	4qfn_ligand	-94.943	-0.209	0.000	0.000	0.000	
4r0a_protein	4r0a_ligand	-88.948	-0.183	0.000	0.000	0.000	
4rlw_protein	4rlw_ligand	-83.897	-0.150	0.000	0.000	0.000	
4rpn_protein	4rpn_ligand	-55.413	-0.156	0.000	0.000	0.000	
4rj8_protein	4rj8_ligand	-142.042	-0.222	0.000	0.000	0.000	
4rlt_protein	4rlt_ligand	-79.307	-0.130	0.000	0.000	0.000	
4rrf_protein	4rrf_ligand	-153.285	-0.203	0.000	0.000	0.000	
4rqv_protein	4rqv_ligand	-79.316	-0.164	0.000	0.000	0.000	
4rvr_protein	4rvr_ligand	-86.319	-0.196	0.000	0.000	0.000	
4rra_protein	4rra_ligand	-163.761	-0.212	0.000	0.000	0.000	
4qij_protein	4qij_ligand	-247.856	-0.187	0.000	0.000	0.000	
4rhx_protein	4rhx_ligand	-135.979	-0.192	0.000	0.000	0.000	
4rlu_protein	4rlu_ligand	-84.686	-0.155	0.000	0.000	0.000	
4rfr_protein	4rfr_ligand	-85.240	-0.135	0.000	0.000	0.000	
4ryd_protein	4ryd_ligand	-213.915	-0.191	0.000	0.000	0.000	
4rwj_protein	4rwj_ligand	-162.977	-0.199	0.000	0.000	0.000	
4rrg_protein	4rrg_ligand	-133.815	-0.193	0.000	0.000	0.000	
4s1g_protein	4s1g_ligand	-163.704	-0.234	0.000	0.000	0.000	
4tkj_protein	4tkj_ligand	-96.771	-0.217	0.000	0.000	0.000	
4tpw_protein	4tpw_ligand	-71.696	-0.187	0.000	0.000	0.000	
4tmk_protein	4tmk_ligand	-216.212	-0.169	0.000	0.000	0.000	
4tkb_protein	4tkb_ligand	-66.117	-0.195	0.000	0.000	0.000	
4tqn_protein	4tqn_ligand	-86.607	-0.191	0.000	0.000	0.000	
4sga_protein	4sga_ligand	-150.329	-0.213	0.000	0.000	0.000	
4tjz_protein	4tjz_ligand	-54.104	-0.193	0.000	0.000	0.000	
4std_protein	4std_ligand	-102.970	-0.197	0.000	0.000	0.000	
4tte_protein	4tte_ligand	-57.810	-0.167	0.000	0.000	0.000	
4tu4_protein	4tu4_ligand	-93.892	-0.196	0.000	0.000	0.000	
4tt2_protein	4tt2_ligand	-100.425	-0.182	0.000	0.000	0.000	
4tim_protein	4tim_ligand	-43.521	-0.109	0.000	0.000	0.000	
4tz2_protein	4tz2_ligand	-79.036	-0.191	0.000	0.000	0.000	
4ty7_protein	4ty7_ligand	-168.377	-0.213	0.000	0.000	0.000	
4rww_protein	4rww_ligand	-182.840	-0.207	0.000	0.000	0.000	
4ts1_protein	4ts1_ligand	-52.701	-0.125	0.000	0.000	0.000	
4rqk_protein	4rqk_ligand	-81.516	-0.176	0.000	0.000	0.000	
4trc_protein	4trc_ligand	-45.260	-0.160	0.000	0.000	0.000	
4rsk_protein	4rsk_ligand	-87.238	-0.195	0.000	0.000	0.000	
4ty6_protein	4ty6_ligand	-154.255	-0.208	0.000	0.000	0.000	
4rr6_protein	4rr6_ligand	-160.683	-0.203	0.000	0.000	0.000	
4tkh_protein	4tkh_ligand	-78.448	-0.208	0.000	0.000	0.000	
4ua8_protein	4ua8_ligand	-163.104	-0.183	0.000	0.000	0.000	
4u0w_protein	4u0w_ligand	-111.429	-0.165	0.000	0.000	0.000	
4ucc_protein	4ucc_ligand	-57.834	-0.159	0.000	0.000	0.000	
4uac_protein	4uac_ligand	-184.335	-0.178	0.000	0.000	0.000	
4u0f_protein	4u0f_ligand	-96.602	-0.200	0.000	0.000	0.000	
