Receptor	Ligand	DV20_Score_pK
4o0b_protein	4o0b_ligand	9.850000
4nyf_protein	4nyf_ligand	6.130000
4nxu_protein	4nxu_ligand	4.090000
4nxv_protein	4nxv_ligand	3.940000
4o0x_protein	4o0x_ligand	8.470000
4o0y_protein	4o0y_ligand	7.040000
4o2p_protein	4o2p_ligand	6.520000
4o2c_protein	4o2c_ligand	7.050000
4nvp_protein	4nvp_ligand	7.440000
4o04_protein	4o04_ligand	8.460000
4o3f_protein	4o3f_ligand	7.060000
4o05_protein	4o05_ligand	9.170000
4o6w_protein	4o6w_ligand	6.880000
4o07_protein	4o07_ligand	9.800000
4o9v_protein	4o9v_ligand	7.950000
4o9w_protein	4o9w_ligand	4.770000
4o09_protein	4o09_ligand	9.070000
4o61_protein	4o61_ligand	2.860000
4o97_protein	4o97_ligand	6.400000
4oak_protein	4oak_ligand	3.580000
4oag_protein	4oag_ligand	3.560000
4oct_protein	4oct_ligand	1.320000
4ogj_protein	4ogj_ligand	5.400000
4ocq_protein	4ocq_ligand	5.040000
4og3_protein	4og3_ligand	5.440000
4oeu_protein	4oeu_ligand	2.030000
4og4_protein	4og4_ligand	5.620000
4oiv_protein	4oiv_ligand	7.770000
4omj_protein	4omj_ligand	7.700000
4or4_protein	4or4_ligand	4.970000
4oks_protein	4oks_ligand	5.800000
4oc0_protein	4oc0_ligand	6.880000
4omc_protein	4omc_ligand	6.900000
4omk_protein	4omk_ligand	7.380000
4oc2_protein	4oc2_ligand	8.270000
4oc3_protein	4oc3_ligand	8.270000
4oc1_protein	4oc1_ligand	6.430000
4or6_protein	4or6_ligand	4.030000
4oc5_protein	4oc5_ligand	8.190000
4o2b_protein	4o2b_ligand	8.260000
4ovg_protein	4ovg_ligand	4.330000
4ovf_protein	4ovf_ligand	4.620000
4p3h_protein	4p3h_ligand	4.920000
4ozj_protein	4ozj_ligand	6.080000
4p5d_protein	4p5d_ligand	8.570000
4oma_protein	4oma_ligand	6.270000
4p5z_protein	4p5z_ligand	8.480000
4p6w_protein	4p6w_ligand	8.810000
4p6x_protein	4p6x_ligand	9.020000
4p58_protein	4p58_ligand	5.030000
4p6c_protein	4p6c_ligand	3.330000
4owm_protein	4owm_ligand	3.780000
4owv_protein	4owv_ligand	3.520000
4ovh_protein	4ovh_ligand	4.370000
4pcs_protein	4pcs_ligand	5.820000
4pee_protein	4pee_ligand	6.040000
4pin_protein	4pin_ligand	3.900000
4pop_protein	4pop_ligand	7.180000
4poh_protein	4poh_ligand	7.050000
4pmm_protein	4pmm_ligand	9.130000
4pb2_protein	4pb2_ligand	4.900000
4poj_protein	4poj_ligand	7.620000
4pg9_protein	4pg9_ligand	7.670000
4phu_protein	4phu_ligand	6.760000
4pow_protein	4pow_ligand	7.220000
4pft_protein	4pft_ligand	6.290000
4pfu_protein	4pfu_ligand	4.630000
4ou3_protein	4ou3_ligand	5.480000
4pf5_protein	4pf5_ligand	4.080000
4pnu_protein	4pnu_ligand	4.930000
4pox_protein	4pox_ligand	6.740000
4pp0_protein	4pp0_ligand	7.130000
4pp3_protein	4pp3_ligand	7.440000
4psb_protein	4psb_ligand	7.310000
4pp5_protein	4pp5_ligand	7.400000
4q0k_protein	4q0k_ligand	7.780000
4q1w_protein	4q1w_ligand	9.610000
4q1x_protein	4q1x_ligand	9.510000
4pv5_protein	4pv5_ligand	5.100000
4pzv_protein	4pzv_ligand	6.530000
4q1y_protein	4q1y_ligand	9.460000
4pqa_protein	4pqa_ligand	3.130000
4pum_protein	4pum_ligand	6.630000
4pvx_protein	4pvx_ligand	8.200000
4pvy_protein	4pvy_ligand	8.700000
4q6d_protein	4q6d_ligand	6.370000
4q7p_protein	4q7p_ligand	3.660000
4q6e_protein	4q6e_ligand	6.400000
4q4o_protein	4q4o_ligand	7.060000
4q7s_protein	4q7s_ligand	3.260000
4q3t_protein	4q3t_ligand	3.280000
4q4p_protein	4q4p_ligand	6.630000
4q7v_protein	4q7v_ligand	3.610000
4q4q_protein	4q4q_ligand	6.640000
4q4r_protein	4q4r_ligand	7.450000
4q3u_protein	4q3u_ligand	4.590000
4q7w_protein	4q7w_ligand	3.360000
4q8x_protein	4q8x_ligand	4.370000
4q8y_protein	4q8y_ligand	5.350000
4q4s_protein	4q4s_ligand	6.780000
4q08_protein	4q08_ligand	6.960000
4q9y_protein	4q9y_ligand	3.930000
4q46_protein	4q46_ligand	4.990000
4q09_protein	4q09_ligand	7.400000
4q81_protein	4q81_ligand	3.830000
4q9o_protein	4q9o_ligand	8.670000
4q83_protein	4q83_ligand	4.360000
4q87_protein	4q87_ligand	3.530000
4q90_protein	4q90_ligand	2.950000
4qb3_protein	4qb3_ligand	6.040000
4qem_protein	4qem_ligand	3.680000
4q19_protein	4q19_ligand	5.840000
4q99_protein	4q99_ligand	4.330000
4qd6_protein	4qd6_ligand	4.530000
4qdk_protein	4qdk_ligand	5.050000
4q93_protein	4q93_ligand	5.190000
4qer_protein	4qer_ligand	5.290000
4qev_protein	4qev_ligand	6.510000
4qew_protein	4qew_ligand	6.680000
4qf7_protein	4qf7_ligand	3.710000
4qf8_protein	4qf8_ligand	3.360000
4qgd_protein	4qgd_ligand	3.720000
4qac_protein	4qac_ligand	8.500000
4qgi_protein	4qgi_ligand	9.510000
4qf9_protein	4qf9_ligand	4.830000
4qfl_protein	4qfl_ligand	6.180000
4qfn_protein	4qfn_ligand	5.170000
4qfo_protein	4qfo_ligand	6.030000
4qfp_protein	4qfp_ligand	4.910000
4qge_protein	4qge_ligand	7.270000
4qjx_protein	4qjx_ligand	5.580000
4ql1_protein	4ql1_ligand	7.720000
4qj0_protein	4qj0_ligand	7.060000
4qjw_protein	4qjw_ligand	6.210000
4qlk_protein	4qlk_ligand	5.590000
4qll_protein	4qll_ligand	5.520000
4qp2_protein	4qp2_ligand	4.280000
4qpd_protein	4qpd_ligand	6.670000
4qsu_protein	4qsu_ligand	2.860000
4qsv_protein	4qsv_ligand	3.530000
4qpl_protein	4qpl_ligand	6.310000
4qtl_protein	4qtl_ligand	4.030000
4qrh_protein	4qrh_ligand	6.020000
4qy3_protein	4qy3_ligand	4.150000
4qxo_protein	4qxo_ligand	6.780000
4qyy_protein	4qyy_ligand	9.110000
4r4c_protein	4r4c_ligand	7.110000
4r4i_protein	4r4i_ligand	6.590000
4r4o_protein	4r4o_ligand	5.040000
4r4t_protein	4r4t_ligand	6.220000
4qnb_protein	4qnb_ligand	7.840000
4r5a_protein	4r5a_ligand	6.330000
4r5b_protein	4r5b_ligand	5.410000
4r3w_protein	4r3w_ligand	4.790000
4r59_protein	4r59_ligand	5.390000
4qij_protein	4qij_ligand	8.350000
4r06_protein	4r06_ligand	7.580000
4r73_protein	4r73_ligand	6.700000
4r74_protein	4r74_ligand	5.530000
4r75_protein	4r75_ligand	5.680000
4r5t_protein	4r5t_ligand	7.800000
4rdn_protein	4rdn_ligand	4.720000
4rd0_protein	4rd0_ligand	7.720000
4ra1_protein	4ra1_ligand	5.620000
4rak_protein	4rak_ligand	8.850000
4rd3_protein	4rd3_ligand	7.690000
4rd6_protein	4rd6_ligand	7.490000
4r0a_protein	4r0a_ligand	6.250000
4rfc_protein	4rfc_ligand	5.700000
4rfd_protein	4rfd_ligand	4.870000
4rfr_protein	4rfr_ligand	7.650000
4rfm_protein	4rfm_ligand	9.090000
4re2_protein	4re2_ligand	4.470000
4re4_protein	4re4_ligand	5.470000
4riu_protein	4riu_ligand	5.250000
4riv_protein	4riv_ligand	5.690000
4rj8_protein	4rj8_ligand	7.500000
4rn4_protein	4rn4_ligand	6.420000
4rhx_protein	4rhx_ligand	6.000000
4rlt_protein	4rlt_ligand	6.300000
4rpn_protein	4rpn_ligand	5.960000
4rlu_protein	4rlu_ligand	6.440000
4rlw_protein	4rlw_ligand	6.480000
4rqk_protein	4rqk_ligand	5.480000
4rr6_protein	4rr6_ligand	6.100000
4rqv_protein	4rqv_ligand	5.900000
4rra_protein	4rra_ligand	6.130000
4rrf_protein	4rrf_ligand	6.370000
4rpo_protein	4rpo_ligand	5.840000
4rrg_protein	4rrg_ligand	5.170000
4rsk_protein	4rsk_ligand	4.050000
4rux_protein	4rux_ligand	5.290000
4ruy_protein	4ruy_ligand	5.440000
4rvr_protein	4rvr_ligand	5.120000
4ruz_protein	4ruz_ligand	4.830000
4tjz_protein	4tjz_ligand	4.520000
4sga_protein	4sga_ligand	6.760000
4tkb_protein	4tkb_ligand	5.450000
4rwj_protein	4rwj_ligand	8.590000
4rww_protein	4rww_ligand	8.010000
4s1g_protein	4s1g_ligand	8.150000
4tkj_protein	4tkj_ligand	6.570000
4tkh_protein	4tkh_ligand	6.040000
4ryd_protein	4ryd_ligand	6.980000
4tim_protein	4tim_ligand	2.870000
4std_protein	4std_ligand	8.190000
4tpw_protein	4tpw_ligand	4.040000
4tln_protein	4tln_ligand	2.860000
4tmk_protein	4tmk_ligand	6.330000
4tqn_protein	4tqn_ligand	5.640000
4tt2_protein	4tt2_ligand	4.030000
4tte_protein	4tte_ligand	4.270000
4tu4_protein	4tu4_ligand	5.340000
4r76_protein	4r76_ligand	6.030000
4tun_protein	4tun_ligand	0.140000
4trc_protein	4trc_ligand	2.780000
4ty6_protein	4ty6_ligand	7.490000
4tmn_protein	4tmn_ligand	7.680000
4twp_protein	4twp_ligand	7.420000
4tz2_protein	4tz2_ligand	5.650000
4ty7_protein	4ty7_ligand	7.810000
4ts1_protein	4ts1_ligand	4.030000
4u1b_protein	4u1b_ligand	3.930000
4u0w_protein	4u0w_ligand	7.070000
4u5n_protein	4u5n_ligand	4.810000
4u6c_protein	4u6c_ligand	4.080000
4u5o_protein	4u5o_ligand	2.910000
4u6w_protein	4u6w_ligand	3.970000
4u8w_protein	4u8w_ligand	7.120000
4u5s_protein	4u5s_ligand	3.400000
4u6z_protein	4u6z_ligand	3.700000
4u69_protein	4u69_ligand	4.010000
4u70_protein	4u70_ligand	4.420000
4u71_protein	4u71_ligand	3.180000
4u54_protein	4u54_ligand	2.720000
4u43_protein	4u43_ligand	5.570000
4u73_protein	4u73_ligand	4.190000
4u0f_protein	4u0f_ligand	7.100000
4ua8_protein	4ua8_ligand	5.740000
4ucc_protein	4ucc_ligand	4.470000
4uac_protein	4uac_ligand	5.280000
4uc5_protein	4uc5_ligand	5.310000
4ufh_protein	4ufh_ligand	5.490000
4ufi_protein	4ufi_ligand	5.570000
4ufk_protein	4ufk_ligand	5.280000
4uj1_protein	4uj1_ligand	6.770000
4ufj_protein	4ufj_ligand	5.350000
4ual_protein	4ual_ligand	7.790000
4uin_protein	4uin_ligand	6.350000
4uj2_protein	4uj2_ligand	7.490000
4uja_protein	4uja_ligand	7.000000
4ufl_protein	4ufl_ligand	4.570000
4ufm_protein	4ufm_ligand	5.780000
4ujb_protein	4ujb_ligand	7.320000
4up5_protein	4up5_ligand	3.180000
4unp_protein	4unp_ligand	5.650000
4und_protein	4und_ligand	8.300000
4uye_protein	4uye_ligand	6.050000
4uyf_protein	4uyf_ligand	6.660000
4uof_protein	4uof_ligand	5.010000
4us3_protein	4us3_ligand	7.770000
4v01_protein	4v01_ligand	9.270000
4v24_protein	4v24_ligand	9.420000
4v27_protein	4v27_ligand	4.850000
4urz_protein	4urz_ligand	6.740000
4ury_protein	4ury_ligand	6.210000
4uma_protein	4uma_ligand	3.660000
4umb_protein	4umb_ligand	4.300000
4uoh_protein	4uoh_ligand	5.570000
4umc_protein	4umc_ligand	4.240000
4w9c_protein	4w9c_ligand	6.470000
4w9d_protein	4w9d_ligand	6.710000
4w9f_protein	4w9f_ligand	7.280000
4w9h_protein	4w9h_ligand	7.570000
4w9i_protein	4w9i_ligand	7.420000
4w9o_protein	4w9o_ligand	7.070000
4w9l_protein	4w9l_ligand	7.630000
4w9p_protein	4w9p_ligand	7.390000
4w9j_protein	4w9j_ligand	7.440000
4w9k_protein	4w9k_ligand	7.670000
4w52_protein	4w52_ligand	3.460000
4wa9_protein	4wa9_ligand	8.310000
4wiv_protein	4wiv_ligand	6.150000
4w97_protein	4w97_ligand	7.840000
4wk1_protein	4wk1_ligand	7.580000
4wn5_protein	4wn5_ligand	6.780000
4wkb_protein	4wkb_ligand	7.860000
4wkn_protein	4wkn_ligand	7.780000
4wt2_protein	4wt2_ligand	7.890000
4wko_protein	4wko_ligand	7.180000
4x3k_protein	4x3k_ligand	5.990000
4x5p_protein	4x5p_ligand	6.820000
4wov_protein	4wov_ligand	6.480000
4wkp_protein	4wkp_ligand	6.310000
4wop_protein	4wop_ligand	5.640000
4wrb_protein	4wrb_ligand	7.630000
4x5q_protein	4x5q_ligand	7.650000
4x5r_protein	4x5r_ligand	6.090000
4x5z_protein	4x5z_ligand	6.740000
4x5y_protein	4x5y_ligand	7.480000
4whs_protein	4whs_ligand	3.060000
4x6m_protein	4x6m_ligand	8.510000
4x6n_protein	4x6n_ligand	8.700000
4x6o_protein	4x6o_ligand	8.250000
4x8o_protein	4x8o_ligand	9.420000
4x50_protein	4x50_ligand	7.230000
4x8u_protein	4x8u_ligand	3.780000
4x8v_protein	4x8v_ligand	7.130000
4xip_protein	4xip_ligand	7.750000
4x24_protein	4x24_ligand	7.980000
4xaq_protein	4xaq_ligand	6.840000
4xar_protein	4xar_ligand	6.750000
4xas_protein	4xas_ligand	7.270000
4x48_protein	4x48_ligand	6.890000
4xir_protein	4xir_ligand	8.480000
4xiq_protein	4xiq_ligand	8.820000
4xit_protein	4xit_ligand	9.320000
4xo8_protein	4xo8_ligand	5.630000
4xoc_protein	4xoc_ligand	6.250000
4xmb_protein	4xmb_ligand	8.200000
4xk9_protein	4xk9_ligand	11.550000
4xoe_protein	4xoe_ligand	6.430000
4xt2_protein	4xt2_ligand	9.480000
4xmr_protein	4xmr_ligand	5.370000
4xtv_protein	4xtv_ligand	9.520000
4xtw_protein	4xtw_ligand	8.700000
4xty_protein	4xty_ligand	9.210000
4xtx_protein	4xtx_ligand	8.760000
4xu0_protein	4xu0_ligand	8.640000
4xtz_protein	4xtz_ligand	8.810000
4xu1_protein	4xu1_ligand	9.270000
4xu2_protein	4xu2_ligand	8.220000
4xu3_protein	4xu3_ligand	7.020000
4xy8_protein	4xy8_ligand	5.700000
4xya_protein	4xya_ligand	6.060000
4y0a_protein	4y0a_ligand	4.170000
4xxh_protein	4xxh_ligand	5.610000
4y3j_protein	4y3j_ligand	2.690000
4y3y_protein	4y3y_ligand	3.250000
4y4j_protein	4y4j_ligand	2.230000
4y8x_protein	4y8x_ligand	8.060000
4y2q_protein	4y2q_ligand	5.400000
4y79_protein	4y79_ligand	6.620000
4y5d_protein	4y5d_ligand	7.520000
4y59_protein	4y59_ligand	5.950000
4yc0_protein	4yc0_ligand	6.100000
4ybk_protein	4ybk_ligand	7.950000
4yb5_protein	4yb5_ligand	5.550000
4yes_protein	4yes_ligand	7.680000
4ygf_protein	4ygf_ligand	4.560000
4yha_protein	4yha_ligand	3.600000
4yk0_protein	4yk0_ligand	4.700000
4yhm_protein	4yhm_ligand	6.660000
4yho_protein	4yho_ligand	7.630000
4ykj_protein	4ykj_ligand	4.160000
4ykk_protein	4ykk_ligand	4.370000
4ymx_protein	4ymx_ligand	6.280000
4ymq_protein	4ymq_ligand	7.950000
4ymb_protein	4ymb_ligand	6.310000
4ymg_protein	4ymg_ligand	5.170000
4ynl_protein	4ynl_ligand	4.810000
4yml_protein	4yml_ligand	8.320000
4ymh_protein	4ymh_ligand	5.700000
4ynb_protein	4ynb_ligand	8.420000
4yo8_protein	4yo8_ligand	7.730000
4ytc_protein	4ytc_ligand	7.120000
4yth_protein	4yth_ligand	7.120000
4yx4_protein	4yx4_ligand	5.010000
4ysl_protein	4ysl_ligand	4.110000
4yxi_protein	4yxi_ligand	4.870000
4yrd_protein	4yrd_ligand	3.580000
4yyt_protein	4yyt_ligand	4.830000
4z1e_protein	4z1e_ligand	5.880000
4yzu_protein	4yzu_ligand	7.430000
4z1j_protein	4z1j_ligand	8.130000
4z0q_protein	4z0q_ligand	6.790000
4z0k_protein	4z0k_ligand	7.450000
4z1k_protein	4z1k_ligand	8.400000
4z2b_protein	4z2b_ligand	8.810000
4z93_protein	4z93_ligand	7.100000
4z83_protein	4z83_ligand	7.290000
4z07_protein	4z07_ligand	6.490000
4z84_protein	4z84_ligand	6.470000
4zae_protein	4zae_ligand	7.390000
4zbf_protein	4zbf_ligand	8.170000
4zb6_protein	4zb6_ligand	5.150000
4zbi_protein	4zbi_ligand	8.400000
4zb8_protein	4zb8_ligand	5.130000
4zcs_protein	4zcs_ligand	5.750000
4zba_protein	4zba_ligand	5.450000
4zgk_protein	4zgk_ligand	5.110000
4zip_protein	4zip_ligand	9.290000
4zei_protein	4zei_ligand	6.220000
4zeb_protein	4zeb_ligand	5.650000
4zek_protein	4zek_ligand	5.860000
4zec_protein	4zec_ligand	5.650000
4zji_protein	4zji_ligand	9.120000
4zls_protein	4zls_ligand	8.790000
4zl4_protein	4zl4_ligand	7.370000
4zme_protein	4zme_ligand	5.320000
4zt8_protein	4zt8_ligand	2.310000
4zow_protein	4zow_ligand	4.880000
4zv1_protein	4zv1_ligand	6.460000
4zv2_protein	4zv2_ligand	5.440000
4zo5_protein	4zo5_ligand	8.320000
4zvi_protein	4zvi_ligand	5.130000
4zwx_protein	4zwx_ligand	4.590000
4zwz_protein	4zwz_ligand	5.520000
4zx0_protein	4zx0_ligand	6.240000
4zx1_protein	4zx1_ligand	4.810000
4zyf_protein	4zyf_ligand	7.310000
4zw5_protein	4zw5_ligand	8.090000
4zzd_protein	4zzd_ligand	5.620000
4zw6_protein	4zw6_ligand	7.330000
4zw8_protein	4zw8_ligand	7.320000
4zw7_protein	4zw7_ligand	8.550000
4zzx_protein	4zzx_ligand	6.450000
4zzy_protein	4zzy_ligand	8.600000
5a2i_protein	5a2i_ligand	3.840000
5a5q_protein	5a5q_ligand	4.220000
4zx3_protein	4zx3_ligand	7.060000
5a7b_protein	5a7b_ligand	5.540000
4zx4_protein	4zx4_ligand	7.900000
5a6x_protein	5a6x_ligand	5.660000
5a81_protein	5a81_ligand	5.130000
4zzz_protein	4zzz_ligand	5.960000
5aan_protein	5aan_ligand	5.020000
5acy_protein	5acy_ligand	6.520000
5aa9_protein	5aa9_ligand	8.800000
5aba_protein	5aba_ligand	4.640000
5ahw_protein	5ahw_ligand	6.740000
5ad1_protein	5ad1_ligand	5.970000
5am6_protein	5am6_ligand	6.640000
5alb_protein	5alb_ligand	9.100000
5amd_protein	5amd_ligand	6.750000
5am7_protein	5am7_ligand	6.250000
5amg_protein	5amg_ligand	6.520000
5ant_protein	5ant_ligand	6.880000
5anu_protein	5anu_ligand	7.990000
5a6k_protein	5a6k_ligand	5.460000
5aml_protein	5aml_ligand	6.190000
5afv_protein	5afv_ligand	3.770000
5anv_protein	5anv_ligand	7.440000
5aoi_protein	5aoi_ligand	4.760000
5aoj_protein	5aoj_ligand	5.310000
5aol_protein	5aol_ligand	5.140000
5aut_protein	5aut_ligand	6.210000
5aqz_protein	5aqz_ligand	5.500000
5azf_protein	5azf_ligand	6.960000
5ave_protein	5ave_ligand	5.780000
5avf_protein	5avf_ligand	5.570000
5ayt_protein	5ayt_ligand	5.450000
5bry_protein	5bry_ligand	7.970000
5b25_protein	5b25_ligand	9.090000
5bs4_protein	5bs4_ligand	8.510000
5b5f_protein	5b5f_ligand	7.030000
5btx_protein	5btx_ligand	4.420000
5boj_protein	5boj_ligand	5.580000
5b5g_protein	5b5g_ligand	5.530000
5btv_protein	5btv_ligand	4.190000
5bw4_protein	5bw4_ligand	4.910000
5b2d_protein	5b2d_ligand	4.110000
5byi_protein	5byi_ligand	6.570000
5bv3_protein	5bv3_ligand	5.800000
5bwc_protein	5bwc_ligand	5.800000
5c5t_protein	5c5t_ligand	3.390000
5c1w_protein	5c1w_ligand	5.540000
5c2a_protein	5c2a_ligand	6.320000
5c2h_protein	5c2h_ligand	8.070000
5c1m_protein	5c1m_ligand	8.440000
5c3p_protein	5c3p_ligand	4.280000
5cap_protein	5cap_ligand	7.460000
5c8n_protein	5c8n_ligand	6.840000
5c28_protein	5c28_ligand	4.880000
5caq_protein	5caq_ligand	6.870000
5c2o_protein	5c2o_ligand	6.210000
5cas_protein	5cas_ligand	7.270000
5cau_protein	5cau_ligand	7.340000
5cbr_protein	5cbr_ligand	7.520000
5cc2_protein	5cc2_ligand	6.390000
5cp5_protein	5cp5_ligand	6.520000
5cep_protein	5cep_ligand	6.970000
5ceq_protein	5ceq_ligand	6.810000
5cj6_protein	5cj6_ligand	7.480000
5cqt_protein	5cqt_ligand	6.070000
5cbs_protein	5cbs_ligand	5.830000
5cjf_protein	5cjf_ligand	6.900000
5cp9_protein	5cp9_ligand	2.510000
5cqu_protein	5cqu_ligand	5.520000
5chk_protein	5chk_ligand	7.020000
5cbm_protein	5cbm_ligand	4.750000
5cs3_protein	5cs3_ligand	3.930000
5cks_protein	5cks_ligand	4.380000
5cs6_protein	5cs6_ligand	2.750000
5cy9_protein	5cy9_ligand	5.600000
5cso_protein	5cso_ligand	5.110000
5cst_protein	5cst_ligand	4.940000
5cxa_protein	5cxa_ligand	7.970000
5d0c_protein	5d0c_ligand	6.010000
5czm_protein	5czm_ligand	8.270000
5csp_protein	5csp_ligand	4.880000
5cu4_protein	5cu4_ligand	8.410000
5ct2_protein	5ct2_ligand	4.070000
5d3c_protein	5d3c_ligand	7.940000
5d3h_protein	5d3h_ligand	5.600000
5d3j_protein	5d3j_ligand	5.680000
5d2r_protein	5d2r_ligand	5.730000
5d0r_protein	5d0r_ligand	7.150000
5d1r_protein	5d1r_ligand	5.620000
5d3l_protein	5d3l_ligand	5.380000
5d3p_protein	5d3p_ligand	6.340000
5d3t_protein	5d3t_ligand	5.530000
5d3n_protein	5d3n_ligand	6.070000
5d3x_protein	5d3x_ligand	4.770000
5d24_protein	5d24_ligand	6.580000
5d25_protein	5d25_ligand	5.600000
5d26_protein	5d26_ligand	5.680000
5d47_protein	5d47_ligand	5.490000
5d45_protein	5d45_ligand	7.360000
5d21_protein	5d21_ligand	4.670000
5d48_protein	5d48_ligand	7.660000
5dbm_protein	5dbm_ligand	6.160000
5d6j_protein	5d6j_ligand	5.960000
5dey_protein	5dey_ligand	8.530000
5dfp_protein	5dfp_ligand	7.900000
5dgu_protein	5dgu_ligand	9.950000
5dgw_protein	5dgw_ligand	8.830000
5dex_protein	5dex_ligand	7.000000
5dit_protein	5dit_ligand	6.800000
5dh4_protein	5dh4_ligand	5.410000
5dkn_protein	5dkn_ligand	4.050000
5dh5_protein	5dh5_ligand	7.130000
5dlx_protein	5dlx_ligand	6.270000
5dq8_protein	5dq8_ligand	5.840000
5dnu_protein	5dnu_ligand	5.630000
5dhu_protein	5dhu_ligand	6.530000
5dqe_protein	5dqe_ligand	5.300000
5dpx_protein	5dpx_ligand	5.160000
5dqc_protein	5dqc_ligand	8.970000
5drr_protein	5drr_ligand	6.540000
5dus_protein	5dus_ligand	5.970000
5duw_protein	5duw_ligand	3.480000
5dw2_protein	5dw2_ligand	4.110000
5dx4_protein	5dx4_ligand	5.290000
5dqf_protein	5dqf_ligand	5.150000
5dwr_protein	5dwr_ligand	8.070000
5e1s_protein	5e1s_ligand	7.210000
5e2k_protein	5e2k_ligand	6.040000
5dyo_protein	5dyo_ligand	7.600000
5e2o_protein	5e2o_ligand	7.460000
5e2p_protein	5e2p_ligand	8.360000
5e2r_protein	5e2r_ligand	7.640000
5e2s_protein	5e2s_ligand	6.050000
5e7n_protein	5e7n_ligand	3.980000
5e6o_protein	5e6o_ligand	6.090000
5e8f_protein	5e8f_ligand	5.080000
5dxt_protein	5dxt_ligand	7.520000
5e13_protein	5e13_ligand	5.040000
5e73_protein	5e73_ligand	5.720000
5e28_protein	5e28_ligand	5.520000
5e2l_protein	5e2l_ligand	5.110000
5e74_protein	5e74_ligand	5.550000
5e89_protein	5e89_ligand	6.040000
5edb_protein	5edb_ligand	6.900000
5e3a_protein	5e3a_ligand	6.790000
5edc_protein	5edc_ligand	6.660000
5ect_protein	5ect_ligand	6.540000
5edl_protein	5edl_ligand	5.980000
5efa_protein	5efa_ligand	4.450000
5eei_protein	5eei_ligand	7.600000
5edd_protein	5edd_ligand	6.080000
5eek_protein	5eek_ligand	6.920000
5efc_protein	5efc_ligand	4.280000
5ef7_protein	5ef7_ligand	5.130000
5een_protein	5een_ligand	5.260000
5egu_protein	5egu_ligand	6.340000
5efh_protein	5efh_ligand	5.580000
5efj_protein	5efj_ligand	7.660000
5egm_protein	5egm_ligand	8.110000
5eh7_protein	5eh7_ligand	4.050000
5eh5_protein	5eh5_ligand	5.180000
5eh8_protein	5eh8_ligand	4.100000
5eis_protein	5eis_ligand	5.490000
5ei3_protein	5ei3_ligand	5.660000
5ehw_protein	5ehw_ligand	2.940000
5ehq_protein	5ehq_ligand	11.050000
5ehv_protein	5ehv_ligand	4.090000
5eij_protein	5eij_ligand	6.310000
5ehr_protein	5ehr_ligand	8.390000
5ekm_protein	5ekm_ligand	4.650000
5eng_protein	5eng_ligand	5.130000
5ep7_protein	5ep7_ligand	4.510000
5epl_protein	5epl_ligand	7.190000
5epn_protein	5epn_ligand	7.860000
5eq1_protein	5eq1_ligand	4.390000
5el9_protein	5el9_ligand	5.200000
5en3_protein	5en3_ligand	5.270000
5elw_protein	5elw_ligand	5.290000
5etb_protein	5etb_ligand	4.770000
5er4_protein	5er4_ligand	3.140000
5er1_protein	5er1_ligand	5.680000
5eu1_protein	5eu1_ligand	6.800000
5er2_protein	5er2_ligand	7.010000
5ev8_protein	5ev8_ligand	2.170000
5evb_protein	5evb_ligand	1.810000
5evd_protein	5evd_ligand	1.420000
5eqe_protein	5eqe_ligand	6.270000
5evk_protein	5evk_ligand	1.940000
5ew0_protein	5ew0_ligand	4.050000
5eqp_protein	5eqp_ligand	5.450000
5ewa_protein	5ewa_ligand	2.310000
5evz_protein	5evz_ligand	5.160000
5eqy_protein	5eqy_ligand	6.580000
5etj_protein	5etj_ligand	7.890000
5ewk_protein	5ewk_ligand	5.950000
5ewy_protein	5ewy_ligand	5.470000
5exl_protein	5exl_ligand	7.450000
5exm_protein	5exm_ligand	7.640000
5exn_protein	5exn_ligand	8.110000
5f1h_protein	5f1h_ligand	7.220000
5exw_protein	5exw_ligand	6.010000
5f2p_protein	5f2p_ligand	5.010000
5ey4_protein	5ey4_ligand	4.350000
5eyr_protein	5eyr_ligand	8.220000
5ey0_protein	5ey0_ligand	5.360000
5f0f_protein	5f0f_ligand	7.740000
5f1v_protein	5f1v_ligand	2.960000
5f5z_protein	5f5z_ligand	7.760000
5f2u_protein	5f2u_ligand	7.460000
5f1r_protein	5f1r_ligand	7.520000
5f1x_protein	5f1x_ligand	5.930000
5f2r_protein	5f2r_ligand	5.760000
5f8y_protein	5f8y_ligand	4.180000
5f25_protein	5f25_ligand	5.580000
5f08_protein	5f08_ligand	8.240000
5f60_protein	5f60_ligand	6.720000
5f61_protein	5f61_ligand	8.020000
5f9b_protein	5f9b_ligand	4.260000
5f62_protein	5f62_ligand	6.760000
5f63_protein	5f63_ligand	6.990000
5fbi_protein	5fbi_ligand	4.400000
5f74_protein	5f74_ligand	4.660000
5fck_protein	5fck_ligand	7.990000
5fe6_protein	5fe6_ligand	4.430000
5fhm_protein	5fhm_ligand	0.000000
5fdi_protein	5fdi_ligand	5.420000
5fe7_protein	5fe7_ligand	4.440000
5fdc_protein	5fdc_ligand	5.630000
5fe9_protein	5fe9_ligand	5.320000
5fcz_protein	5fcz_ligand	4.770000
5fh7_protein	5fh7_ligand	6.590000
5fh8_protein	5fh8_ligand	6.070000
5fl4_protein	5fl4_ligand	6.840000
5fl5_protein	5fl5_ligand	6.600000
5fl6_protein	5fl6_ligand	6.300000
5flq_protein	5flq_ligand	4.100000
