,ligand,pK(ref),pK($Δ_{Vina}RF_{20}$),pK($AutoDock 4.2$),pK($∆SAS$),pK($DrugScoreX$),pK($AutoDock Vina$),pK($X-Score$),pK($NNScore 2.0$),pK($AutoDock VinaXB$)
2497,4oks_ligand,4.48,5.8,4.1235,308.529327,-95.258,5.384428,6.25,5.098,5.384428
2498,4p5z_ligand,7.41,8.48,8.1304,488.378418,-174.821,8.536422,8.46,7.751,8.536422
2499,4p6w_ligand,9.15,8.81,8.2845,519.098938,-171.065,8.176173,8.33,9.414,8.176173
2500,4ovf_ligand,4.13,4.62,4.7417,225.772003,-66.354,4.274289,5.57,4.221,4.274289
2501,4p58_ligand,4.6,5.03,4.5247,236.945831,-101.216,4.375381,5.42,1.333,4.375381
2502,4p6x_ligand,7.04,9.02,6.2895,393.888428,-138.739,7.327647,7.39,7.292,7.327647
2503,4ovg_ligand,3.69,4.33,4.4253,235.184143,-73.973,4.035037,5.47,3.656,4.035037
2504,4p6c_ligand,4.0,3.33,2.4584,245.813644,-69.002,3.198079,5.11,4.337,3.198079
2505,4ovh_ligand,4.85,4.37,3.8683,263.815002,-75.536,3.872881,5.52,4.95,3.891261
2506,4owm_ligand,2.96,3.78,2.5691,163.310234,-49.527,3.407207,4.72,5.175,3.407207
2507,4owv_ligand,4.35,3.52,3.0331,163.244392,-47.058,3.143057,4.83,3.724,3.143057
2508,4poh_ligand,8.0,7.05,8.3825,422.019623,-135.645,8.261488,7.72,7.664,8.261488
2509,4poj_ligand,8.1,7.62,8.6621,437.110291,-145.493,8.603306,7.81,7.51,8.603306
2510,4pmm_ligand,7.57,9.13,9.7873,519.359344,-192.601,8.815748,8.28,8.363,8.815748
2511,4pin_ligand,5.4,3.9,3.1021,243.890915,-68.981,3.423783,4.84,6.388,3.423783
2512,4pcs_ligand,7.85,5.82,5.1224,216.621338,-56.869,5.026745,5.77,5.839,5.026745
2513,4pee_ligand,8.32,6.04,5.3838,238.170502,-77.655,5.432559,5.93,5.979,5.432559
2514,4pg9_ligand,7.8,7.67,9.788,790.792114,-217.634,7.304729,9.11,10.292,7.304729
2515,4phu_ligand,7.92,6.76,6.1973,411.614014,-149.984,6.246041,7.34,7.268,6.246041
2516,4pfu_ligand,6.17,4.63,2.4357,317.6996,-137.981,5.465557,5.95,4.077,5.465557
2517,4pft_ligand,8.64,6.29,2.8337,317.731277,-163.65,6.82423,6.68,4.922,6.82423
2518,4pop_ligand,8.13,7.18,5.9084,327.529526,-88.985,5.637522,6.17,6.201,5.637522
2519,4oma_ligand,4.17,6.27,6.2549,338.804733,-109.358,5.793783,6.26,6.2,5.793783
2520,4pp3_ligand,7.82,7.44,8.7287,434.480804,-140.529,8.545528,7.91,8.046,8.545528
2521,4o2b_ligand,5.74,8.26,6.8933,466.532776,-165.47,7.345887,6.83,7.265,7.345887
2522,4pow_ligand,6.3,7.22,6.874,330.247879,-137.706,6.193614,6.53,6.656,6.193614
2523,4pp5_ligand,7.74,7.4,8.0218,436.77829,-145.391,7.704707,7.86,7.319,7.704707
2524,4pox_ligand,5.43,6.74,7.0004,355.100494,-133.457,5.394362,6.45,5.655,5.394362
2525,4pp0_ligand,4.4,7.13,6.9462,329.487564,-128.997,6.18566,6.35,6.009,6.18566
2526,4psb_ligand,4.64,7.31,5.1573,355.559891,-111.662,7.173732,6.63,6.129,7.173732
2527,4pnu_ligand,4.89,4.93,5.3492,299.190613,-95.797,4.349589,6.2,5.317,4.4089
2528,4q0k_ligand,4.87,7.78,5.9236,344.800629,-115.143,7.482999,6.73,6.31,7.482999
2529,4pf5_ligand,5.48,4.08,1.4274,172.829941,-76.467,3.829413,4.9,2.931,3.829413
2530,4q1w_ligand,11.7,9.61,7.2769,551.799805,-200.644,6.856092,7.77,9.592,6.856092
2531,4q1y_ligand,10.3,9.46,7.2433,541.628082,-195.178,6.784531,7.75,9.732,6.784523
2532,4q1x_ligand,11.2,9.51,6.838,549.653564,-199.702,6.892881,7.79,10.31,6.892881
2533,4pb2_ligand,4.8,4.9,2.6003,233.182419,-82.752,4.637559,5.2,3.238,4.637559
2534,4qb3_ligand,5.47,6.04,4.7738,303.909439,-90.136,5.336254,5.85,4.553,5.336254
2535,4q46_ligand,3.77,4.99,4.3528,311.118317,-85.759,4.713072,5.13,6.654,4.713072
2536,4pzv_ligand,5.7,6.53,8.2873,487.354309,-143.83,6.784589,7.24,7.317,6.784589
2537,4qer_ligand,7.54,5.29,3.353,265.241241,-83.064,4.676672,5.96,5.307,4.676672
2538,4qem_ligand,7.8,3.68,2.4149,186.162964,-57.903,3.569927,5.16,4.434,3.569927
2539,4qev_ligand,7.66,6.51,5.3435,339.226898,-103.196,5.82327,6.44,4.76,5.82327
2540,4qf7_ligand,8.6,3.71,4.2271,289.852707,-91.073,3.364238,6.05,1.758,3.364238
2541,4qew_ligand,7.07,6.68,5.6231,348.382599,-107.447,5.886518,6.67,5.368,5.886518
2542,4q9o_ligand,5.77,8.67,8.1866,432.870453,-149.147,8.337903,8.04,8.274,8.337903
2543,4qf8_ligand,7.51,3.36,1.849,240.316177,-58.264,2.110762,4.39,5.476,2.110762
2544,4q19_ligand,8.05,5.84,4.8882,404.833344,-101.334,4.802302,6.59,7.633,4.802302
2545,4pvx_ligand,6.76,8.2,1.4375,392.246918,-134.503,6.093189,6.99,5.635,6.093189
2546,4pvy_ligand,6.71,8.7,1.7534,407.361328,-136.903,6.732603,7.14,6.923,6.732603
2547,4qdk_ligand,5.85,5.05,6.5097,437.122711,-162.978,6.002999,6.77,6.525,6.002999
2548,4qgd_ligand,7.43,3.72,2.7501,265.518478,-73.131,2.848526,4.98,4.733,2.848526
2549,4q93_ligand,4.65,5.19,3.0583,267.192596,-69.635,4.66956,5.77,6.236,4.66956
2550,4qgi_ligand,3.9,9.51,9.8883,645.853882,-226.63,8.33489,9.02,8.302,8.33489
2551,4q3t_ligand,6.48,3.28,3.8448,231.277847,-29.591,3.468043,4.78,3.336,3.468043
2552,4q3u_ligand,6.44,4.59,4.6938,227.825821,-20.948,4.06871,4.7,1.452,4.06871
2553,4qf9_ligand,4.43,4.83,2.14,230.346268,-72.638,3.889377,5.53,5.27,3.889377
2554,4qfn_ligand,4.12,5.17,6.6289,244.703918,-94.943,4.259098,5.4,5.302,4.259098
2555,4qfl_ligand,5.11,6.18,7.529,294.542267,-115.385,5.172258,6.41,5.246,5.172258
2556,4qsu_ligand,2.0,2.86,2.5608,140.550583,-42.079,2.69478,4.49,1.505,2.69478
2557,4ql1_ligand,7.03,7.72,6.0711,416.0047,-154.67,6.973182,7.11,8.87,6.973182
2558,4qfp_ligand,4.23,4.91,6.5561,259.59787,-103.052,3.961378,5.89,5.682,3.961378
2559,4qfo_ligand,4.27,6.03,7.0993,327.931381,-128.304,4.448248,6.03,4.594,4.448248
2560,4qp2_ligand,3.03,4.28,3.3139,172.718658,-53.583,3.83272,5.12,3.993,3.83272
2561,4qpd_ligand,7.82,6.67,7.1222,380.101166,-140.884,5.791921,6.27,7.079,5.791921
2562,4qsv_ligand,2.0,3.53,2.1574,205.818268,-62.726,3.218622,4.8,2.907,3.218622
2563,4qac_ligand,9.4,8.5,8.0208,388.880844,-132.931,7.667016,7.56,8.772,7.667016
2564,4r4c_ligand,5.54,7.11,8.3338,449.202209,-104.603,6.513035,7.58,9.453,6.527023
2565,4qrh_ligand,5.15,6.02,10.2597,450.645386,-168.819,7.406378,6.9,4.512,7.406378
2566,4r4i_ligand,6.27,6.59,7.1954,428.697083,-102.896,5.883812,7.44,7.32,5.883812
2567,4r4o_ligand,5.82,5.04,5.8898,402.281647,-87.91,4.594304,6.99,7.348,4.661114
2568,4r4t_ligand,6.26,6.22,6.9316,426.664764,-101.729,5.703541,7.31,7.098,5.72294
2569,4qxo_ligand,5.51,6.78,6.5859,321.743179,-100.186,7.00162,6.31,6.381,7.00162
2570,4qyy_ligand,7.3,9.11,8.0796,517.329681,-166.253,8.277955,7.9,9.103,8.277955
2571,4r74_ligand,8.1,5.53,4.2489,255.644165,-118.131,5.054575,5.59,3.522,5.054575
2572,4r73_ligand,7.64,6.7,6.0892,258.183853,-137.663,6.566576,5.93,4.006,6.566576
2573,4r75_ligand,7.24,5.68,5.8491,297.501144,-120.658,6.096811,6.04,3.971,6.096811
2574,4rdn_ligand,5.92,4.72,4.4246,295.530167,-96.241,4.129509,5.61,5.794,4.129509
2575,4r06_ligand,6.29,7.58,8.9971,519.844177,-145.288,7.204758,8.63,8.417,7.204758
2576,4rd0_ligand,6.62,7.72,8.1291,312.280975,-137.151,6.874765,6.0,6.103,6.874765
2577,4r3w_ligand,3.0,4.79,2.993,299.600372,-104.323,4.53838,5.34,4.533,4.53838
2578,4rd6_ligand,6.28,7.49,7.8544,307.378296,-140.098,6.582053,5.92,6.226,6.582053
2579,4rd3_ligand,6.47,7.69,7.9378,314.573364,-145.507,6.929516,6.04,6.505,6.929516
2580,4ra1_ligand,5.94,5.62,4.2894,239.313156,-98.596,5.12349,5.64,4.763,5.12349
2581,4rak_ligand,7.85,8.85,8.5538,502.067993,-158.683,8.561173,8.35,9.95,8.561173
2582,4rfm_ligand,10.0,9.09,7.4233,389.279663,-159.758,8.436466,7.48,9.208,8.436466
2583,4rfr_ligand,6.54,7.65,5.8895,305.216446,-85.24,6.920601,6.82,6.426,6.920601
2584,4qnb_ligand,6.59,7.84,6.7755,473.267609,-154.408,7.381833,7.52,7.852,7.381833
2585,4re2_ligand,4.98,4.47,3.4402,207.536392,-60.985,3.677456,5.5,3.276,3.677456
2586,4re4_ligand,6.87,5.47,4.8049,184.286942,-70.221,3.881488,5.11,5.579,3.881488
2587,4rj8_ligand,7.77,7.5,6.9906,392.045837,-142.042,6.024304,6.85,8.201,6.024304
2588,4rqk_ligand,5.82,5.48,4.9234,306.200409,-81.516,4.737889,5.87,2.904,4.737889
2589,4rr6_ligand,6.0,6.1,5.3509,383.71254,-160.683,6.200073,6.31,5.084,6.200073
2590,4rqv_ligand,5.05,5.9,4.2399,317.364059,-79.316,5.179252,6.25,5.497,5.179252
2591,4rpn_ligand,6.96,5.96,4.2152,245.462479,-55.413,4.721393,5.81,8.723,4.993204
2592,4rsk_ligand,4.32,4.05,2.6672,213.788345,-87.238,3.394575,5.08,5.203,3.394575
2593,4rpo_ligand,7.64,5.84,3.8695,218.467804,-53.563,4.829883,5.56,7.853,4.829883
2594,4rra_ligand,4.87,6.13,5.3318,392.021942,-163.761,6.083695,6.38,5.713,6.083695
2595,4rlt_ligand,4.96,6.3,4.2409,314.204605,-79.307,5.699516,6.32,2.648,5.699516
2596,4rvr_ligand,6.87,5.12,4.5933,290.722198,-86.319,4.510726,5.92,4.366,4.510726
2597,4rlu_ligand,4.82,6.44,0.6499,317.0728,-84.686,5.555007,6.36,6.724,5.555007
2598,4rlw_ligand,4.87,6.48,3.393,328.453705,-83.897,5.437016,6.22,6.187,5.437016
2599,4rrf_ligand,3.62,6.37,6.0177,374.437973,-153.285,6.346694,6.21,5.335,6.346694
2600,4rhx_ligand,5.8,6.0,6.7015,439.819641,-135.979,5.255997,5.81,4.111,5.255997
2601,4rrg_ligand,2.81,5.17,3.9762,377.602783,-133.815,4.945117,5.98,5.41,4.945117
2602,4r0a_ligand,4.26,6.25,4.5133,264.992416,-88.948,5.768218,5.57,4.742,5.768218
2603,4sga_ligand,7.3,6.76,6.3322,368.871826,-150.329,5.384553,6.54,6.729,5.384553
2604,4tjz_ligand,5.97,4.52,2.9226,253.313141,-54.104,3.050799,5.2,3.63,3.050799
2605,4tkb_ligand,5.59,5.45,2.9685,299.755844,-66.117,3.16368,5.34,4.942,3.16368
2606,4tkh_ligand,5.74,6.04,3.2842,336.904205,-78.448,3.588754,5.59,4.98,3.588754
2607,4tkj_ligand,6.04,6.57,3.7108,381.475189,-96.771,3.813732,5.86,6.344,3.813732
2608,4rww_ligand,5.85,8.01,8.3196,422.414948,-182.84,8.949721,7.17,6.485,8.949721
2609,4tqn_ligand,6.11,5.64,4.9556,288.543991,-86.607,5.12574,6.19,4.333,5.12574
2610,4tpw_ligand,4.69,4.04,5.6563,293.264923,-71.696,3.771129,5.88,7.938,3.771129
2611,4s1g_ligand,9.22,8.15,8.5639,433.637756,-163.704,7.489223,7.35,7.445,7.489223
2612,4rwj_ligand,8.7,8.59,8.0008,467.958984,-162.977,7.481056,7.5,7.6,7.481056
2613,4tmk_ligand,7.7,6.33,10.9666,634.573669,-216.212,7.394274,7.58,5.842,7.394274
2614,4tte_ligand,3.69,4.27,3.4886,231.01799,-57.81,3.834861,5.41,3.154,3.834861
2615,4tu4_ligand,3.76,5.34,4.8771,315.044006,-93.892,4.646569,5.99,3.867,4.646569
2616,4ryd_ligand,11.3,6.98,11.4323,580.836487,-213.915,6.220286,7.53,9.388,6.220286
2617,4tim_ligand,2.16,2.87,2.7629,195.949417,-43.521,2.277757,4.77,4.249,2.277757
2618,4tun_ligand,5.41,0.14,0.5125,215.212524,-23.099,-0.323292,4.56,-0.513,-0.323292
2619,4qij_ligand,5.54,8.35,9.7652,714.086609,-247.856,7.74632,8.56,7.212,7.74632
2620,4tz2_ligand,3.46,5.65,3.6979,240.412659,-79.036,4.661701,6.05,3.84,4.661701
2621,4std_ligand,10.3,8.19,5.3452,357.383377,-102.97,7.332009,6.86,9.121,7.348189
2622,4trc_ligand,4.52,2.78,3.2989,151.651215,-45.26,2.644304,4.62,5.939,2.644304
2623,4ty6_ligand,7.52,7.49,7.8127,401.820496,-154.255,6.572999,7.07,6.596,6.572999
2624,4ty7_ligand,9.52,7.81,7.5935,430.513702,-168.377,6.918739,7.38,8.838,6.918739
2625,4u8w_ligand,11.2,7.12,6.1229,540.761902,-179.268,5.378138,7.72,7.116,5.378138
2626,4ts1_ligand,4.94,4.03,2.3301,214.424683,-52.701,3.279113,5.23,4.979,3.279113
2627,4u5s_ligand,2.41,3.4,2.5008,438.595917,-124.055,2.879384,5.33,5.894,2.879384
2628,4u5o_ligand,2.42,2.91,2.72,252.840637,-68.842,2.72121,4.94,5.904,2.72121
2629,4u5n_ligand,2.48,4.81,3.8375,412.680664,-141.231,4.000367,6.11,7.576,4.000367
2630,4ucc_ligand,4.32,4.47,3.792,234.868484,-57.834,4.064406,5.25,7.595,4.064406
2631,4ua8_ligand,6.26,5.74,0.0941,430.723419,-163.104,6.092023,6.66,3.549,6.092023
2632,4u54_ligand,2.06,2.72,2.1871,161.845337,-50.017,2.612427,4.77,4.349,2.612427
2633,4uac_ligand,6.54,5.28,1.6861,538.075256,-184.335,6.615887,7.3,4.325,6.615887
2634,4u0w_ligand,3.0,7.07,6.7555,302.480148,-111.429,6.481041,6.23,6.011,6.481041
2635,4u43_ligand,4.32,5.57,4.1542,273.199463,-88.45,4.786716,5.65,5.726,4.786716
2636,4ufi_ligand,6.2,5.57,0.4678,180.380066,-63.594,4.052881,5.11,6.037,4.052881
2637,4uc5_ligand,5.48,5.31,4.735,242.234924,-88.349,5.080506,5.79,4.187,5.080506
2638,4uin_ligand,7.62,6.35,6.0843,338.426788,-120.537,5.748094,5.94,6.539,5.748094
2639,4uj1_ligand,6.52,6.77,7.6112,366.735657,-115.829,6.142962,6.76,6.009,6.142962
2640,4uj2_ligand,7.1,7.49,8.6409,381.891083,-130.143,6.876474,6.92,6.234,6.876474
2641,4ujb_ligand,8.0,7.32,7.3838,376.423294,-127.528,7.096972,6.86,6.872,7.096972
2642,4ufj_ligand,4.28,5.35,4.089,184.690918,-72.872,4.841972,5.31,2.523,4.841972
2643,4uja_ligand,9.05,7.0,8.8882,375.951111,-127.236,5.769509,6.76,3.553,5.769509
2644,4ual_ligand,8.4,7.79,6.7705,375.646179,-115.517,6.528468,6.39,8.873,6.528468
2645,4ufk_ligand,3.89,5.28,1.2367,172.743729,-54.841,3.810359,4.93,3.368,3.810359
2646,4u0f_ligand,5.92,7.1,5.2,278.25499,-96.602,6.242661,6.14,6.135,6.242661
2647,4ufm_ligand,3.72,5.78,4.4131,190.434219,-74.665,4.663123,5.28,3.578,4.663123
2648,4uye_ligand,8.02,6.05,5.0021,325.958557,-115.238,5.358768,5.9,3.484,5.358768
2649,4unp_ligand,3.23,5.65,4.6303,273.211441,-87.598,5.210843,6.0,6.85,5.210843
2650,4uyf_ligand,7.6,6.66,6.3091,323.613525,-92.827,6.58794,7.09,5.952,6.58794
2651,4und_ligand,8.96,8.3,7.1471,341.181427,-115.469,7.989545,6.74,8.166,7.989545
2652,4uof_ligand,4.84,5.01,3.7149,330.097198,-81.547,4.705088,5.18,4.484,4.705088
2653,4us3_ligand,5.32,7.77,6.129,255.889526,-102.934,6.681943,6.17,5.842,6.681943
2654,4v01_ligand,8.11,9.27,10.5339,561.781555,-210.188,9.282559,8.51,7.844,9.282559
2655,4v27_ligand,6.66,4.85,3.4977,275.234421,-104.401,4.091386,5.33,5.028,4.091386
2656,4w9c_ligand,4.65,6.47,4.9856,315.322174,-128.186,5.36489,6.4,7.187,5.36489
2657,4v24_ligand,8.37,9.42,10.1015,596.652466,-178.359,8.371004,8.31,9.516,8.371004
2658,4w9d_ligand,4.99,6.71,5.1934,328.538361,-130.217,5.687324,6.59,7.205,5.687324
2659,4w9f_ligand,5.49,7.28,5.7837,337.556335,-127.661,5.717471,6.64,6.991,5.717471
2660,4ury_ligand,2.22,6.21,4.8905,286.92897,-103.335,5.152236,5.86,5.376,5.152236
2661,4urz_ligand,2.52,6.74,5.4181,291.163452,-117.64,5.762522,5.99,4.221,5.762522
2662,4w9h_ligand,6.73,7.57,6.2109,389.341156,-138.935,5.84827,6.96,7.718,5.84827
2663,4w9p_ligand,7.8,7.39,6.4363,413.115753,-157.567,6.263658,6.79,5.885,6.32
2664,4w9o_ligand,7.77,7.07,6.3481,410.497437,-150.148,6.002962,6.69,5.656,6.098768
2665,4w52_ligand,3.76,3.46,2.9142,157.001785,-44.135,3.725609,5.1,3.44,3.725609
2666,4uma_ligand,5.41,3.66,4.6136,184.490204,-41.915,2.71574,4.97,5.949,2.71574
2667,4uoh_ligand,4.77,5.57,3.6287,332.318909,-96.86,5.286518,5.32,3.869,5.286518
2668,4w9i_ligand,5.96,7.42,5.8786,348.674438,-141.406,5.975594,6.58,7.118,5.975594
2669,4wiv_ligand,6.26,6.15,4.8216,299.275726,-85.335,5.619054,6.48,5.664,5.619054
2670,4w9k_ligand,6.54,7.67,6.6743,438.113708,-164.462,6.286342,7.41,7.479,6.286342
2671,4w9j_ligand,6.23,7.44,6.587,455.087036,-169.989,5.795293,7.34,7.962,5.795293
2672,4umb_ligand,4.0,4.3,5.1984,177.268799,-41.627,3.077749,4.94,7.056,3.077749
2673,4wa9_ligand,8.42,8.31,8.2502,426.991241,-150.061,7.555968,7.36,7.923,7.555968
2674,4w9l_ligand,5.02,7.63,6.6746,443.145569,-172.676,5.860418,7.48,8.308,5.860418
2675,4wn5_ligand,7.41,6.78,4.854,500.779846,-138.327,5.228614,6.65,6.524,5.228614
2676,4wk1_ligand,5.89,7.58,6.8361,440.103149,-157.069,8.606562,6.74,5.664,8.606562
2677,4wt2_ligand,10.4,7.89,8.28,577.411743,-170.463,7.192852,8.48,9.136,7.192852
2678,4x5p_ligand,8.21,6.82,5.0271,276.257782,-94.326,5.093768,6.37,5.411,5.093768
2679,4wov_ligand,7.14,6.48,5.539,360.393036,-119.347,5.297067,5.89,5.465,5.297067
2680,4x5q_ligand,9.0,7.65,4.8479,307.13324,-111.518,6.231349,6.52,5.354,6.231349
2681,4umc_ligand,3.44,4.24,4.3837,183.313873,-38.236,3.051635,4.89,7.626,3.051635
2682,4x5r_ligand,7.85,6.09,5.2978,316.314026,-104.363,5.125029,6.19,6.414,5.125029
2683,4w97_ligand,7.1,7.84,9.7176,741.318298,-214.032,7.230205,8.12,7.164,7.230205
2684,4wkp_ligand,9.55,6.31,5.6431,414.85321,-143.258,5.393394,6.26,9.263,5.393394
2685,4wko_ligand,9.47,7.18,6.1183,408.713501,-146.037,5.869413,6.58,9.452,5.869413
2686,4wkn_ligand,9.72,7.78,6.9666,347.783051,-126.168,6.01478,6.31,7.475,6.01478
2687,4wkb_ligand,11.6,7.86,6.8474,348.90535,-120.93,6.180931,6.25,7.602,6.180931
2688,4wrb_ligand,6.19,7.63,6.4413,299.871368,-114.604,6.18,6.76,2.609,6.18
2689,4wop_ligand,4.76,5.64,4.1883,292.819275,-103.258,4.955367,5.43,5.925,4.955367
2690,4x6m_ligand,8.24,8.51,7.9689,456.007324,-188.502,7.683629,7.5,8.572,7.683629
2691,4x6n_ligand,8.82,8.7,8.4309,477.308411,-194.447,8.036613,7.91,10.347,8.036613
2692,4x50_ligand,7.75,7.23,1.0964,269.369797,-94.558,5.777412,6.25,5.652,5.777412
2693,4x6o_ligand,8.72,8.25,9.2072,500.582001,-191.907,7.343196,7.86,8.356,7.343196
2694,4x8u_ligand,2.46,3.78,3.9734,204.638474,-75.988,3.815418,5.29,1.787,3.815418
2695,4x8v_ligand,6.89,7.13,7.5874,518.021973,-178.869,6.28206,7.32,8.356,6.28206
2696,4xiq_ligand,7.07,8.82,6.8489,372.289581,-115.843,8.365594,7.14,8.031,8.365594
2697,4x8o_ligand,6.6,9.42,16.9892,790.552917,-282.624,10.524348,9.42,4.933,10.524348
2698,4xip_ligand,6.63,7.75,6.0037,362.524246,-103.503,7.391716,7.03,7.598,7.391716
2699,4x5y_ligand,8.03,7.48,6.9273,432.030518,-133.36,6.279765,6.83,9.045,6.279765
2700,4x5z_ligand,7.63,6.74,6.0548,368.921936,-107.16,5.973878,6.25,8.232,5.973878
2701,4xir_ligand,6.94,8.48,7.2345,437.286713,-121.85,8.066782,7.56,8.098,8.066782
2702,4xo8_ligand,8.96,5.63,1.9669,249.76358,-86.63,4.094809,5.41,4.447,4.094809
2703,4x24_ligand,9.78,7.98,7.0927,349.866653,-131.582,6.77371,6.26,8.836,6.77371
2704,4xoc_ligand,8.52,6.25,2.4414,271.451889,-89.935,4.243732,5.51,5.876,4.243732
2705,4xit_ligand,7.27,9.32,7.6125,456.034576,-125.519,8.902581,7.57,8.774,8.902581
2706,4xas_ligand,6.59,7.27,7.5309,247.249405,-113.814,6.453013,6.2,6.682,6.453013
2707,4xaq_ligand,7.14,6.84,6.6229,217.81398,-104.734,5.958827,5.98,6.08,5.958827
2708,4xar_ligand,6.97,6.75,7.7426,216.613205,-103.571,5.856122,5.97,6.124,5.856122
2709,4xmb_ligand,7.36,8.2,7.2919,476.849579,-142.106,7.14651,7.34,6.838,7.14651
2710,4xoe_ligand,5.0,6.43,2.7411,288.759232,-96.305,4.543336,5.66,5.715,4.543336
2711,4xt2_ligand,7.15,9.48,8.5584,413.646271,-130.63,8.478336,7.48,7.815,8.685667
2712,4xtv_ligand,9.27,9.52,11.1727,531.866547,-255.181,9.311701,8.15,5.914,9.311701
2713,4xtw_ligand,9.03,8.7,10.2665,549.865906,-237.363,8.621327,7.81,5.582,8.621327
2714,4xk9_ligand,9.07,11.55,10.1512,550.424255,-193.05,11.917647,9.41,9.703,11.917647
2715,4xy8_ligand,6.4,5.7,3.7118,286.18483,-96.313,5.251774,5.75,4.193,5.251774
2716,4xtx_ligand,10.6,8.76,8.3026,559.489807,-241.864,8.711694,8.01,5.372,8.711694
2717,4xya_ligand,5.86,6.06,5.0712,268.021408,-83.468,5.431694,5.84,5.365,5.431694
2718,4xmr_ligand,4.07,5.37,5.9512,202.278137,-64.021,4.33107,5.37,4.781,4.33107
2719,4xty_ligand,9.21,9.21,11.0106,538.27005,-249.202,9.228006,8.09,5.727,9.228006
2720,4xtz_ligand,9.82,8.81,10.2367,552.109955,-237.239,8.737529,7.79,6.332,8.737529
2721,4xu1_ligand,9.49,9.27,10.7996,539.663727,-242.065,9.201158,7.94,3.888,9.201158
2722,4xu0_ligand,9.11,8.64,9.3915,545.849548,-244.169,8.517881,8.12,5.281,8.517881
2723,4xu2_ligand,9.23,8.22,7.7067,541.859497,-242.267,8.095469,7.96,5.964,8.095469
2724,4xu3_ligand,9.5,7.02,5.7054,533.684753,-224.903,6.82893,7.44,5.044,6.82893
2725,4y0a_ligand,2.31,4.17,3.2727,216.839111,-61.91,4.047661,5.3,4.358,4.047661
2726,4y3y_ligand,2.35,3.25,4.107,171.766235,-35.995,2.067405,4.55,5.08,2.067405
2727,4y3j_ligand,2.17,2.69,2.3565,192.975327,-44.0,2.487852,4.43,3.752,2.487852
2728,4xxh_ligand,5.0,5.61,1.0849,404.714172,-129.622,6.390022,6.47,3.144,6.390022
2729,4y4j_ligand,2.47,2.23,1.2123,201.960068,-25.777,2.071928,4.83,3.783,2.071928
2730,4yc0_ligand,4.13,6.1,5.3614,235.920059,-83.113,5.84239,5.51,5.983,5.84239
2731,4y8x_ligand,8.43,8.06,9.4325,498.773132,-194.153,7.238138,8.07,8.245,7.238138
2732,4y79_ligand,7.96,6.62,6.64,386.219635,-150.502,5.193548,6.25,7.426,5.193548
2733,4yk0_ligand,3.74,4.7,3.7518,197.786957,-55.78,4.264677,5.31,2.156,4.264677
2734,4ybk_ligand,7.82,7.95,7.9097,503.825287,-178.827,6.97706,7.92,7.771,6.97706
2735,4yes_ligand,8.02,7.68,7.5176,366.468933,-151.806,6.929963,6.86,7.47,6.929963
2736,4y2q_ligand,2.92,5.4,3.3141,264.817856,-88.226,4.570755,5.59,9.87,4.570755
2737,4y5d_ligand,5.92,7.52,7.1147,306.099091,-125.586,6.659831,6.77,6.52,6.659831
2738,4y59_ligand,5.24,5.95,5.8985,281.198532,-105.158,5.58184,6.63,6.092,5.58184
2739,4yho_ligand,10.7,7.63,6.9019,416.209595,-143.054,6.866048,6.87,7.963,6.866048
2740,4yb5_ligand,4.71,5.55,4.9093,200.873962,-83.369,4.436994,5.29,6.495,4.436994
2741,4yhm_ligand,9.76,6.66,6.1683,402.599182,-135.907,5.878724,6.77,8.031,5.878724
2742,4ymx_ligand,7.1,6.28,8.8822,233.260452,-95.76,5.161246,5.64,6.965,5.161246
2743,4ynl_ligand,4.62,4.81,8.1892,440.273315,-167.806,4.0075,5.71,9.214,4.0075
2744,4ykj_ligand,4.43,4.16,5.5615,131.886841,-55.835,3.346657,4.98,4.615,3.346657
2745,4ymq_ligand,5.8,7.95,6.1398,572.78952,-180.303,6.987097,7.65,9.067,6.987097
2746,4ykk_ligand,2.77,4.37,4.917,133.074692,-51.552,2.933167,4.89,5.358,2.933167
2747,4ymg_ligand,4.68,5.17,7.6897,437.33667,-193.091,6.105872,6.58,5.721,6.105872
2748,4yml_ligand,8.35,8.32,7.495,345.267471,-123.974,6.315029,6.24,7.284,6.315029
2749,4ymh_ligand,6.46,5.7,8.1334,407.262238,-175.155,6.484934,6.48,5.986,6.484934
2750,4ymb_ligand,6.21,6.31,7.1144,317.665268,-107.485,5.75132,6.15,6.022,5.75132
2751,4ytc_ligand,7.89,7.12,5.5309,350.124786,-117.798,6.43349,6.81,8.684,6.43349
2752,4ynb_ligand,10.4,8.42,8.4419,392.034058,-144.242,7.007089,6.68,9.739,7.007089
2753,4z0k_ligand,6.34,7.45,7.3168,362.537842,-121.348,7.032185,7.07,8.785,7.032185
2754,4yzu_ligand,5.05,7.43,6.5178,353.915222,-121.31,6.538886,6.53,7.129,6.538886
2755,4yth_ligand,8.7,7.12,4.471,368.810532,-110.667,5.966562,6.24,4.661,5.966562
2756,4z93_ligand,7.35,7.1,5.7288,334.348755,-102.582,6.531334,6.61,8.167,6.531334
2757,4ysl_ligand,5.8,4.11,3.1886,306.450012,-81.719,3.828196,5.13,4.686,3.828196
2758,4zbi_ligand,6.51,8.4,8.3026,397.575439,-147.765,7.849985,7.75,6.991,7.849985
2759,4zbf_ligand,7.13,8.17,4.4737,412.353088,-148.141,7.681957,7.68,7.398,7.681957
