Receptor	Ligand	XScore_Score_pK	Energy	HPScore	HMScore	HSScore
4elf_protein	4elf_ligand	7.820000	-10.660000	8.03	8.31	7.11	
4elg_protein	4elg_ligand	7.940000	-10.820000	8.07	8.44	7.30	
4elh_protein	4elh_ligand	7.560000	-10.310000	7.49	8.20	6.99	
4ef6_protein	4ef6_ligand	5.340000	-7.290000	5.32	5.30	5.41	
4efk_protein	4efk_ligand	4.460000	-6.080000	4.49	4.59	4.29	
4emf_protein	4emf_ligand	5.510000	-7.520000	5.55	5.64	5.34	
4emr_protein	4emr_ligand	5.650000	-7.700000	5.71	5.78	5.46	
4epy_protein	4epy_ligand	5.700000	-7.780000	5.79	5.54	5.78	
4ek9_protein	4ek9_ligand	5.840000	-7.970000	5.82	6.01	5.69	
4erf_protein	4erf_ligand	6.850000	-9.340000	6.35	7.80	6.39	
4e70_protein	4e70_ligand	5.650000	-7.710000	5.86	5.90	5.20	
4er1_protein	4er1_ligand	9.190000	-12.530000	8.98	9.84	8.74	
4er2_protein	4er2_ligand	7.480000	-10.210000	6.93	8.16	7.36	
4etz_protein	4etz_ligand	5.690000	-7.750000	5.61	5.91	5.54	
4eu0_protein	4eu0_ligand	5.600000	-7.640000	5.53	5.82	5.45	
4ew2_protein	4ew2_ligand	6.330000	-8.630000	6.22	6.94	5.82	
4euo_protein	4euo_ligand	4.750000	-6.470000	4.84	4.82	4.57	
4ewn_protein	4ewn_ligand	5.290000	-7.210000	5.29	5.40	5.18	
4eb8_protein	4eb8_ligand	5.870000	-8.010000	5.95	6.00	5.67	
4ezx_protein	4ezx_ligand	6.500000	-8.870000	6.37	6.77	6.37	
4e0x_protein	4e0x_ligand	5.730000	-7.820000	5.64	5.88	5.68	
4dy6_protein	4dy6_ligand	6.360000	-8.680000	6.40	6.55	6.13	
4eor_protein	4eor_ligand	6.620000	-9.030000	6.45	6.88	6.54	
4f1l_protein	4f1l_ligand	6.200000	-8.450000	6.20	6.41	5.98	
4en4_protein	4en4_ligand	4.780000	-6.520000	4.75	4.95	4.64	
4f0c_protein	4f0c_ligand	6.120000	-8.350000	6.23	6.13	6.00	
4eoh_protein	4eoh_ligand	4.540000	-6.190000	4.53	4.66	4.42	
4eo8_protein	4eo8_ligand	6.620000	-9.030000	6.37	7.01	6.50	
4eo6_protein	4eo6_ligand	6.820000	-9.300000	6.40	7.44	6.61	
4f7v_protein	4f7v_ligand	7.760000	-10.590000	7.54	8.09	7.66	
4fcq_protein	4fcq_ligand	6.500000	-8.860000	6.61	6.57	6.31	
4f2w_protein	4f2w_ligand	6.210000	-8.470000	6.37	6.28	5.99	
4f3c_protein	4f3c_ligand	6.820000	-9.310000	7.02	6.93	6.52	
4f5y_protein	4f5y_ligand	6.880000	-9.380000	6.79	7.11	6.73	
4f6u_protein	4f6u_ligand	7.660000	-10.450000	7.58	7.58	7.82	
4fht_protein	4fht_ligand	5.700000	-7.780000	5.61	5.92	5.58	
4f09_protein	4f09_ligand	5.650000	-7.700000	5.63	5.75	5.56	
4fev_protein	4fev_ligand	6.480000	-8.830000	6.02	7.04	6.36	
4f3k_protein	4f3k_ligand	6.440000	-8.790000	6.70	6.50	6.12	
4f6w_protein	4f6w_ligand	9.600000	-13.100000	9.02	9.90	9.88	
4f9y_protein	4f9y_ligand	7.020000	-9.580000	6.95	7.70	6.42	
4flp_protein	4flp_ligand	6.710000	-9.150000	6.36	7.44	6.32	
4fk6_protein	4fk6_ligand	6.200000	-8.460000	6.32	6.11	6.18	
4g0p_protein	4g0p_ligand	4.770000	-6.510000	4.77	4.92	4.63	
4ffs_protein	4ffs_ligand	6.840000	-9.340000	7.00	7.02	6.51	
4g0q_protein	4g0q_ligand	4.850000	-6.610000	4.80	5.09	4.65	
4g0y_protein	4g0y_ligand	4.830000	-6.590000	4.82	5.01	4.67	
4fl1_protein	4fl1_ligand	5.290000	-7.220000	5.30	5.48	5.11	
4g0z_protein	4g0z_ligand	4.790000	-6.530000	4.79	4.95	4.63	
4fxp_protein	4fxp_ligand	6.050000	-8.260000	5.98	6.31	5.87	
4fsl_protein	4fsl_ligand	7.350000	-10.020000	7.07	7.47	7.50	
4g8v_protein	4g8v_ligand	5.140000	-7.010000	5.15	5.25	5.01	
4g4p_protein	4g4p_ligand	5.320000	-7.250000	5.30	5.48	5.17	
4ezr_protein	4ezr_ligand	7.230000	-9.860000	6.98	7.44	7.27	
4g8y_protein	4g8y_ligand	5.180000	-7.060000	5.17	5.24	5.12	
4g90_protein	4g90_ligand	5.050000	-6.890000	5.07	5.19	4.90	
4g8m_protein	4g8m_ligand	5.680000	-7.750000	5.60	5.89	5.55	
4ezz_protein	4ezz_ligand	7.680000	-10.480000	7.24	8.21	7.60	
4g95_protein	4g95_ligand	6.260000	-8.540000	6.03	6.85	5.91	
4fxq_protein	4fxq_ligand	6.230000	-8.500000	6.37	6.04	6.29	
4ggz_protein	4ggz_ligand	6.120000	-8.340000	6.28	6.21	5.85	
4fzj_protein	4fzj_ligand	4.340000	-5.920000	4.25	4.54	4.23	
4ge1_protein	4ge1_ligand	5.120000	-6.990000	5.33	5.05	4.98	
4e1k_protein	4e1k_ligand	6.940000	-9.460000	6.88	7.12	6.81	
4ghi_protein	4ghi_ligand	6.660000	-9.080000	6.54	6.97	6.48	
4gfo_protein	4gfo_ligand	5.960000	-8.130000	5.73	6.11	6.05	
4gg7_protein	4gg7_ligand	7.050000	-9.610000	6.99	7.60	6.55	
4gfm_protein	4gfm_ligand	5.980000	-8.160000	5.71	6.17	6.08	
4gah_protein	4gah_ligand	6.310000	-8.610000	6.39	6.38	6.16	
4fl2_protein	4fl2_ligand	6.100000	-8.310000	6.08	6.31	5.90	
4g5f_protein	4g5f_ligand	5.220000	-7.120000	5.09	5.46	5.11	
4g8n_protein	4g8n_ligand	5.590000	-7.630000	5.57	5.65	5.57	
4gih_protein	4gih_ligand	6.630000	-9.040000	6.24	6.89	6.75	
4gii_protein	4gii_ligand	6.690000	-9.120000	6.32	6.99	6.75	
4gqp_protein	4gqp_ligand	5.850000	-7.980000	6.06	5.96	5.52	
4gj2_protein	4gj2_ligand	6.570000	-8.960000	6.26	6.82	6.63	
4gj3_protein	4gj3_ligand	6.660000	-9.090000	6.35	6.99	6.65	
4gny_protein	4gny_ligand	5.490000	-7.490000	5.98	5.53	4.96	
4gid_protein	4gid_ligand	9.470000	-12.910000	9.34	9.54	9.52	
4fs4_protein	4fs4_ligand	6.540000	-8.930000	6.36	7.03	6.24	
4gu9_protein	4gu9_ligand	5.340000	-7.290000	5.24	5.55	5.24	
4gkm_protein	4gkm_ligand	6.430000	-8.770000	6.18	6.85	6.25	
4gue_protein	4gue_ligand	7.010000	-9.560000	6.99	7.37	6.66	
4gq4_protein	4gq4_ligand	6.270000	-8.550000	6.08	6.57	6.16	
4h42_protein	4h42_ligand	5.050000	-6.890000	5.06	5.08	5.02	
4h3f_protein	4h3f_ligand	7.070000	-9.640000	6.85	7.50	6.85	
4h3g_protein	4h3g_ligand	7.020000	-9.570000	6.82	7.40	6.83	
4gu6_protein	4gu6_ligand	6.730000	-9.180000	6.66	7.09	6.45	
4gqq_protein	4gqq_ligand	5.030000	-6.860000	4.92	5.23	4.94	
4gqr_protein	4gqr_ligand	5.630000	-7.680000	5.46	6.15	5.27	
4h3j_protein	4h3j_ligand	7.210000	-9.840000	6.92	7.71	7.00	
4h75_protein	4h75_ligand	6.180000	-8.420000	6.05	6.92	5.56	
4hbm_protein	4hbm_ligand	7.110000	-9.700000	6.84	7.81	6.68	
4hdb_protein	4hdb_ligand	7.840000	-10.690000	7.72	8.33	7.45	
4hdf_protein	4hdf_ligand	7.620000	-10.400000	7.40	8.19	7.28	
4hdp_protein	4hdp_ligand	7.860000	-10.720000	7.71	8.36	7.50	
4heg_protein	4heg_ligand	7.760000	-10.590000	7.61	8.27	7.41	
4hp0_protein	4hp0_ligand	6.440000	-8.780000	6.39	6.55	6.36	
4hla_protein	4hla_ligand	7.580000	-10.340000	7.45	8.07	7.23	
4hfp_protein	4hfp_ligand	6.670000	-9.100000	6.52	6.98	6.52	
4ha5_protein	4ha5_ligand	5.960000	-8.140000	5.70	6.39	5.80	
4hpi_protein	4hpi_ligand	5.890000	-8.030000	5.87	6.05	5.75	
4hge_protein	4hge_ligand	6.580000	-8.970000	6.34	6.67	6.72	
4h7q_protein	4h7q_ligand	5.060000	-6.900000	5.00	5.15	5.04	
4hw3_protein	4hw3_ligand	7.170000	-9.780000	7.32	7.46	6.74	
4i7j_protein	4i7j_ligand	5.100000	-6.960000	5.16	5.22	4.94	
4hj2_protein	4hj2_ligand	6.430000	-8.780000	6.64	6.61	6.06	
4h81_protein	4h81_ligand	5.710000	-7.780000	5.76	5.90	5.45	
4fys_protein	4fys_ligand	7.510000	-10.250000	7.42	7.36	7.76	
4i7k_protein	4i7k_ligand	5.360000	-7.310000	5.43	5.43	5.21	
4hy1_protein	4hy1_ligand	6.620000	-9.030000	6.49	6.72	6.66	
4hzm_protein	4hzm_ligand	5.050000	-6.890000	4.86	5.26	5.03	
4i7l_protein	4i7l_ligand	5.150000	-7.030000	5.19	5.30	4.97	
4h85_protein	4h85_ligand	5.230000	-7.130000	5.09	5.43	5.16	
4i5c_protein	4i5c_ligand	6.010000	-8.200000	6.06	6.08	5.89	
4hym_protein	4hym_ligand	6.290000	-8.580000	6.17	6.43	6.27	
4i7p_protein	4i7p_ligand	4.570000	-6.240000	4.44	4.79	4.49	
4i7m_protein	4i7m_ligand	5.620000	-7.660000	5.76	5.69	5.40	
4i8w_protein	4i8w_ligand	7.580000	-10.330000	7.47	8.06	7.20	
4ibb_protein	4ibb_ligand	6.400000	-8.730000	6.11	7.13	5.95	
4ibc_protein	4ibc_ligand	6.730000	-9.180000	6.23	7.76	6.20	
4i8z_protein	4i8z_ligand	7.610000	-10.370000	7.45	8.18	7.18	
4ibd_protein	4ibd_ligand	6.320000	-8.620000	6.05	6.68	6.22	
4ibe_protein	4ibe_ligand	6.410000	-8.740000	5.90	7.25	6.07	
4ibf_protein	4ibf_ligand	6.110000	-8.330000	5.69	6.78	5.85	
4ibi_protein	4ibi_ligand	6.900000	-9.410000	6.54	7.88	6.28	
4ibg_protein	4ibg_ligand	6.840000	-9.330000	6.47	7.68	6.36	
4ibj_protein	4ibj_ligand	6.870000	-9.380000	6.79	7.46	6.37	
4i8n_protein	4i8n_ligand	6.500000	-8.870000	6.33	7.02	6.16	
4ibk_protein	4ibk_ligand	6.560000	-8.950000	6.15	7.39	6.15	
4i3z_protein	4i3z_ligand	5.630000	-7.680000	5.58	5.87	5.44	
4i54_protein	4i54_ligand	6.610000	-9.020000	6.37	6.95	6.51	
4ieh_protein	4ieh_ligand	8.720000	-11.900000	8.53	9.61	8.02	
4ih5_protein	4ih5_ligand	5.610000	-7.650000	5.47	5.95	5.41	
4ih6_protein	4ih6_ligand	6.550000	-8.940000	6.14	7.14	6.38	
4ij1_protein	4ij1_ligand	6.160000	-8.410000	6.01	6.46	6.02	
4io2_protein	4io2_ligand	5.100000	-6.950000	5.02	5.24	5.03	
4ido_protein	4ido_ligand	6.700000	-9.140000	6.58	7.03	6.51	
4idn_protein	4idn_ligand	7.260000	-9.900000	7.11	7.63	7.05	
4io3_protein	4io3_ligand	5.000000	-6.820000	4.88	5.24	4.89	
4io5_protein	4io5_ligand	4.860000	-6.630000	4.61	5.16	4.81	
4io6_protein	4io6_ligand	4.950000	-6.760000	4.90	5.07	4.89	
4gzw_protein	4gzw_ligand	4.970000	-6.780000	4.99	4.92	4.99	
4io4_protein	4io4_ligand	4.830000	-6.590000	4.68	5.13	4.67	
4gzx_protein	4gzx_ligand	4.930000	-6.730000	4.97	4.85	4.98	
4gzp_protein	4gzp_ligand	5.610000	-7.650000	5.35	5.62	5.87	
4io7_protein	4io7_ligand	5.570000	-7.600000	5.56	5.48	5.68	
4ish_protein	4ish_ligand	7.300000	-9.960000	7.11	7.77	7.03	
4isi_protein	4isi_ligand	7.130000	-9.720000	6.80	7.22	7.37	
4i9u_protein	4i9u_ligand	5.520000	-7.530000	5.34	5.88	5.34	
4iva_protein	4iva_ligand	6.150000	-8.390000	6.01	6.41	6.02	
4ivb_protein	4ivb_ligand	6.380000	-8.700000	6.22	6.64	6.27	
4ivc_protein	4ivc_ligand	6.530000	-8.910000	6.40	6.74	6.45	
4isu_protein	4isu_ligand	5.280000	-7.200000	5.11	5.64	5.09	
4j7d_protein	4j7d_ligand	7.430000	-10.130000	6.56	8.97	6.76	
4iuo_protein	4iuo_ligand	5.580000	-7.610000	5.46	5.84	5.45	
4ipi_protein	4ipi_ligand	4.560000	-6.210000	4.50	4.69	4.48	
4j7e_protein	4j7e_ligand	6.250000	-8.520000	5.74	7.27	5.74	
4i9h_protein	4i9h_ligand	7.580000	-10.340000	7.43	8.22	7.08	
4ipj_protein	4ipj_ligand	4.560000	-6.210000	4.48	4.72	4.47	
4j93_protein	4j93_ligand	5.960000	-8.130000	5.93	6.30	5.65	
4jfk_protein	4jfk_ligand	6.810000	-9.290000	6.94	6.92	6.56	
4gzt_protein	4gzt_ligand	5.420000	-7.390000	5.17	5.50	5.59	
4jfm_protein	4jfm_ligand	5.590000	-7.630000	5.69	5.88	5.22	
4jkw_protein	4jkw_ligand	4.370000	-5.960000	4.47	4.37	4.26	
4ivd_protein	4ivd_ligand	6.460000	-8.810000	6.35	6.63	6.39	
4jal_protein	4jal_ligand	6.170000	-8.420000	6.17	6.28	6.07	
4jwk_protein	4jwk_ligand	4.890000	-6.670000	4.84	5.09	4.74	
4jn2_protein	4jn2_ligand	7.320000	-9.980000	7.23	7.93	6.79	
4jx9_protein	4jx9_ligand	4.780000	-6.510000	4.70	5.00	4.63	
4jxs_protein	4jxs_ligand	5.720000	-7.800000	5.58	6.13	5.45	
4jia_protein	4jia_ligand	6.900000	-9.410000	6.65	7.55	6.49	
4jyt_protein	4jyt_ligand	7.560000	-10.320000	7.13	8.39	7.17	
4i8x_protein	4i8x_ligand	5.410000	-7.380000	5.17	5.84	5.22	
4j28_protein	4j28_ligand	5.540000	-7.560000	5.35	5.88	5.39	
4jz1_protein	4jz1_ligand	7.640000	-10.420000	7.41	8.21	7.29	
4jzi_protein	4jzi_ligand	7.030000	-9.590000	6.75	7.59	6.76	
4jym_protein	4jym_ligand	5.040000	-6.870000	5.17	5.03	4.92	
4jfs_protein	4jfs_ligand	5.490000	-7.490000	5.33	5.77	5.39	
4k7i_protein	4k7i_ligand	4.660000	-6.360000	4.48	4.98	4.53	
4k3h_protein	4k3h_ligand	7.700000	-10.510000	7.95	8.25	6.92	
4k4j_protein	4k4j_ligand	7.680000	-10.480000	8.02	7.59	7.43	
4k7n_protein	4k7n_ligand	4.930000	-6.720000	4.75	5.22	4.81	
4k6i_protein	4k6i_ligand	8.700000	-11.870000	8.81	9.35	7.95	
4k0y_protein	4k0y_ligand	6.580000	-8.980000	6.63	6.93	6.19	
4k55_protein	4k55_ligand	4.130000	-5.630000	4.18	4.28	3.92	
4k9y_protein	4k9y_ligand	8.840000	-12.050000	8.63	8.99	8.89	
4kb9_protein	4kb9_ligand	8.090000	-11.030000	7.94	8.54	7.79	
4ipn_protein	4ipn_ligand	5.460000	-7.450000	5.50	5.57	5.32	
4kcx_protein	4kcx_ligand	5.740000	-7.840000	5.60	6.25	5.38	
4k18_protein	4k18_ligand	6.990000	-9.530000	6.88	7.57	6.51	
4kao_protein	4kao_ligand	8.350000	-11.390000	8.18	8.67	8.21	
4k77_protein	4k77_ligand	5.700000	-7.770000	5.66	5.53	5.90	
4kax_protein	4kax_ligand	6.660000	-9.080000	6.51	7.02	6.44	
4jyb_protein	4jyb_ligand	5.870000	-8.000000	5.82	6.12	5.67	
4jyc_protein	4jyc_ligand	5.610000	-7.650000	5.54	5.87	5.42	
4km0_protein	4km0_ligand	5.980000	-8.150000	5.74	6.44	5.74	
4km2_protein	4km2_ligand	5.310000	-7.250000	5.41	5.59	4.94	
4kfq_protein	4kfq_ligand	5.770000	-7.880000	5.59	5.99	5.74	
4kmz_protein	4kmz_ligand	7.330000	-10.000000	7.25	7.75	6.98	
4kn0_protein	4kn0_ligand	7.130000	-9.720000	7.13	7.45	6.79	
4kow_protein	4kow_ligand	5.980000	-8.150000	6.05	6.16	5.72	
4kn1_protein	4kn1_ligand	7.000000	-9.550000	6.99	7.28	6.73	
4kqp_protein	4kqp_ligand	5.280000	-7.200000	5.25	5.44	5.14	
4kxn_protein	4kxn_ligand	6.230000	-8.500000	6.18	6.52	6.00	
4kz3_protein	4kz3_ligand	4.760000	-6.500000	4.58	5.07	4.65	
4ksy_protein	4ksy_ligand	7.530000	-10.270000	7.50	7.69	7.39	
4kz4_protein	4kz4_ligand	5.470000	-7.460000	5.29	5.78	5.33	
4kz6_protein	4kz6_ligand	5.170000	-7.050000	4.93	5.37	5.22	
4kz7_protein	4kz7_ligand	5.140000	-7.020000	4.87	5.39	5.17	
4l4z_protein	4l4z_ligand	5.080000	-6.930000	5.01	5.21	5.02	
4l50_protein	4l50_ligand	5.700000	-7.780000	5.73	5.78	5.59	
4lar_protein	4lar_ligand	5.650000	-7.700000	5.83	5.73	5.38	
4kiu_protein	4kiu_ligand	6.590000	-8.990000	6.64	6.67	6.46	
4l9i_protein	4l9i_ligand	5.760000	-7.860000	5.75	5.79	5.75	
4l51_protein	4l51_ligand	5.190000	-7.070000	5.12	5.41	5.03	
4l4v_protein	4l4v_ligand	6.240000	-8.510000	6.15	6.38	6.18	
4lhv_protein	4lhv_ligand	5.920000	-8.070000	5.84	6.18	5.73	
4lj5_protein	4lj5_ligand	5.580000	-7.600000	5.57	5.76	5.40	
4lj8_protein	4lj8_ligand	5.870000	-8.000000	5.82	6.10	5.68	
4ljh_protein	4ljh_ligand	5.340000	-7.280000	5.10	5.89	5.03	
4lk7_protein	4lk7_ligand	5.430000	-7.400000	5.17	5.95	5.16	
4lhm_protein	4lhm_ligand	5.260000	-7.180000	5.21	5.48	5.09	
4ll3_protein	4ll3_ligand	7.570000	-10.320000	7.39	8.08	7.22	
4loh_protein	4loh_ligand	7.620000	-10.400000	7.58	7.81	7.48	
4iic_protein	4iic_ligand	5.140000	-7.020000	5.08	5.37	4.99	
4loi_protein	4loi_ligand	7.680000	-10.480000	7.62	7.89	7.53	
4lov_protein	4lov_ligand	5.480000	-7.470000	5.33	5.95	5.16	
4loo_protein	4loo_ligand	6.590000	-8.990000	6.46	7.05	6.26	
4iid_protein	4iid_ligand	5.260000	-7.170000	5.12	5.55	5.11	
4luz_protein	4luz_ligand	7.140000	-9.740000	6.82	7.81	6.79	
4loy_protein	4loy_ligand	7.200000	-9.830000	6.95	7.47	7.19	
4lyw_protein	4lyw_ligand	5.880000	-8.030000	5.78	6.18	5.69	
4lvt_protein	4lvt_ligand	8.990000	-12.260000	8.83	9.79	8.34	
4lxd_protein	4lxd_ligand	7.600000	-10.370000	7.45	8.09	7.25	
4lzr_protein	4lzr_ligand	5.630000	-7.680000	5.64	6.15	5.10	
4lzs_protein	4lzs_ligand	5.380000	-7.330000	5.35	5.42	5.35	
4m0y_protein	4m0y_ligand	5.980000	-8.160000	5.73	6.35	5.86	
4iif_protein	4iif_ligand	5.650000	-7.710000	5.46	5.96	5.53	
4kwf_protein	4kwf_ligand	6.670000	-9.100000	6.94	6.88	6.20	
4m8e_protein	4m8e_ligand	7.840000	-10.700000	8.25	7.77	7.51	
4m8h_protein	4m8h_ligand	7.860000	-10.730000	8.21	7.83	7.55	
4m7j_protein	4m7j_ligand	5.450000	-7.430000	5.50	5.57	5.28	
4m8x_protein	4m8x_ligand	7.430000	-10.130000	7.19	7.99	7.11	
4m0r_protein	4m0r_ligand	6.830000	-9.320000	6.66	7.00	6.83	
4m8y_protein	4m8y_ligand	7.490000	-10.220000	7.26	8.09	7.13	
4m12_protein	4m12_ligand	7.650000	-10.430000	7.59	8.04	7.32	
4mc1_protein	4mc1_ligand	8.050000	-10.980000	7.80	8.46	7.90	
4m13_protein	4m13_ligand	7.920000	-10.800000	7.86	8.32	7.57	
4m14_protein	4m14_ligand	6.070000	-8.280000	5.60	6.86	5.74	
4mc2_protein	4mc2_ligand	7.940000	-10.840000	7.66	8.35	7.81	
4mc6_protein	4mc6_ligand	8.210000	-11.200000	7.81	8.61	8.21	
4mc9_protein	4mc9_ligand	7.740000	-10.560000	7.54	8.08	7.61	
4mdn_protein	4mdn_ligand	7.690000	-10.490000	7.34	8.43	7.31	
4kwg_protein	4kwg_ligand	5.820000	-7.940000	5.84	6.02	5.60	
4ly9_protein	4ly9_ligand	7.550000	-10.300000	7.36	7.89	7.39	
4mhz_protein	4mhz_ligand	5.260000	-7.170000	5.34	5.39	5.03	
4mmm_protein	4mmm_ligand	5.220000	-7.120000	4.91	5.93	4.83	
4mgd_protein	4mgd_ligand	6.870000	-9.370000	6.77	7.44	6.40	
4mn3_protein	4mn3_ligand	7.840000	-10.700000	7.66	8.49	7.38	
4mmp_protein	4mmp_ligand	5.810000	-7.920000	5.65	5.95	5.82	
4mnp_protein	4mnp_ligand	5.640000	-7.690000	5.50	5.76	5.65	
4mjp_protein	4mjp_ligand	6.270000	-8.550000	5.82	7.04	5.94	
4mr3_protein	4mr3_ligand	5.670000	-7.740000	5.69	5.87	5.45	
4mre_protein	4mre_ligand	4.540000	-6.190000	4.48	4.46	4.67	
4mr6_protein	4mr6_ligand	5.670000	-7.740000	5.65	6.00	5.37	
4mrg_protein	4mrg_ligand	4.760000	-6.490000	4.74	4.69	4.83	
4mo4_protein	4mo4_ligand	5.160000	-7.040000	5.21	5.29	4.99	
4mq6_protein	4mq6_ligand	6.910000	-9.420000	6.72	7.12	6.88	
4muv_protein	4muv_ligand	6.460000	-8.810000	6.31	6.76	6.31	
4mpn_protein	4mpn_ligand	5.710000	-7.790000	5.64	5.87	5.62	
4mme_protein	4mme_ligand	6.900000	-9.410000	6.66	7.53	6.51	
4myd_protein	4myd_ligand	5.710000	-7.790000	5.69	5.86	5.58	
4muf_protein	4muf_ligand	7.320000	-9.990000	7.08	7.69	7.21	
4mul_protein	4mul_ligand	7.420000	-10.120000	7.24	7.82	7.20	
4mss_protein	4mss_ligand	5.470000	-7.460000	5.25	5.61	5.54	
4n6g_protein	4n6g_ligand	5.110000	-6.970000	5.26	5.29	4.77	
4n7u_protein	4n7u_ligand	4.030000	-5.500000	3.90	4.51	3.69	
4n6z_protein	4n6z_ligand	6.150000	-8.390000	6.05	6.41	5.99	
4ks1_protein	4ks1_ligand	5.970000	-8.150000	5.66	6.09	6.17	
4ks4_protein	4ks4_ligand	6.140000	-8.380000	5.90	6.11	6.41	
4n5d_protein	4n5d_ligand	4.880000	-6.650000	4.86	4.93	4.85	
4n8q_protein	4n8q_ligand	4.980000	-6.800000	4.88	5.27	4.81	
4na9_protein	4na9_ligand	7.260000	-9.900000	7.19	7.21	7.38	
4m0e_protein	4m0e_ligand	6.810000	-9.290000	6.82	7.28	6.32	
4ndu_protein	4ndu_ligand	4.770000	-6.510000	4.73	4.96	4.63	
4n7m_protein	4n7m_ligand	5.760000	-7.860000	5.88	5.91	5.49	
4nbk_protein	4nbk_ligand	5.950000	-8.120000	6.08	5.73	6.03	
4nbl_protein	4nbl_ligand	6.210000	-8.470000	6.39	6.16	6.08	
4n9a_protein	4n9a_ligand	5.170000	-7.050000	4.98	5.38	5.15	
4ncn_protein	4ncn_ligand	7.140000	-9.750000	6.97	7.54	6.92	
4nh8_protein	4nh8_ligand	7.390000	-10.070000	7.46	7.57	7.13	
4nnr_protein	4nnr_ligand	7.580000	-10.340000	6.93	9.31	6.51	
4nh7_protein	4nh7_ligand	7.810000	-10.660000	7.76	8.21	7.47	
4np2_protein	4np2_ligand	4.820000	-6.580000	4.78	4.80	4.89	
4non_protein	4non_ligand	5.230000	-7.130000	5.19	5.45	5.04	
4np3_protein	4np3_ligand	4.920000	-6.710000	4.88	4.95	4.93	
4nra_protein	4nra_ligand	5.310000	-7.240000	5.02	5.87	5.04	
4lkk_protein	4lkk_ligand	5.020000	-6.850000	5.01	5.07	4.98	
4np9_protein	4np9_ligand	4.540000	-6.200000	4.54	4.73	4.36	
4jh0_protein	4jh0_ligand	6.140000	-8.380000	5.88	6.50	6.04	
4nuc_protein	4nuc_ligand	6.290000	-8.590000	6.14	6.75	5.99	
4nue_protein	4nue_ligand	6.210000	-8.460000	6.06	6.62	5.93	
4nkt_protein	4nkt_ligand	5.340000	-7.290000	5.33	5.57	5.13	
4n9c_protein	4n9c_ligand	4.930000	-6.720000	4.97	4.87	4.94	
4nl1_protein	4nl1_ligand	4.820000	-6.570000	4.85	5.14	4.46	
4o0a_protein	4o0a_ligand	7.540000	-10.280000	6.83	8.81	6.97	
4nwc_protein	4nwc_ligand	5.630000	-7.680000	5.70	5.67	5.51	
4nbn_protein	4nbn_ligand	6.670000	-9.100000	6.88	6.32	6.82	
4nku_protein	4nku_ligand	5.200000	-7.100000	5.27	5.37	4.98	
4nxu_protein	4nxu_ligand	5.310000	-7.240000	5.29	5.51	5.13	
4nxv_protein	4nxv_ligand	5.250000	-7.160000	5.24	5.44	5.07	
4o0b_protein	4o0b_ligand	8.090000	-11.040000	8.14	8.32	7.82	
4o04_protein	4o04_ligand	7.200000	-9.820000	7.27	7.45	6.87	
4o0x_protein	4o0x_ligand	7.470000	-10.190000	7.33	7.66	7.43	
4o0y_protein	4o0y_ligand	6.910000	-9.420000	6.64	7.14	6.95	
4o2p_protein	4o2p_ligand	7.050000	-9.620000	6.88	7.56	6.72	
4o05_protein	4o05_ligand	7.980000	-10.880000	7.99	8.20	7.73	
4o6w_protein	4o6w_ligand	7.590000	-10.350000	7.68	8.30	6.79	
4o07_protein	4o07_ligand	8.070000	-11.010000	8.14	8.33	7.74	
4o2c_protein	4o2c_ligand	8.660000	-11.810000	8.41	9.06	8.50	
4o9v_protein	4o9v_ligand	7.380000	-10.070000	7.13	7.90	7.12	
4o09_protein	4o09_ligand	7.870000	-10.730000	7.84	8.13	7.63	
4o3f_protein	4o3f_ligand	5.950000	-8.120000	5.91	6.31	5.63	
4o9w_protein	4o9w_ligand	5.940000	-8.110000	5.55	6.87	5.41	
4o61_protein	4o61_ligand	4.690000	-6.400000	4.69	4.76	4.62	
4o97_protein	4o97_ligand	6.920000	-9.450000	6.71	7.50	6.56	
4oct_protein	4oct_ligand	4.500000	-6.140000	4.53	4.55	4.43	
4ogj_protein	4ogj_ligand	6.490000	-8.850000	6.08	7.43	5.95	
4nvp_protein	4nvp_ligand	6.580000	-8.980000	6.44	6.92	6.39	
4ocq_protein	4ocq_ligand	5.530000	-7.540000	5.38	5.69	5.51	
4omj_protein	4omj_ligand	8.840000	-12.050000	9.21	9.21	8.09	
4or4_protein	4or4_ligand	5.270000	-7.180000	5.28	5.43	5.09	
4oiv_protein	4oiv_ligand	8.200000	-11.180000	7.75	9.23	7.62	
4omk_protein	4omk_ligand	8.840000	-12.060000	9.21	9.23	8.08	
4og4_protein	4og4_ligand	6.630000	-9.040000	6.37	7.27	6.24	
4og3_protein	4og3_ligand	6.590000	-8.980000	6.26	7.30	6.20	
4or6_protein	4or6_ligand	5.140000	-7.020000	5.18	5.28	4.97	
4oag_protein	4oag_ligand	5.460000	-7.450000	5.43	5.69	5.28	
4p3h_protein	4p3h_ligand	6.350000	-8.660000	6.10	7.25	5.70	
4ozj_protein	4ozj_ligand	6.190000	-8.440000	6.13	6.43	6.00	
4omc_protein	4omc_ligand	7.360000	-10.030000	7.25	7.69	7.12	
4p5z_protein	4p5z_ligand	8.460000	-11.530000	8.23	9.02	8.11	
4p5d_protein	4p5d_ligand	7.540000	-10.280000	7.38	7.98	7.25	
4oks_protein	4oks_ligand	6.250000	-8.530000	6.11	6.86	5.79	
