Receptor	Ligand	Score(pK)	Energy	gauss_1	gauss_2	repulsion	hydrophobic	Hydrogen	Cl	Br	I
3qto_protein	3qto_ligand	6.634611	-9.049610	109.32207	1422.70760	2.39578	48.74706	2.66867	0.00000	0.00000	0.00000	
3qtv_protein	3qtv_ligand	6.451239	-8.799490	105.56163	1451.71920	2.75369	49.75198	2.51064	0.00000	0.00000	0.00000	
3qwc_protein	3qwc_ligand	6.111195	-8.335670	94.73243	1402.28011	2.50987	49.82575	2.16251	0.00000	0.00000	0.00000	
3qx5_protein	3qx5_ligand	6.816408	-9.297580	114.33646	1495.80826	2.82084	54.08927	2.58869	0.00000	0.00000	0.00000	
3qx9_protein	3qx9_ligand	4.707889	-6.421560	94.68394	1049.88754	2.28083	0.00000	4.98981	0.00000	0.00000	0.00000	
3qxt_protein	3qxt_ligand	6.864795	-9.363580	137.11889	1669.25421	4.48697	24.73097	7.25062	0.00000	0.00000	0.00000	
3qxv_protein	3qxv_ligand	5.680550	-7.748270	146.62197	1710.14658	7.83442	29.00402	5.72465	0.00000	0.00000	0.00000	
3r1v_protein	3r1v_ligand	4.818717	-6.572730	45.81660	1054.81896	1.67751	64.50707	0.00000	0.00000	0.00000	0.00000	
3r4m_protein	3r4m_ligand	4.602808	-6.278230	53.51684	893.08889	1.01121	23.45541	1.10952	0.22300	0.00000	0.00000	
3r4n_protein	3r4n_ligand	4.872119	-6.645570	64.91729	1191.72760	1.59155	39.82714	1.12740	0.00000	0.00000	0.00000	
3r4p_protein	3r4p_ligand	6.628218	-9.040890	104.32251	1677.77685	3.02639	45.22769	2.71858	0.00000	0.00000	0.00000	
3r5t_protein	3r5t_ligand	5.223680	-7.125100	128.78166	1766.37555	5.70721	52.06942	5.22569	0.00000	0.00000	0.00000	
3r6u_protein	3r6u_ligand	2.515733	-3.431460	43.69265	454.93419	1.03649	0.00000	1.53260	0.00000	0.00000	0.00000	
3r7o_protein	3r7o_ligand	7.947705	-10.840670	135.91667	2010.05050	3.66947	43.81164	2.77184	0.00000	0.00000	0.00000	
3r88_protein	3r88_ligand	3.807793	-5.193830	59.16455	760.27888	1.47695	15.40441	1.58601	0.00000	0.00000	0.00000	
3rdo_protein	3rdo_ligand	5.036891	-6.870320	71.43223	972.09913	3.72276	23.40302	6.17819	0.00000	0.00000	0.00000	
3rdq_protein	3rdq_ligand	5.034289	-6.866770	69.61323	914.46556	3.03497	30.15599	6.09050	0.00000	0.00000	0.00000	
3re4_protein	3re4_ligand	4.943006	-6.742260	61.14629	1224.39980	1.66737	8.78070	1.23147	0.00000	0.00000	0.00000	
3rlb_protein	3rlb_ligand	5.281158	-7.203500	124.29164	1240.64096	4.50634	28.97504	2.13830	0.00000	0.00000	0.00000	
3rlp_protein	3rlp_ligand	5.056048	-6.896450	58.23565	990.18766	1.16541	31.97106	1.00000	0.00000	0.00000	0.00000	
3rlq_protein	3rlq_ligand	5.748043	-7.840330	72.28753	1246.27121	2.02836	35.22334	0.39088	0.00000	0.00000	0.00000	
3rlr_protein	3rlr_ligand	6.293028	-8.583690	81.02458	1323.39937	2.31530	41.12420	0.65897	0.00000	0.00000	0.00000	
3rm4_protein	3rm4_ligand	5.239978	-7.147330	99.53946	1315.34300	3.74300	36.27695	1.70131	0.00000	0.00000	0.00000	
3rm9_protein	3rm9_ligand	5.078724	-6.927380	51.63972	892.89756	1.47248	32.49941	1.67893	0.00000	0.00000	0.00000	
3roc_protein	3roc_ligand	6.515975	-8.887790	104.12378	1602.46669	2.31210	45.87049	1.74646	0.47653	0.00000	0.00000	
3rsx_protein	3rsx_ligand	5.056789	-6.897460	63.73075	802.63189	2.00429	38.89983	2.41083	0.00000	0.00000	0.00000	
3ru1_protein	3ru1_ligand	4.225821	-5.764020	54.15233	1017.87249	3.13586	29.98678	3.45298	0.00000	0.00000	0.00000	
3rux_protein	3rux_ligand	9.533783	-13.004080	218.73732	2410.78511	9.66577	22.25769	14.46522	0.00000	0.00000	0.00000	
3rv4_protein	3rv4_ligand	6.373673	-8.693690	107.68765	1579.56660	6.86278	0.00000	10.27936	0.00000	0.00000	0.00000	
3rv8_protein	3rv8_ligand	5.294919	-7.222270	68.96554	1035.62670	0.67571	29.57835	1.82069	0.00000	0.00000	0.00000	
3rwp_protein	3rwp_ligand	6.757771	-9.217600	118.28376	1712.68201	3.47349	18.27322	3.33024	0.00000	0.00000	0.00000	
3s0b_protein	3s0b_ligand	6.552918	-8.938180	82.67494	1093.12722	2.75615	106.20045	0.00000	0.00000	0.00000	0.00000	
3s0d_protein	3s0d_ligand	3.457031	-4.715390	53.02028	704.70476	1.11670	47.10011	0.00000	0.00000	0.00000	0.00000	
3s0e_protein	3s0e_ligand	4.041635	-5.512790	55.16930	791.83563	1.92336	41.82725	1.27905	0.00000	0.00000	0.00000	
3s2v_protein	3s2v_ligand	4.884304	-6.662190	105.41902	1305.12027	7.57451	2.14824	8.53871	0.00000	0.00000	0.00000	
3s5y_protein	3s5y_ligand	4.042067	-5.513380	72.22652	671.89692	5.21953	0.00000	8.22328	0.00000	0.00000	0.00000	
3s6t_protein	3s6t_ligand	5.831195	-7.953750	106.60113	1131.01182	4.01706	22.89915	6.66920	0.00000	0.00000	0.00000	
3s8l_protein	3s8l_ligand	5.039421	-6.873770	90.81416	1290.33931	6.53768	29.16153	10.70726	0.00000	0.00000	0.00000	
3s8n_protein	3s8n_ligand	5.449780	-7.433500	91.33789	1316.50486	5.32225	32.10261	10.14704	0.00000	0.00000	0.00000	
3s8o_protein	3s8o_ligand	5.406166	-7.374010	95.40769	1325.17943	6.08588	35.30551	10.55015	0.00000	0.00000	0.00000	
3s9e_protein	3s9e_ligand	4.481459	-6.112710	73.17863	683.42145	4.94591	10.04873	9.18836	0.00000	0.00000	0.00000	
3s43_protein	3s43_ligand	6.250161	-8.525220	112.46347	1990.00117	4.60137	49.65441	4.88001	0.00000	0.00000	0.00000	
3s54_protein	3s54_ligand	5.008988	-6.832260	113.06503	2051.02640	9.24830	45.55534	6.16204	0.00000	0.00000	0.00000	
3sfg_protein	3sfg_ligand	1.385938	-1.890420	43.45307	792.85775	4.80119	2.30603	1.00000	0.00000	0.00000	0.00000	
3sha_protein	3sha_ligand	5.953380	-8.120410	88.51984	1360.34308	2.42246	48.32121	2.35514	0.00000	0.00000	0.00000	
3shc_protein	3shc_ligand	6.019736	-8.210920	101.97972	1403.40309	3.25341	50.15282	2.45554	0.00000	0.00000	0.00000	
3si3_protein	3si3_ligand	5.952141	-8.118720	87.38307	1354.80038	2.59626	52.37906	2.48557	0.00000	0.00000	0.00000	
3si4_protein	3si4_ligand	6.390433	-8.716550	93.27315	1395.51313	1.95814	51.83070	2.28866	0.00000	0.00000	0.00000	
3sio_protein	3sio_ligand	6.344340	-8.653680	116.52579	2132.15589	3.57670	60.60357	0.78735	0.00000	0.00000	0.00000	
3sk2_protein	3sk2_ligand	5.689538	-7.760530	101.91187	1104.21091	2.76885	41.66668	1.52151	0.00000	0.00000	0.00000	
3slz_protein	3slz_ligand	7.178109	-9.790940	185.36068	3189.64008	10.74518	98.16066	12.29013	0.00000	0.00000	0.00000	
3sm2_protein	3sm2_ligand	6.045337	-8.245840	110.01839	1982.52135	4.17573	46.79103	3.82296	0.00000	0.00000	0.00000	
3spf_protein	3spf_ligand	3.726708	-5.083230	44.23751	1017.71787	0.45256	62.92086	0.00000	0.00000	0.00000	0.00000	
3sr4_protein	3sr4_ligand	6.358043	-8.672370	141.49284	1790.45037	7.50742	1.52123	9.34375	0.00000	0.00000	0.00000	
3st5_protein	3st5_ligand	6.344142	-8.653410	114.31930	2118.59841	4.71356	57.91813	4.56234	0.00000	0.00000	0.00000	
3std_protein	3std_ligand	9.431276	-12.864260	107.46781	1796.77905	1.80764	135.56533	1.79943	0.00000	0.00000	0.00000	
3sur_protein	3sur_ligand	4.553438	-6.210890	101.42799	936.55474	5.65658	15.77091	4.89783	0.00000	0.00000	0.00000	
3sus_protein	3sus_ligand	5.050154	-6.888410	96.80922	952.76770	5.25510	15.00487	5.82988	0.00000	0.00000	0.00000	
3sut_protein	3sut_ligand	5.386371	-7.347010	140.74485	1240.00364	8.23184	31.28117	8.48836	0.00000	0.00000	0.00000	
3suu_protein	3suu_ligand	5.103966	-6.961810	136.98401	1251.90090	8.33165	31.00733	7.81965	0.00000	0.00000	0.00000	
3suv_protein	3suv_ligand	4.534370	-6.184880	77.68802	892.81304	4.35448	15.91580	5.43506	0.00000	0.00000	0.00000	
3suw_protein	3suw_ligand	5.670081	-7.733990	92.10583	963.46663	3.99261	20.58859	5.52413	0.00000	0.00000	0.00000	
3sv2_protein	3sv2_ligand	6.323475	-8.625220	96.05453	1369.88916	2.10846	48.91198	2.51717	0.00000	0.00000	0.00000	
3sww_protein	3sww_ligand	4.760630	-6.493500	77.72388	1115.12138	3.41077	29.75123	3.22244	0.00000	0.00000	0.00000	
3sxf_protein	3sxf_ligand	7.344567	-10.017990	101.59018	1577.27879	2.40395	58.84581	1.47313	0.00000	0.00000	0.00000	
3t0b_protein	3t0b_ligand	4.198248	-5.726410	54.11217	906.09418	3.11307	9.42554	5.25171	0.00000	0.00000	0.00000	
3t0d_protein	3t0d_ligand	3.400022	-4.637630	78.01795	869.40138	7.15136	0.00000	7.14157	0.00000	0.00000	0.00000	
3t0x_protein	3t0x_ligand	9.379128	-12.793130	133.77426	1757.39309	1.85512	166.59113	1.13929	0.00000	0.00000	0.00000	
3t1a_protein	3t1a_ligand	9.471217	-12.918740	154.07170	1980.14643	3.64495	94.11703	1.79255	0.35798	0.00000	0.00000	
3t1m_protein	3t1m_ligand	4.619985	-6.301660	86.71473	1070.98425	3.42659	16.33125	5.00947	0.00000	0.00000	0.00000	
3t2q_protein	3t2q_ligand	3.190806	-4.352260	68.22007	863.74251	6.93806	0.00000	6.91793	0.00000	0.00000	0.00000	
3t2w_protein	3t2w_ligand	4.790997	-6.534920	70.82813	1027.33378	4.15992	23.77588	5.60085	0.00000	0.00000	0.00000	
3t3c_protein	3t3c_ligand	6.788446	-9.259440	118.61507	2027.44733	3.87008	42.57478	5.75090	0.00000	0.00000	0.00000	
3t3u_protein	3t3u_ligand	7.242955	-9.879390	106.32163	1716.57193	3.88180	48.76729	2.37642	0.00000	0.00000	0.00000	
3t6b_protein	3t6b_ligand	5.496012	-7.496560	132.01723	2389.65871	11.08046	49.65033	7.86787	0.00000	0.00000	0.00000	
3t08_protein	3t08_ligand	4.176239	-5.696390	58.92676	914.41759	3.52905	8.38359	5.47956	0.00000	0.00000	0.00000	
3t09_protein	3t09_ligand	3.211855	-4.380970	79.63189	880.78645	7.94951	0.00000	7.59273	0.00000	0.00000	0.00000	
3t60_protein	3t60_ligand	6.138050	-8.372300	89.91650	1413.18630	2.01133	54.93474	2.25812	0.00000	0.00000	0.00000	
3t64_protein	3t64_ligand	6.191547	-8.445270	93.27108	1287.17112	2.16369	60.02835	2.40313	0.00000	0.00000	0.00000	
3t70_protein	3t70_ligand	6.541107	-8.922070	96.99640	1319.87479	1.88673	63.68492	2.40159	0.00000	0.00000	0.00000	
3ta0_protein	3ta0_ligand	6.612683	-9.019700	141.00958	1762.29544	7.38948	0.00000	10.43413	0.00000	0.00000	0.00000	
3ta1_protein	3ta1_ligand	7.648512	-10.432570	143.42582	1677.91826	5.52173	0.00000	10.04009	0.00000	0.00000	0.00000	
3tao_protein	3tao_ligand	2.950543	-4.024540	52.55014	634.91658	4.60949	0.00000	6.07704	0.00000	0.00000	0.00000	
3tay_protein	3tay_ligand	3.179010	-4.336170	57.52600	781.19290	2.54858	2.06899	4.66208	0.00000	0.00000	0.00000	
3tb6_protein	3tb6_ligand	3.880403	-5.292870	47.32754	695.15725	2.44048	0.00000	4.59065	0.00000	0.00000	0.00000	
3tcg_protein	3tcg_ligand	4.690960	-6.398470	100.42717	1395.13629	6.18444	11.42055	9.01693	0.00000	0.00000	0.00000	
3td4_protein	3td4_ligand	3.454648	-4.712140	62.46508	691.25965	3.91708	6.55254	6.67281	0.00000	0.00000	0.00000	
3tf6_protein	3tf6_ligand	3.154054	-4.302130	56.51063	571.94250	1.87079	30.07423	0.61523	0.00000	0.00000	0.00000	
3tfn_protein	3tfn_ligand	5.689047	-7.759860	107.46011	1723.78301	7.45406	91.37983	2.15489	0.00000	0.00000	0.00000	
3tfp_protein	3tfp_ligand	4.487441	-6.120870	109.71860	1671.59164	10.23305	79.93013	2.27899	0.75003	0.00000	0.00000	
3tfu_protein	3tfu_ligand	5.577969	-7.608350	119.49958	1679.42981	7.66643	21.46909	7.48106	0.00000	0.00000	0.00000	
3th9_protein	3th9_ligand	6.640264	-9.057320	114.29989	1915.45369	5.89833	64.75421	3.90352	0.00000	0.00000	0.00000	
3tif_protein	3tif_ligand	6.425587	-8.764500	157.35404	1501.23324	7.08055	0.00000	8.88736	0.00000	0.00000	0.00000	
3tkw_protein	3tkw_ligand	5.898776	-8.045930	118.93928	2067.75715	7.15993	53.05307	5.82055	0.00000	0.00000	0.00000	
3tmk_protein	3tmk_ligand	8.506782	-11.603250	242.85174	2964.15816	11.63918	18.21994	15.35483	0.00000	0.00000	0.00000	
3ttm_protein	3ttm_ligand	3.235425	-4.413120	60.11542	473.70780	2.72637	31.91670	3.46798	0.00000	0.00000	0.00000	
3ttp_protein	3ttp_ligand	6.147016	-8.384530	108.17068	2043.98777	4.93281	43.04994	5.13040	0.00000	0.00000	0.00000	
3tu7_protein	3tu7_ligand	7.319883	-9.984320	116.33579	1635.71006	3.38743	53.11521	5.22796	0.00000	0.00000	0.00000	
3twp_protein	3twp_ligand	3.204091	-4.370380	36.85390	532.66048	0.90904	21.28173	1.21060	0.00000	0.00000	0.00000	
3tz0_protein	3tz0_ligand	3.304758	-4.507690	50.77292	638.33096	2.66388	27.00043	2.53829	0.00000	0.00000	0.00000	
3tza_protein	3tza_ligand	5.413138	-7.383520	97.71644	1257.61481	5.70602	28.11069	7.61248	0.00000	0.00000	0.00000	
3tzm_protein	3tzm_ligand	8.293314	-11.312080	99.05745	1737.57468	2.25250	46.10590	0.72235	0.00000	0.00000	0.00000	
3u5j_protein	3u5j_ligand	6.394736	-8.722420	66.23240	1017.87785	0.62239	61.26690	0.00000	0.00000	0.00000	0.00000	
3u5l_protein	3u5l_ligand	6.808021	-9.286140	69.82463	1061.83887	0.86239	60.74457	0.79050	0.00000	0.00000	0.00000	
3u6h_protein	3u6h_ligand	8.525425	-11.628680	136.19081	2243.74832	4.92620	84.01664	1.98131	0.00000	0.00000	0.00000	
3u6i_protein	3u6i_ligand	8.646965	-11.794460	138.85290	2270.70227	3.83216	92.49851	1.67608	0.00000	0.00000	0.00000	
3u8j_protein	3u8j_ligand	4.337133	-5.915850	76.70480	896.96242	3.33520	17.86103	1.85055	0.00000	0.00000	0.00000	
3u8k_protein	3u8k_ligand	4.789479	-6.532850	78.59855	1036.43074	2.43824	12.98879	1.92905	0.00000	0.00000	0.00000	
3u8l_protein	3u8l_ligand	5.072185	-6.918460	69.62650	1124.65129	2.63279	25.61741	1.29767	0.00000	0.00000	0.00000	
3u8n_protein	3u8n_ligand	4.968820	-6.777470	97.02569	1138.46065	3.91029	20.55457	1.90717	0.00000	0.29524	0.00000	
3u9q_protein	3u9q_ligand	3.195960	-4.359290	53.75114	763.17170	2.32730	47.68242	1.41324	0.00000	0.00000	0.00000	
3u10_protein	3u10_ligand	7.857390	-10.717480	113.94241	1439.09443	3.64024	0.00000	6.06037	0.00000	0.00000	0.00000	
3u81_protein	3u81_ligand	6.370462	-8.689310	116.92123	1529.02230	5.03133	2.89891	9.08211	0.00000	0.00000	0.00000	
3ubd_protein	3ubd_ligand	6.562940	-8.951850	102.91259	1713.46566	2.87642	63.98303	2.27323	0.00000	0.00000	0.00000	
3ueu_protein	3ueu_ligand	3.433240	-4.682940	37.56477	765.81661	0.64169	76.18274	0.00000	0.00000	0.00000	0.00000	
3uev_protein	3uev_ligand	3.721950	-5.076740	46.69011	816.47007	1.01244	89.26483	0.82941	0.00000	0.00000	0.00000	
3uew_protein	3uew_ligand	3.471188	-4.734700	49.92483	868.77979	1.20833	84.42464	0.70311	0.00000	0.00000	0.00000	
3uex_protein	3uex_ligand	3.850652	-5.252290	55.27132	1017.76061	0.75309	102.23289	0.00000	0.00000	0.00000	0.00000	
3ug2_protein	3ug2_ligand	4.505792	-6.145900	72.88449	1274.70502	2.39215	26.20977	1.00000	0.68266	0.00000	0.00000	
3uil_protein	3uil_ligand	1.613497	-2.200810	20.61395	464.99717	0.57884	11.58912	0.74507	0.00000	0.00000	0.00000	
3uj9_protein	3uj9_ligand	3.899069	-5.318330	64.47431	729.95846	4.39195	0.00000	7.13387	0.00000	0.00000	0.00000	
3ujc_protein	3ujc_ligand	3.690315	-5.033590	64.08818	706.45884	4.50834	0.00000	6.93473	0.00000	0.00000	0.00000	
3ujd_protein	3ujd_ligand	3.843702	-5.242810	65.19837	718.56702	4.49465	0.00000	7.18950	0.00000	0.00000	0.00000	
3umq_protein	3umq_ligand	1.061848	-1.448360	7.49728	269.98935	0.20587	3.74615	0.00000	0.00000	0.00000	0.00000	
3uo4_protein	3uo4_ligand	6.573035	-8.965620	98.95352	1512.38675	4.70578	53.70683	4.87599	0.00000	0.00000	0.00000	
3uod_protein	3uod_ligand	6.672089	-9.100730	96.15016	1434.73923	2.82063	46.09342	3.79611	0.00000	0.00000	0.00000	
3up2_protein	3up2_ligand	6.459971	-8.811400	99.84728	1490.38740	3.17407	44.61204	3.88105	0.00000	0.00000	0.00000	
3upk_protein	3upk_ligand	6.254956	-8.531760	127.55070	1891.45515	7.15724	9.20814	10.49816	0.00000	0.00000	0.00000	
3upv_protein	3upv_ligand	4.064208	-5.543580	102.47578	1557.21450	6.23711	29.29081	10.24567	0.00000	0.00000	0.00000	
3uri_protein	3uri_ligand	5.236063	-7.141990	130.28238	2532.12744	3.94283	44.94253	5.25053	0.00000	0.00000	0.00000	
3usx_protein	3usx_ligand	1.744435	-2.379410	34.38539	596.59058	1.99088	29.98234	0.62182	0.00000	0.00000	0.00000	
3utu_protein	3utu_ligand	7.274201	-9.922010	166.87926	2047.88191	3.80479	48.66926	4.69079	0.00000	0.00000	0.00000	
3uu1_protein	3uu1_ligand	4.301606	-5.867390	49.10183	646.14789	0.99610	39.24638	1.30369	0.00000	0.00000	0.00000	
3uug_protein	3uug_ligand	5.518497	-7.527230	83.74501	964.63668	5.99922	0.00000	10.10374	0.00000	0.00000	0.00000	
3uxd_protein	3uxd_ligand	3.479450	-4.745970	71.82634	671.79100	3.46619	37.77228	0.53015	0.00000	0.00000	0.00000	
3uxk_protein	3uxk_ligand	4.045865	-5.518560	47.99546	679.11186	3.38279	34.03503	4.14919	0.00000	0.00000	0.00000	
3uxl_protein	3uxl_ligand	3.295938	-4.495660	47.67240	674.36016	3.89980	33.61343	3.31210	0.00000	0.00000	0.00000	
3uyr_protein	3uyr_ligand	3.562867	-4.859750	118.87397	2064.50916	6.39534	44.90017	2.73137	0.00000	0.00000	0.00000	
3uz5_protein	3uz5_ligand	3.594677	-4.903140	73.65022	685.36072	3.21544	34.61864	0.40578	0.00000	0.00000	0.00000	
3uzj_protein	3uzj_ligand	3.454355	-4.711740	61.30981	558.15761	1.99486	35.79799	0.11517	0.00000	0.00000	0.00000	
3v2n_protein	3v2n_ligand	4.053739	-5.529300	40.58770	985.62300	2.54295	70.25212	4.36066	0.00000	0.00000	0.00000	
3v2p_protein	3v2p_ligand	4.675374	-6.377210	57.44513	1282.17952	2.03288	100.87044	3.16038	0.00000	0.00000	0.00000	
3v2q_protein	3v2q_ligand	4.245609	-5.791010	44.74409	1135.96089	2.15565	82.52550	3.40127	0.00000	0.00000	0.00000	
3v3q_protein	3v3q_ligand	-0.711840	0.970950	113.09058	1337.53359	18.41365	27.42283	3.18110	0.00000	0.00000	0.00000	
3v4t_protein	3v4t_ligand	6.311584	-8.609000	119.42554	1939.76484	7.34048	8.10821	11.11025	0.00000	0.00000	0.00000	
3v5p_protein	3v5p_ligand	6.430762	-8.771560	86.64190	1507.15158	2.92430	34.88139	2.47890	0.00000	0.00000	0.00000	
3v5t_protein	3v5t_ligand	5.913651	-8.066220	101.81793	1750.25226	4.38382	53.08608	1.32316	0.00000	0.00000	0.00000	
3v51_protein	3v51_ligand	8.870594	-12.099490	122.73064	1995.19158	3.36933	90.28305	1.70422	0.00000	0.00000	0.00000	
3v78_protein	3v78_ligand	8.714802	-11.886990	146.34265	1598.46992	7.26382	129.15210	3.57527	0.00000	0.00000	0.00000	
3vd4_protein	3vd4_ligand	4.175257	-5.695050	56.56124	911.40382	3.11026	8.67587	5.02905	0.00000	0.00000	0.00000	
3vd9_protein	3vd9_ligand	4.144333	-5.652870	54.88914	912.30883	3.18752	10.87582	5.01856	0.00000	0.00000	0.00000	
3vdb_protein	3vdb_ligand	2.614494	-3.566170	72.44881	872.80140	8.49527	0.00000	7.24681	0.00000	0.00000	0.00000	
3veh_protein	3veh_ligand	4.959824	-6.765200	79.13482	1085.26291	3.46073	29.44641	3.41950	0.00000	0.00000	0.00000	
3vf5_protein	3vf5_ligand	6.859743	-9.356690	133.47550	2227.35648	4.79648	51.98571	4.61477	0.00000	0.00000	0.00000	
3vf7_protein	3vf7_ligand	6.964208	-9.499180	134.95899	2256.19264	5.81421	58.71428	5.77038	0.00000	0.00000	0.00000	
3vfa_protein	3vfa_ligand	6.196650	-8.452230	117.54397	2203.62308	6.30732	52.49909	5.18136	0.00000	0.00000	0.00000	
3vfb_protein	3vfb_ligand	6.887977	-9.395200	123.26033	2246.20130	5.35625	58.29093	5.60610	0.00000	0.00000	0.00000	
3vha_protein	3vha_ligand	7.680286	-10.475910	73.74327	1333.12145	0.90272	42.89613	0.91074	0.00000	0.00000	0.00000	
3vhc_protein	3vhc_ligand	8.197793	-11.181790	81.35037	1419.41961	1.72321	49.11044	1.73163	0.00000	0.00000	0.00000	
3vhd_protein	3vhd_ligand	7.823050	-10.670640	75.05939	1350.69200	1.90387	50.82111	1.98503	0.00000	0.00000	0.00000	
3vhk_protein	3vhk_ligand	6.455367	-8.805120	80.82062	1375.63928	1.32586	66.62298	0.76133	0.00000	0.00000	0.00000	
3vjc_protein	3vjc_ligand	7.558864	-10.310290	153.06943	2193.69682	5.57977	111.89121	10.86270	0.00000	0.00000	0.00000	
3vje_protein	3vje_ligand	7.286972	-9.939430	166.76526	2465.11831	11.97766	126.81968	14.52559	0.00000	0.00000	0.00000	
3vtr_protein	3vtr_ligand	3.959538	-5.400810	121.28936	1770.25375	7.09048	5.51357	6.31273	0.00000	0.00000	0.00000	
3vvy_protein	3vvy_ligand	7.731606	-10.545910	84.53645	1325.66616	2.52736	95.52359	1.20995	0.00000	0.00000	0.00000	
3vw1_protein	3vw1_ligand	5.605543	-7.645960	96.08814	1606.20028	5.23270	86.19432	0.00000	0.00000	0.00000	0.00000	
3vw2_protein	3vw2_ligand	6.956716	-9.488960	81.93027	1405.69799	1.84527	56.83138	0.00000	0.00000	0.00000	0.00000	
3vx3_protein	3vx3_ligand	7.166232	-9.774740	127.89235	1578.40510	8.45186	0.00000	14.43478	0.00000	0.00000	0.00000	
3w5n_protein	3w5n_ligand	5.022713	-6.850980	78.41404	742.17221	3.81390	16.56800	6.23012	0.00000	0.00000	0.00000	
3w07_protein	3w07_ligand	6.043468	-8.243290	91.62591	1436.26108	8.19181	5.55966	11.36607	0.00000	0.00000	0.00000	
3w9k_protein	3w9k_ligand	4.251188	-5.798620	63.80860	1029.13334	0.42180	75.44840	0.00000	0.00000	0.00000	0.00000	
3w9r_protein	3w9r_ligand	5.736437	-7.824500	46.88367	1098.06130	1.03141	53.64404	1.84096	0.00000	0.00000	0.00000	
3w37_protein	3w37_ligand	5.394457	-7.358040	112.59245	1782.32229	7.70998	13.36749	11.64137	0.00000	0.00000	0.00000	
3wgg_protein	3wgg_ligand	6.823688	-9.307510	173.43777	2265.12619	6.82160	18.15644	6.64776	0.00000	0.00000	0.00000	
3wha_protein	3wha_ligand	6.122947	-8.351700	84.37661	1533.21462	2.13788	39.34282	1.75368	0.00000	0.00000	0.00000	
3wjw_protein	3wjw_ligand	7.052053	-9.619000	98.22578	1498.34744	6.86519	11.78795	11.20021	0.00000	0.00000	0.00000	
3wmc_protein	3wmc_ligand	3.750381	-5.115520	105.58481	950.28747	5.28516	47.23367	2.26373	0.00000	0.00000	0.00000	
3wtj_protein	3wtj_ligand	4.637265	-6.325230	86.72478	1099.42211	2.86246	12.67274	1.10235	0.00000	0.00000	0.00000	
3wtl_protein	3wtl_ligand	4.986862	-6.802080	94.29709	1115.64443	2.49471	16.64296	0.60867	0.16729	0.00000	0.00000	
3wtm_protein	3wtm_ligand	4.766906	-6.502060	94.68854	1083.12581	2.84486	16.33411	0.67699	0.41395	0.00000	0.00000	
3wto_protein	3wto_ligand	4.715183	-6.431510	89.50021	920.72807	3.00333	17.84712	1.89018	0.15324	0.00000	0.00000	
3wvm_protein	3wvm_ligand	4.036686	-5.506040	58.10612	1156.11398	1.56545	66.94595	2.72121	0.00000	0.00000	0.00000	
3wz6_protein	3wz6_ligand	5.529883	-7.542760	91.49159	1489.94392	4.97578	64.13292	4.28229	0.00000	0.00000	0.00000	
3wz7_protein	3wz7_ligand	6.943717	-9.471230	105.55551	1709.16509	4.38371	70.04274	4.35197	0.00000	0.00000	0.00000	
3wz8_protein	3wz8_ligand	6.601158	-9.003980	112.47909	1574.98164	2.70357	59.87691	3.04891	0.00000	0.00000	0.00000	
3wzn_protein	3wzn_ligand	4.969824	-6.778840	84.06043	1133.16905	3.97770	30.44654	3.75523	0.00000	0.00000	0.00000	
3x00_protein	3x00_ligand	4.435887	-6.050550	77.93097	1180.38943	2.69564	40.20407	3.61196	0.00000	0.00000	0.00000	
3zbx_protein	3zbx_ligand	8.255154	-11.260030	120.91692	1683.19249	3.08988	48.50331	1.95662	0.00000	0.00000	0.00000	
3zc5_protein	3zc5_ligand	8.717573	-11.890770	128.16097	1700.66854	2.89594	57.83752	1.80068	0.00000	0.00000	0.00000	
3zcl_protein	3zcl_ligand	7.327397	-9.994570	109.61599	1495.99700	2.48436	46.40464	1.99716	0.00000	0.00000	0.00000	
3zdg_protein	3zdg_ligand	3.571503	-4.871530	76.95045	859.60077	2.59211	22.45150	0.87603	0.00000	0.00000	0.00000	
3zdh_protein	3zdh_ligand	4.113409	-5.610690	75.73080	930.48194	1.76120	22.20830	0.78556	0.00000	0.00000	0.00000	
3zdv_protein	3zdv_ligand	4.272265	-5.827370	63.69025	965.60432	4.98349	4.44942	8.21733	0.00000	0.00000	0.00000	
3zhx_protein	3zhx_ligand	4.247859	-5.794080	58.14629	1089.75354	5.22512	3.79027	7.76889	0.00000	0.00000	0.00000	
